entity_id,display_name,pool_count,is_mpo,margin_values,n_distinct_margins,fixed_cost_values,n_distinct_costs,stake_weighted_margin,total_active_stake_ada,total_rewards_ada,total_operator_take_ada,total_margin_take_ada,total_fixed_cost_ada,total_delegator_pot_ada
pool1hezakp5r240dy4fcsm7mfd3qqahcvyrhj8hl770yxmxxzdwvcre,,1,False,0.9000,1,340,1,0.9,3843434.62,626.31,597.68,257.68,340.0,28.63
pool1y9rdlv5tksudwrx47afjx47grd4tyh24zccffjtp32u0cfpegvk,,1,False,0.5000,1,390,1,0.5,3831816.55,313.15,313.15,0.0,313.15,0.0
pool1jpz5m45ff4r6tnq7n5tw63fkhpmw3cyv8sn569w24x8lj3kl68c,,1,False,0.0100,1,170,1,0.01,3826704.48,939.49,177.69,7.69,170.0,761.8
pool1nhls8e9swnyshldgjknku4npreax075nw0ltrkmrarh4w3skxt9,,1,False,0.0250,1,340,1,0.025,3784685.67,939.81,355.0,15.0,340.0,584.82
pool1peayemzlkmcwn64c455mx8sxdaztq0xuv9hdxlp0kcsxz57up3z,,1,False,0.0100,1,340,1,0.01,3774090.66,939.64,346.0,6.0,340.0,593.64
pool1hqwxta8p0j8ffkyle5mf6yg80tucqzh8q9mszws60xe5ja06nwa,,1,False,0.0000,1,170,1,0.0,3733178.21,626.66,170.0,0.0,170.0,456.66
pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,,1,False,0.0100,1,340,1,0.01,3714380.1,939.46,345.99,5.99,340.0,593.47
pool1gntlh2yq89tpsd7kgaeuremj3s60rscqahyl52qzv0x87mt22rq,,1,False,0.0000,1,340,1,0.0,3697357.66,626.33,340.0,0.0,340.0,286.33
pool1h3aejp7fln74mwaraqjn65ve3j5zwqr7wk0pasct87wpkv0aspm,,1,False,0.0300,1,340,1,0.03,3680881.98,942.17,358.07,18.07,340.0,584.11
pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y,,1,False,0.0090,1,500,1,0.009,3631573.94,1568.41,509.62,9.62,500.0,1058.8
pool1429egqgv60r3nxlp6cvs08qcffv7duddjvyjd0pt6wzhj7akda8,,1,False,0.0100,1,340,1,0.01,3587184.87,626.43,342.86,2.86,340.0,283.56
pool1mfgqn8n658vjdcvg3xgtr3qyet64fht0dzsukqeznxw36z8g2k6,,1,False,0.0189,1,340,1,0.0189,3531037.74,1565.82,363.17,23.17,340.0,1202.66
pool1kprt6l4quz03dhqx8jw22spdjvp5dkshdnn567vlexqkj35hd8a,,1,False,0.0000,1,170,1,0.0,3526405.87,1565.91,170.0,0.0,170.0,1395.91
pool15j6hdfel6c6zcr8gu39qgp5xkrs264yn9hm8ynhaydjtxvmznxq,,1,False,0.0000,1,260,1,0.0,3521393.89,626.35,260.0,0.0,260.0,366.35
pool136wr0g23dw9daekuyqtgk366vywms6meespgpm3hdguxqczaaug,,1,False,0.0500,1,340,1,0.05,3516919.86,939.46,369.97,29.97,340.0,569.48
pool1agwy5atgc4ptg3whplaxyz28g4dgvsna8auktszctkq8xmtl7dh,,1,False,0.0000,1,170,1,0.0,3511692.28,939.78,170.0,0.0,170.0,769.78
pool1t847w2hfv33qrra7q33nzq8epvcxv6ydshcq7w7j23c87xv2c2k,,1,False,0.0000,1,340,1,0.0,3505789.36,1252.61,340.0,0.0,340.0,912.61
pool165ljt7xrrpceutz5ppe96suuw0jcnrvhg0f5vu60df0r5mt0x0c,,1,False,0.9900,1,340,1,0.99,3476361.06,1565.77,1553.51,1213.51,340.0,12.26
pool1kks6sgxvx7p6fe3hhnne68xzwa9jg8qgy50yt3w3lrelvns7390,,1,False,0.0200,1,200,1,0.02,3457048.46,1565.82,227.32,27.32,200.0,1338.51
pool1g4th3pqfzh4zajzrhlh8y6wpuztrkzxwt5wd7q578894j06gwfc,,1,False,0.0000,1,340,1,0.0,3438542.71,1879.1,340.0,0.0,340.0,1539.1
pool137j9xuzycq4jxfpsmjnc75w2wnpz68khlwvsh69kt5negg6ldhg,,1,False,0.0100,1,170,1,0.01,3438214.56,939.46,177.69,7.69,170.0,761.76
pool1n2yp66zk6m33sg8k20hsvmk9tw7xeeswzdcfxhnx9hm9jkxv5k4,,1,False,0.0100,1,340,1,0.01,3411147.14,939.79,346.0,6.0,340.0,593.79
pool1j8grqucdwwcr0cwzxrtw30vqcptg0jdlrmauq5w7ytvqx6nf5np,,1,False,0.0100,1,170,1,0.01,3372957.19,940.31,177.7,7.7,170.0,762.61
pool154xmvhp4jnz7phwcla09uvzqnn3ch54lh2yzrt2znxdgc4trp8x,,1,False,0.0000,1,170,1,0.0,3347319.34,1565.76,170.0,0.0,170.0,1395.76
pool1druxd2syfrvqvepxh60fz0qhralcesruphh5atujuh0jktjy0ma,,1,False,0.0199,1,170,1,0.0199,3334276.38,313.16,172.85,2.85,170.0,140.32
pool14hhs6ruwnuaf4fzsmx89mvmjl2qhyy5jnzyk2le03886kj6z9yp,,1,False,0.0100,1,300,1,0.01,3315656.0,1878.92,315.79,15.79,300.0,1563.13
pool19ht066hngsjfnv3mfsc8u9fgzl4w5qcrmh8l6zppwph6s2t7jn4,,1,False,0.0200,1,170,1,0.02,3313586.89,1256.08,191.72,21.72,170.0,1064.36
pool1xtrwqwu6jn896szjwsyxxjczl6hc9sq4lh5ax68f7dt3gc0y9rx,,1,False,0.0400,1,340,1,0.04,3279087.69,626.31,351.45,11.45,340.0,274.86
pool1q0jmr57udknpq8k5qtgt5vgdjq9pzrzevf68966wxn8zgz7qy3w,,1,False,0.0150,1,340,1,0.015,3242679.07,1879.28,363.09,23.09,340.0,1516.19
pool15ftrqf7j80w57leflatx66x00qfhu483a290gmp7q85pjxrf480,,1,False,0.0000,1,340,1,0.0,3161759.96,626.31,340.0,0.0,340.0,286.31
pool1xzu4pva0k4y6geukd9uvvl3t3s8q8alzwahf575y5fj6cnkd5y2,,1,False,1.0000,1,170,1,1.0,3106476.79,1879.08,1879.08,1709.08,170.0,0.0
pool1r2g9wv7jyt7haygrmrc2tst2m8m9ssrr3c690ffp49uhywhvmdl,,1,False,0.0000,1,170,1,0.0,3084028.3,941.56,170.0,0.0,170.0,771.56
pool1m3h5p82m6v99nda37rmed8vrkqt43e2a8d89k76gw5ets0gdyag,,1,False,0.0450,1,340,1,0.045,3079175.13,939.49,366.98,26.98,340.0,572.52
pool16e2x06wk8ufyakgrzq0c9p5tmfhl6w0c80raxr0xtg5g7aakhgh,,1,False,0.0100,1,340,1,0.01,3046331.02,2192.9,358.53,18.53,340.0,1834.37
pool1a2gt2mvuf5zvtqlvw2xgks2efze3p4r985ft62q64lua7gx7lal,,1,False,0.0000,1,170,1,0.0,2998406.5,1253.08,170.0,0.0,170.0,1083.08
pool17rns3wjyql9jg9xkzw9h88f0kstd693pm6urwxmvejqgsyjw7ta,,1,False,0.0000,1,840,1,0.0,2994077.21,2192.07,840.0,0.0,840.0,1352.07
pool1hjjj584gq0ynqf06g036a4a0stpm90asrdfskpasqjxf5948ygv,,1,False,0.0200,1,340,1,0.01999,2988116.8,627.96,345.76,5.76,340.0,282.21
pool1uu65k00dp467qsszmqwl6udwnet3zszgx8n3kmn2aq84sae8ha9,,1,False,0.9999,1,170,1,0.9999,2960445.37,313.15,313.14,143.14,170.0,0.01
pool1xvaagsvl9prlr20hvg2qv434yss5c88r2ml6n43wcpepxmw85lj,,1,False,0.0000,1,340,1,0.0,2912438.61,626.31,340.0,0.0,340.0,286.31
pool1t8gjk7jzvujfv9s8q992e6s7tp8na0q3j62g7s4ppzfmccus4jk,,1,False,0.0300,1,340,1,0.03,2903143.89,627.04,348.61,8.61,340.0,278.43
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,,1,False,0.0080,1,170,1,0.008,2875797.75,625.45,173.64,3.64,170.0,451.8
pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt,,1,False,0.0200,1,300,1,0.02,2864398.54,626.54,306.53,6.53,300.0,320.01
pool1g2y0j7rsv7dpu8p6jt2dva3rxfqjl2zu0ag9dd0cfm8guzg0lh0,,1,False,0.0300,1,340,1,0.03,2851484.71,313.15,313.15,0.0,313.15,0.0
pool1xwqye6mlftwjg706acz5fjqz7gmf4qdye99zsjl03a4ru68ghee,,1,False,0.0200,1,170,1,0.02,2849815.92,1253.08,191.66,21.66,170.0,1061.42
pool1s6x6kltycpxq82hyqhlqllqj3q5l2m8w499gvtu4xrfv29c0q2q,,1,False,0.0199,1,340,1,0.0199,2827102.96,939.49,351.93,11.93,340.0,587.56
pool1tcmk6at0dmkytxgq5j4u7fgsx9kytvfu7gz22lrs8hp9ztu7arw,,1,False,0.1000,1,340,1,0.1,2816473.86,627.91,368.79,28.79,340.0,259.12
pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h,,1,False,0.0000,1,340,1,0.0,2806942.62,626.37,340.0,0.0,340.0,286.37
pool1d76p7zfn2ydq577z4wsvmnl2lx4cxa3s5vplfuhvr8qfw8hd05j,,1,False,0.0190,1,170,1,0.019,2806194.74,1565.73,196.52,26.52,170.0,1369.21
pool1jyutduy73e5u9877uns3k9rm0tf4r24j8lrn4xtkjpl3q5sn5mw,,1,False,0.0300,1,170,1,0.03,2785386.31,939.46,193.08,23.08,170.0,746.38
pool1gppqnqfguctp6gu0q8l5wjhye0ny28yzfx93hkr384cfsezru0f,,1,False,0.0000,1,340,1,0.0,2781349.61,313.33,313.33,0.0,313.33,0.0
pool1nt65pu06tlggjeaer8862fdju98ddrrxa9wnw3k4lhfvgrrgt85,,1,False,0.0000,1,340,1,0.0,2777834.59,1252.73,340.0,0.0,340.0,912.73
pool1gqvrgg7zycvf65ydkjeph72t0yx0f5ykzd9f477zh4f3smwk997,,1,False,0.0100,1,170,1,0.01,2761900.8,1566.35,183.96,13.96,170.0,1382.39
pool1w728ekz4fs2f33qmqf7047hvwsmarjrv5l575ncnh7hkc0zdhgz,,1,False,0.0500,1,200,1,0.05,2736046.42,313.15,205.66,5.66,200.0,107.5
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,,1,False,0.0200,1,340,1,0.02,2704877.08,314.0,314.0,0.0,314.0,0.0
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,,1,False,0.0000,1,190,1,0.0,2696898.3,939.46,190.0,0.0,190.0,749.46
pool1m3gg43uhtetn4hmw79u8836dyq8qe4cex8qnn6mks5egza7n6tp,,1,False,1.0000,1,340,1,1.0,2694032.5,1252.61,1252.61,912.61,340.0,0.0
pool1dswpls43u0s6cpt0dh2d6npm0rnxh5qcjm9xax9y6fp3uq880xm,,1,False,0.0000,1,170,1,0.0,2618725.34,313.16,170.0,0.0,170.0,143.16
pool1w3xys99a8xmwcwse4tqpqmyqqzykryfc4w7cvvjusej0vnxdlrf,,1,False,0.9999,1,2000,1,0.9999,2608048.78,626.3,626.3,0.0,626.3,0.0
pool1egunxfppwtglyu3t864uq76y0zu05s7pjda3e9g95nwlwc5ye2h,,1,False,0.0090,1,170,1,0.009,2586210.77,313.75,171.29,1.29,170.0,142.46
pool1chfk2749hyrwqqpj9fapredjsgw3fdauyxw3hn82kavqva6nv3w,,1,False,0.0000,1,340,1,0.0,2575292.06,313.15,313.15,0.0,313.15,0.0
pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,,1,False,0.0500,1,340,1,0.05,2565681.03,939.46,369.97,29.97,340.0,569.48
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,,1,False,0.0085,1,340,1,0.0085,2554037.04,313.24,313.24,0.0,313.24,0.0
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,,1,False,0.0000,1,170,1,0.0,2537700.9,626.17,170.0,0.0,170.0,456.17
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,,1,False,0.0500,1,340,1,0.05,2529293.43,939.81,369.99,29.99,340.0,569.82
pool1f6lnuxzw90mmd399nxqjvzyyxgmf4h3cp7j6pp5s7xmps86arct,,1,False,0.0100,1,170,1,0.01,2509673.45,939.55,177.7,7.7,170.0,761.85
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,,1,False,0.0180,1,170,1,0.018,2495296.36,1566.06,195.13,25.13,170.0,1370.93
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,,1,False,0.0000,1,170,1,0.0,2495286.31,1252.61,170.0,0.0,170.0,1082.61
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,,1,False,0.0000,1,340,1,0.0,2491420.6,313.15,313.15,0.0,313.15,0.0
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,,1,False,0.0333,1,333,1,0.03333,2485957.0,626.39,342.78,9.78,333.0,283.61
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,,1,False,0.0500,1,170,1,0.05,2473015.74,313.18,177.16,7.16,170.0,136.02
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,,1,False,0.0000,1,170,1,0.0,2472261.84,625.67,170.0,0.0,170.0,455.67
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,,1,False,0.0250,1,340,1,0.025,2472255.45,626.42,347.16,7.16,340.0,279.26
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,,1,False,0.0200,1,170,1,0.02,2457061.82,626.42,179.13,9.13,170.0,447.3
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,,1,False,0.9900,1,340,1,0.99,2456006.96,1254.26,1245.11,905.11,340.0,9.14
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,,1,False,0.0300,1,170,1,0.03,2455517.83,312.9,174.29,4.29,170.0,138.61
pool185ev4czpm5hc9xud25xlcz5lhpnl2jztqas6mgxujqke7j5mdzc,,1,False,0.0000,1,340,1,0.0,2342623.69,313.15,313.15,0.0,313.15,0.0
pool1fkg3cr9en57ccsmnde20eevkaeu3elp0h4yyqk3udkkxzhl70ju,,1,False,0.0300,1,340,1,0.03,2330608.55,939.46,357.98,17.98,340.0,581.48
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,,1,False,0.0000,1,340,1,0.0,2309365.0,313.15,313.15,0.0,313.15,0.0
pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z,,1,False,0.0180,1,340,1,0.018,2285414.81,313.2,313.2,0.0,313.2,0.0
pool1lmzhzkdvkh67a8hjcexlhajkk8f7kz2tf35frjut6creqs2kedg,,1,False,1.0000,1,340,1,1.0,2282915.98,626.31,626.31,286.31,340.0,0.0
pool1j3umdcuxcewcxz98wm3sx5xqwgxx0v7z376xyjfq4jgejpvv8fz,,1,False,0.0200,1,340,1,0.02,2275400.17,313.16,313.16,0.0,313.16,0.0
pool1cg559cdc25fkvs73umj6w5nxlwy3mpmj02xt7p4v69eqs5ncz9k,,1,False,0.0000,1,170,1,0.0,2258510.57,312.39,170.0,0.0,170.0,142.39
pool13r4e7tttcxp4qfs4gqtv0hz5k48qdhhxrskz8pjrj6fqy5qmee0,,1,False,0.0000,1,170,1,0.0,2256299.99,626.36,170.0,0.0,170.0,456.36
pool1gm4mcrf8mytfetsj6ykulrmv4j70y7fhceawgdg2h09t5rtt7cf,,1,False,0.0200,1,170,1,0.02,2203571.66,627.26,179.15,9.15,170.0,448.11
pool1qqq9tqyj69j9kygpxza3h82ynh8d0xlueucnu2yqum8nse8hj7y,,1,False,0.0250,1,170,1,0.025,2198303.36,1252.72,197.07,27.07,170.0,1055.65
pool1n4fq4gw6snzqjep3pylj8dc6aaa4xgn78gl58k360dqdw6a58g8,,1,False,0.0369,1,340,1,0.0369,2192246.5,313.2,313.2,0.0,313.2,0.0
pool1jmx55w5ydjkn4xd58gmr9xgt5t46ngs48aek779t92e7zcqfw97,,1,False,0.0100,1,340,1,0.01,2186987.94,939.53,346.0,6.0,340.0,593.53
pool1l5kwfudnqrhw3k4lwzcppu36nun9puvvr7xnanuz8a2zx4jaek5,,1,False,0.0420,1,340,1,0.042,2142536.34,313.15,313.15,0.0,313.15,0.0
pool1ncg357pkgx29g6jrwunk94pwxe409ktxyrw8s0k66vwkc4qdgnu,,1,False,0.0100,1,340,1,0.01,2094849.82,313.18,313.18,0.0,313.18,0.0
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,,1,False,0.2500,1,340,1,0.25,2041482.78,313.15,313.15,0.0,313.15,0.0
pool1lrnyqdlrj97d0ju5j6d9xa8prw0xeyumfd53rz5wk3gf7czqzjz,,1,False,0.0100,1,340,1,0.01,2035173.71,626.54,342.87,2.87,340.0,283.67
pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,,1,False,0.0300,1,340,1,0.03,2031898.33,1252.83,367.38,27.38,340.0,885.44
pool1ch3k0e07dhqwum847sa02cyecrp000a6egdx89fz5rza230jhlp,,1,False,0.0000,1,170,1,0.0,2024003.61,313.16,170.0,0.0,170.0,143.16
pool1utqhj9g53a5cwg7tyd8neky7jvjlgzuf470adc0e69cp5uuquzx,,1,False,0.0100,1,340,1,0.01,2018540.94,626.48,342.86,2.86,340.0,283.62
pool193rdch53x9c53rmftlqgzj22vmz6w8z8hhut2ckzd2zej45zpap,,1,False,0.0100,1,170,1,0.01,2009089.46,1252.66,180.83,10.83,170.0,1071.83
pool1n6z7rf722heq35v2dxvstfwezgdt8cv0mftpv4r9jay3wjk2kkt,,1,False,0.0100,1,340,1,0.01,2000171.99,313.16,313.16,0.0,313.16,0.0
pool1n7s5kpymwd0zsld8q23tpf7z5esjaqwmnnzzssee5630zpx5ww0,,1,False,0.0000,1,170,1,0.0,1992545.83,939.97,170.0,0.0,170.0,769.97
pool1tc6cy0cqknsm49cvsz0mksajfvlmh3vvcp8ngtmspycgx932w6g,,1,False,0.0000,1,170,1,0.0,1960479.4,626.31,170.0,0.0,170.0,456.31
pool1helzgcd9sjm9xtyh9mw2wy06gekh6r52s6mx987q0p8lvklwura,,1,False,0.0150,1,340,1,0.015,1949263.93,626.38,344.3,4.3,340.0,282.08
pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt,,1,False,0.0000,1,170,1,0.0,1916040.47,626.45,170.0,0.0,170.0,456.45
pool1zx909vz9qe73avvpd0y7qqcwz8fffvnup6yuq2e8hql4svk9xr7,,1,False,0.0000,1,340,1,0.0,1914142.24,933.75,340.0,0.0,340.0,593.75
pool1030vz0wxheg0dvarr8hmeavelpszmp52qucs68c7wc9uga6n6e4,,1,False,0.0100,1,340,1,0.01,1899854.09,313.21,313.21,0.0,313.21,0.0
pool1q2fh3cl6rx0wv5gry4qx5l4h65qpjf7x99xmq66nqj2fj5g6u9z,,1,False,0.0000,1,170,1,0.0,1856291.86,939.48,170.0,0.0,170.0,769.48
pool1j3kzujz0m07detlksr26sx7smft8xn280695zgu60zjhge9566f,,1,False,1.0000,1,290,1,1.0,1845950.77,313.15,313.15,23.15,290.0,0.0
pool1pf6yhzdr9vpct5rc3dtwersl4lyuglp80l4jc67kf2qj29xjg2u,,1,False,0.0100,1,340,1,0.01,1841455.45,625.61,342.86,2.86,340.0,282.76
pool18heqrjtge2emf2hes4mdxkr76y99zztkqk4qtjr9dul0vuur0yu,,1,False,0.0000,1,170,1,0.0,1841280.98,939.49,170.0,0.0,170.0,769.49
pool150hft90uw7tzr9uvj7tqkjp4u98a9hl20llj3n9ew76kkfm768r,,1,False,0.0033,1,170,1,0.00333,1830995.85,626.31,171.52,1.52,170.0,454.79
pool1nhd907krga9dh69kf0jg4tl0764rravepy337gptvsknxyyx94k,,1,False,0.0100,1,170,1,0.01,1827781.13,626.15,174.56,4.56,170.0,451.59
pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq,,1,False,0.0100,1,170,1,0.01,1825180.94,939.49,177.69,7.69,170.0,761.8
pool1we0xjccr3vc4ypnmhzsgwp7sxpsytu8dtv0syeqmtrllvcex68q,,1,False,0.0000,1,170,1,0.0,1790739.77,626.31,170.0,0.0,170.0,456.31
pool1je2n5smmnyn3lh92xrp8nepjyfp596ypga6pmdecwtcrcj9uvec,,1,False,0.0150,1,170,1,0.015,1778552.18,626.64,176.85,6.85,170.0,449.79
pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x,,1,False,0.9999,1,340,1,0.9999,1770648.33,626.31,626.28,286.28,340.0,0.03
pool1k99yncea8tq9pfeks3yymyj6fwjf4apx0s490j09m4y66vtyufr,,1,False,0.0000,1,340,1,0.0,1757751.31,626.32,340.0,0.0,340.0,286.32
pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc,,1,False,0.0000,1,340,1,0.0,1747952.43,313.16,313.16,0.0,313.16,0.0
pool1zkdaju2rjefa52uh6yh6etsxla0x6aqs6p6wm245y5szk7k3msd,,1,False,0.0250,1,340,1,0.025,1740861.24,313.17,313.17,0.0,313.17,0.0
pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up,,1,False,0.0100,1,930,1,0.01,1693296.27,313.16,313.16,0.0,313.16,0.0
pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y,,1,False,0.0100,1,340,1,0.01,1683399.43,939.48,345.99,5.99,340.0,593.48
pool1js570lkcs6t3pwsj3eda0zz43mc5gm922ae5rdxcfn84gu5uyrg,,1,False,0.0200,1,340,1,0.02,1654936.5,313.32,313.32,0.0,313.32,0.0
pool1cpr59c88ps8499gtgegr3muhclr7dln35g9a3rqmv4dkxg9n3h8,,1,False,0.0100,1,170,1,0.01,1632212.53,313.24,171.43,1.43,170.0,141.81
pool19v4jgpxxl72eaq8pefctatvts3gkhtyzd8nwvzskkm3mkdv2tpy,,1,False,0.0200,1,340,1,0.02,1612714.3,313.15,313.15,0.0,313.15,0.0
pool1q8fqknvzyj9p4ezhxqdghlc7rnmwvwuku9eevgvl25cpjy385gg,,1,False,0.0000,1,170,1,0.0,1601330.36,939.48,170.0,0.0,170.0,769.48
pool1c30lqt59t8sjn5lg04r5wk5eucxa5h9cj05xs9gzc8lngl4cmta,,1,False,0.0190,1,170,1,0.019,1579296.27,626.37,178.67,8.67,170.0,447.69
pool1q7wrwstqkzhrffdzpw8ftfd4epmxywdjnp8384atjcnezchv242,,1,False,0.0100,1,170,1,0.01,1560339.23,939.47,177.69,7.69,170.0,761.78
pool1vflcm2fde9qyzcr0lkkv4httte3xep6sycasrtaxw6rt2me3vwp,,1,False,0.0000,1,170,1,0.0,1538518.98,626.33,170.0,0.0,170.0,456.33
pool1qeqylk3pnenvt3j4mah2dafcnd3h8uc3fqhvfzrxlxf3xuvdvvp,,1,False,0.9999,1,340,1,0.9999,1533918.68,626.31,626.28,286.28,340.0,0.03
pool1qqenhz258k5k9nyjull6gkzg7s4f3ae8v7qxwpegeef9v0nsy3e,,1,False,0.0100,1,200,1,0.01,1524715.4,626.45,204.26,4.26,200.0,422.18
pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2,,1,False,0.0249,1,340,1,0.0249,1515917.91,626.32,347.13,7.13,340.0,279.19
pool1cmqpzlsrrjup8zg6qaperz868u64dlt7uvvdszsr658mvzz9qq0,,1,False,0.0000,1,170,1,0.0,1514235.87,313.15,170.0,0.0,170.0,143.15
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,,1,False,0.0000,1,340,1,0.0,1511393.24,313.27,313.27,0.0,313.27,0.0
pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,,1,False,0.0000,1,700,1,0.0,1510672.06,1251.93,700.0,0.0,700.0,551.93
pool1zwqrrwpr5zx7c3f4ukpu4r4fz5c2hkwx9vwqka5068urgqvpjzr,,1,False,0.0300,1,170,1,0.03,1508690.13,313.2,174.3,4.3,170.0,138.9
pool19rjjay24ez2ezgqkyqvna6uwc5ur9lt489gwvrv7ve5exlcld3x,,1,False,0.0000,1,340,1,0.0,1486848.23,626.36,340.0,0.0,340.0,286.36
pool1vc8jhqtwjrjwsfk6a0enx47hd2ufg98c34ta6lvl0zv0uhpech9,,1,False,0.0000,1,300,1,0.0,1482454.64,626.42,300.0,0.0,300.0,326.42
pool1ktgug7wwf9k4hcsuk68ftkh8xs5n0333fzxyw9sagz8njhlskgm,,1,False,0.0000,1,340,1,0.0,1479252.92,939.87,340.0,0.0,340.0,599.87
pool1j742gcsul7u8c05rsqmkgpkvj5qadj0pew69nctu6crqy9wjjn4,,1,False,0.0100,1,340,1,0.01,1473366.34,313.23,313.23,0.0,313.23,0.0
pool1upa4pa4qmcgaps4uactx9eas44rfwk9h0rxgua3l4xnf6wevfkt,,1,False,0.0000,1,170,1,0.0,1466784.21,1252.73,170.0,0.0,170.0,1082.73
pool1gxvkc0576e75065p5k0csvwme9y2qrefd5ga66nx0z65xxjt8jk,,1,False,1.0000,1,340,1,1.0,1456868.34,939.46,939.46,599.46,340.0,0.0
pool1p627hhec2ha6wu6ql377c3hv4mjd26w7ll0xyw2ezgnu6nyl0a4,,1,False,0.0000,1,170,1,0.0,1456055.47,626.53,170.0,0.0,170.0,456.53
pool1ezh8sewqgzy7267yvy0jssz8q7amce37x3dhmfl22j8lwz6wjrd,,1,False,0.0200,1,340,1,0.02,1455424.34,626.53,345.73,5.73,340.0,280.8
pool14qpadfdjzw6jkwxy67uhey6tjpyppsmwgz5awfsxwrtpsecslpc,,1,False,0.0200,1,170,1,0.02,1455119.45,626.51,179.13,9.13,170.0,447.38
pool18mnua97ndq302yw2c6aaw6msx5rgf79mfnk4xe5y92tvjl45etl,,1,False,0.0000,1,170,1,0.0,1429166.98,313.15,170.0,0.0,170.0,143.15
pool1u2lghnv4ae3zy73ysjlgvxwj7tuqpmyfavk74j48g0gnqnyc692,,1,False,0.0000,1,340,1,0.0,1426970.69,626.31,340.0,0.0,340.0,286.31
pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz,,1,False,0.0190,1,170,1,0.019,1424460.51,313.27,172.72,2.72,170.0,140.54
pool17xh922cr9skc0fqk7sr8at6xx6eluh5qyv9p7ca2x0mtc3st0mz,,1,False,0.0200,1,170,1,0.02,1423412.81,626.4,179.13,9.13,170.0,447.27
pool17ynruzy9lvq0x55ks22vtf4lrrdrw2ucydh4tfzhg9kkyeaw8nf,,1,False,0.0000,1,340,1,0.0,1396667.61,626.31,340.0,0.0,340.0,286.31
pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07,,1,False,0.0100,1,340,1,0.01,1381601.47,313.15,313.15,0.0,313.15,0.0
pool1phc0dedrry2jp2s2tqngcw87vzx3mychvm7qqe3470etzsf3ph7,,1,False,0.0000,1,170,1,0.0,1379878.99,626.34,170.0,0.0,170.0,456.34
pool1yyv7vx5zhhsd60jp4tl72vpznwvpvjp35m4z7jr42ugkxmndyv5,,1,False,0.0200,1,340,1,0.02,1379860.27,939.48,351.99,11.99,340.0,587.49
pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v,,1,False,0.0000,1,170,1,0.0,1377487.44,626.69,170.0,0.0,170.0,456.69
