epoch_no,pools_with_min_cost,pools_with_zero_margin,pools_total,p10_margin,p25_margin,p50_margin,p75_margin,p90_margin,mean_margin,p50_fixed_cost,mean_fixed_cost,stake_weighted_margin,pct_min_cost,pct_zero_margin
573,887,199,959,0.0,0.009,0.02,0.04,0.06,0.08436814483837331,340.0,1704.215849843587,0.07873399384236203,92.49217935349321,20.75078206465068
574,886,200,964,0.0,0.009,0.02,0.04,0.06,0.08640823226141078,340.0,1701.73755186722,0.0791285560789572,91.90871369294605,20.74688796680498
575,898,206,975,0.0,0.009,0.02,0.04,0.06,0.08249849835897437,340.0,1683.4523076923076,0.07873315042864823,92.1025641025641,21.128205128205128
576,882,203,960,0.0,0.009,0.02,0.04,0.06,0.08334941239583334,340.0,1705.33125,0.0788519155189359,91.875,21.145833333333332
577,901,204,977,0.0,0.009,0.02,0.04,0.06,0.08357178700102355,340.0,1678.1862845445241,0.07891569051459628,92.22108495394063,20.880245649948822
578,900,205,976,0.0,0.009,0.02,0.04,0.06,0.08144296711065574,340.0,1660.3565573770493,0.07881474590421393,92.21311475409836,21.00409836065574
579,890,193,963,0.0,0.0098,0.02,0.04,0.06,0.08631178182762202,340.0,1698.8006230529595,0.07849334209329208,92.41952232606438,20.041536863966773
580,886,201,968,0.0,0.009850000000000001,0.02,0.04,0.06,0.08479011973140496,340.0,1694.029958677686,0.07881190027361856,91.52892561983471,20.764462809917354
581,872,203,955,0.0,0.009,0.02,0.04,0.06,0.0846148962303665,340.0,1714.3434554973821,0.07806230145468546,91.30890052356021,21.256544502617803
582,887,204,971,0.0,0.009,0.02,0.04,0.06,0.08305843553038104,340.0,1691.5066941297632,0.07912414341230758,91.3491246138002,21.00926879505664
583,888,205,971,0.0,0.009,0.02,0.04,0.06,0.08440744170957776,340.0,1692.3254376931,0.08030408130191315,91.45211122554068,21.112255406797118
584,888,203,971,0.0,0.01,0.02,0.04,0.06,0.08241446024716786,340.0,1690.4716786817714,0.07652444478299672,91.45211122554068,20.90628218331617
585,895,207,979,0.0,0.0098,0.02,0.04,0.06,0.08496039417773238,340.0,1679.3391215526046,0.07959474168065225,91.41981613891727,21.144024514811033
586,885,198,961,0.0,0.0097,0.02,0.04,0.06,0.08057370020811655,340.0,1683.4526534859522,0.07850089077257046,92.09157127991675,20.60353798126951
587,884,200,960,0.0,0.00965,0.02,0.04,0.06,0.0788030478125,340.0,1709.425,0.0785740050875814,92.08333333333333,20.833333333333336
588,900,199,982,0.0,0.01,0.02,0.04,0.06,0.08278476670061101,340.0,1678.6283095723015,0.0796549951286027,91.64969450101833,20.264765784114054
589,876,187,956,0.0,0.01,0.02,0.04,0.06,0.08564700930962343,340.0,1715.5230125523012,0.07980660166540535,91.63179916317992,19.560669456066947
590,877,190,954,0.0,0.01,0.02,0.04,0.06,0.08748828710691824,340.0,1713.7945492662475,0.07933088444140075,91.9287211740042,19.91614255765199
591,886,196,965,0.0,0.01,0.02,0.04,0.06,0.08412553461139896,340.0,1699.3782383419689,0.07918662036130769,91.81347150259067,20.31088082901554
592,883,203,960,0.0,0.009,0.02,0.04,0.06,0.08605325614583334,340.0,1703.6614583333333,0.07914139166488414,91.97916666666667,21.145833333333332
593,882,202,957,0.0,0.0097,0.02,0.04,0.06,0.0822133394984326,340.0,1691.19644723093,0.07786078398839938,92.16300940438872,21.10762800417973
594,858,191,935,0.0,0.00995,0.02,0.04,0.06,0.08396326299465241,340.0,1721.7272727272727,0.07739694937165169,91.76470588235294,20.427807486631018
595,864,191,940,0.0,0.01,0.02,0.04,0.06,0.07931358074468085,340.0,1735.3882978723404,0.07755766950834223,91.91489361702128,20.319148936170212
596,846,185,922,0.0,0.01,0.02,0.04,0.06,0.08670351507592192,340.0,1761.9490238611713,0.07788417357122555,91.75704989154013,20.065075921908893
597,881,195,954,0.0,0.01,0.02,0.04,0.06,0.0808706036687631,340.0,1713.8050314465409,0.07773362359388988,92.34800838574424,20.440251572327046
598,888,186,958,0.0,0.01,0.02,0.04,0.06,0.08231777233820459,340.0,1706.9770354906054,0.07938367269070502,92.69311064718163,19.41544885177453
599,888,198,963,0.0,0.01,0.02,0.04,0.06,0.08170037995846313,340.0,1680.3831775700935,0.079048217948274,92.21183800623052,20.5607476635514
600,867,202,942,0.0,0.009,0.02,0.04,0.06,0.0826368949044586,340.0,1732.5307855626327,0.08226074520315937,92.03821656050955,21.443736730360936
601,862,190,937,0.0,0.01,0.02,0.04,0.06,0.08638234354322305,340.0,1741.3276414087513,0.08625874029552152,91.9957310565635,20.277481323372466
602,872,196,946,0.0,0.00975,0.02,0.04,0.06,0.08797701469344608,340.0,1726.943974630021,0.08793849762557276,92.17758985200845,20.718816067653275
603,859,187,931,0.0,0.01,0.02,0.04,0.06,0.09065770773361975,340.0,1750.1331901181525,0.08728494693241781,92.26638023630504,20.0859291084855
604,850,183,924,0.0,0.01,0.02,0.04,0.06,0.08799648906926406,340.0,1759.7175324675325,0.08232716564306407,91.991341991342,19.805194805194805
605,876,191,951,0.0,0.01,0.02,0.04,0.06,0.08462729327024185,340.0,1718.93690851735,0.08187089916401508,92.11356466876973,20.084121976866456
606,857,185,931,0.0,0.01,0.02,0.04,0.06,0.08653452298603652,340.0,1750.1063372717508,0.08177982869660722,92.0515574650913,19.87110633727175
607,869,196,941,0.0,0.0095,0.02,0.04,0.06,0.08560587141339002,340.0,1733.2082890541976,0.08477334724482426,92.34856535600426,20.828905419766205
608,851,198,908,0.0,0.009,0.02,0.04,0.06,0.08838453292951541,340.0,1784.965859030837,0.0873810067511237,93.72246696035242,21.80616740088106
609,872,198,932,0.0,0.009,0.02,0.04,0.06,0.08894403530042919,340.0,1746.983905579399,0.09073307155814095,93.56223175965665,21.244635193133046
610,859,198,917,0.0,0.009,0.02,0.04,0.06,0.08979797262813523,340.0,1769.330425299891,0.09043787393331591,93.67502726281353,21.59214830970556
611,859,189,917,0.0,0.0097,0.02,0.04,0.08,0.09261052889858233,340.0,1769.5845147219193,0.08946670518043905,93.67502726281353,20.610687022900763
612,850,185,919,0.0,0.01,0.02,0.04,0.08,0.09325470174102285,340.0,1767.158868335147,0.08804695729844618,92.49183895538629,20.130576713819366
613,855,190,926,0.0,0.01,0.02,0.04,0.07500000000000001,0.09344184665226782,340.0,1757.7041036717062,0.08902698308406795,92.33261339092873,20.518358531317496
614,870,190,942,0.0,0.01,0.02,0.04,0.08,0.09160623237791933,340.0,1730.911889596603,0.08855378159738266,92.35668789808918,20.169851380042463
615,848,186,921,0.0,0.01,0.02,0.04,0.1,0.09148605418023888,340.0,1763.4299674267102,0.08832283179597643,92.07383279044517,20.195439739413683
