pool_bech32,delegation_count,total_ada,median_ada,mean_ada,max_ada
pool1cy77h3wzf5z9ea0z66wr8luczcp2u4wchhkejkndjvyrvyvqauj,17,466.08,0.00,27.42,466.08
pool1cyha5jsy6g06w699tw4awy2jw7gxj0azm38yzetr7zls7rkl0t0,10,27419.52,808.17,2741.95,9251.05
pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84,907,28921046.25,16.69,31886.49,17925917.15
pool1czlxfj2dyc2lt2gcrhhxyqhgzcpza845yjr6k262e2vqsysrylu,5,29.45,3.34,5.89,21.35
pool1d0329t36ac7udkqe9k5w4g4jpn8xrqfjh2u5jrrm4h4d50wkz2c,1,1686.69,1686.69,1686.69,1686.69
pool1d04sakv5um2c8yrp3lm9ncncupgl7f7zw0lz2yuz3jrzsxvf42n,35,15473.27,5.00,442.09,13152.45
pool1d0ld90s42dnypxxp08923d7pezh4xnzht2gfl5c6xm2pg6lyyyq,3,4767.92,2006.49,1589.31,2472.94
pool1d0vm9y545l3y2g9pamx45k4e498nllhd8wy4289vw8mt70am2r8,67,178193.79,244.88,2659.61,42915.06
pool1d0ze7l6t8gjng564zsfyd7uw7snenpsjh9dacawdpr9g27djq8f,57,48894.03,10.00,857.79,36292.07
pool1d25d0c06al8geglarw7yd4nqh65nws82d7v04yrv2eec7rwcjlk,1,515.62,515.62,515.62,515.62
pool1d2cl6yayuxp0wv0v7dtvu0s52vglg0x4z2lz27d6x4ewj72nk2a,40,13574.73,1.63,339.37,8639.29
pool1d3gckjrphwytzw2uavgkxskwe08msumzsfj4lxnpcnpks3zjml3,1364,26997280.71,69.88,19792.73,2802162.36
pool1d42r0zln3kvvc54w4945735gnrm635as8hj8zy38tjprw2l49rd,134,225190.12,45.43,1680.52,29279.95
pool1d4387s7mszjkeg5w0xppzxdtzsj7aahfqdgeef24emyh70mccmw,1,46096.65,46096.65,46096.65,46096.65
pool1d4tuk5ln88x5s9xcck4lfz8u4svdvxzsh2ue9rnmqrxm6a486uv,2,1.80,0.90,0.90,1.80
pool1d5lk27jlkaj6dx7ndexjzmdqtt5hnnpx5224awz83ye0v28ve42,4,3734.60,809.91,933.65,2113.54
pool1d5zrmzgskqzse485j7p5cly2290xyffr2tyq9d8ngkzyxjjxwtm,5,2132.84,2.94,426.57,1128.97
pool1d63tmq02tgtk7yd6g62p9h44w4xqdgz9y8jkmcrztfmmqga540m,10,89710.79,1147.39,8971.08,30060.35
pool1d66wvltjn768rm2ywdzpetzx034z7vanrlz8mrpn9us8zjcyjaf,3,11.35,0.00,3.78,11.35
pool1d70vllztcsgx3ku8h5vnukzz2a7lpzjxfjmuqqvxtj9kq27hygs,88,430364.36,21.21,4890.50,282603.01
pool1d76p7zfn2ydq577z4wsvmnl2lx4cxa3s5vplfuhvr8qfw8hd05j,203,3247609.05,64.08,15998.07,948499.74
pool1d85unpsumsxmq4kfvy0prju3n983vp3ajuavmt2r5tyzw2jtpcw,5,15138.49,1634.33,3027.70,9909.70
pool1d9g45764jtjzagrmy5ndtrx4pua7l9sr4nh08l3mqs43xe6wnh9,15,5775081.29,668.60,385005.42,5583642.07
pool1da9msyhpfmt58vrdkk7lpzgwldvc0t7q46kvpcyvvpff7347lsp,3,1770828.26,400.57,590276.09,1770417.87
pool1dadfsnjauzhgcvz5hkrulwevpe9mk2a9rsxt24pawcy7zndhll3,8,195.63,7.16,24.45,148.25
pool1dadzh387unlwu37ek693hy9a7w49r22mrmrl9y0fjfhhqe4qtpe,2,1216.34,608.17,608.17,708.72
pool1dcjycc5mvj9svh9ys482078mnqutu48k3zj7uqzswj7m54a7hzr,74,512842.49,19.51,6930.30,187798.63
pool1dde9jvej6nr4yqfnnlx5ydn036zv7yr098y4p2qs7cvn2l3kuj8,6,13547.85,1695.86,2257.97,7094.32
pool1ddg6t2h9kj6lqlec4ncjs945lzj43m3ggrgdhf5sgzhtygpkznz,4152,64122575.90,189.71,15443.78,3402219.49
pool1ddgcpgjcyawxw95se9x8qnc8gxgwjr4fqrk4vk6v9x47s0ggpjp,601,5075223.75,18.70,8444.63,3065918.30
pool1ddghnthymd3duklvx5pfunymqg29xe4vlmy89u2efyjdktn33kz,32,222617.85,44.67,6956.81,87617.72
pool1ddheaqwfuxwqe89lyd9wla222uhzvp8zstmvc30mrzy4zc5yevs,16,524819.31,404.21,32801.21,237167.21
pool1ddskftmsscw92d7vnj89pldwx5feegkgcmamgt5t0e4lkd7mdp8,13,2671.11,1.12,205.47,2262.65
pool1ddywudgudfaphp8txj9qf7alj3uk6wzyd22u7cd2myhyv3lyxxx,15,1243018.69,536.81,82867.91,610155.44
pool1devkrwcez409eqm07mr224qqm4a5t3efx3x7u046kct7yk4fxa9,5,7259.99,176.96,1452.00,5007.09
pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt,1034,3206929.23,13.62,3101.48,444935.23
pool1dg80xj5qfgu2caursxwk67cm34esh03kzmu63qu89vdv2vk3x4u,5,964.60,199.94,192.92,526.62
pool1dghwejqptsjtf9k8paspg9rhl8humxx0nh7sk37j0ada2dr9mqh,370,10777577.93,456.50,29128.59,2315734.27
pool1dgmuwu0txducah4pes4e2avlcv98wedml33kdz7ujtrrxk8xv9y,20,429042.75,336.12,21452.14,146005.80
pool1dhf4dt395f0c0ujnscazvzvw73ynzgwvtf5k4y9c907hwjdyaq4,208,7332738.48,570.37,35253.55,1415983.78
pool1dhfz7yak8wqmpvm5luf8ey44aewa9hcrldz0ea3rhh97jmrru5j,6,3486.17,492.91,581.03,1333.11
pool1dhugawja82wkmrq0lhd24uyrhm02v7grdhnren9r2qgujsh5kml,1,10013.79,10013.79,10013.79,10013.79
pool1dhzv896pw40c4tw23w4h2ux5yzm47r59h8qaqhu89shwkugqygj,10,1001.06,55.72,100.11,505.84
pool1dj4l8qma9zzqqzhsawdkvxrs7qyqyv70kn56ywdqqazscvcqvva,70,455868.91,219.87,6512.41,92062.78
pool1djg8jsygtculv3q2qdrxtnpxfq003pdxcvlw2pvfupq7jm5xpgp,133,6348587.05,394.84,47733.74,1567527.47
pool1dkt4rqtjs6j6d8snna60s2g002ddcj5h62nee59mvsznk20q300,62,401435.83,21.25,6474.77,331837.04
pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z,135,2207766.16,28.67,16353.82,1022290.85
pool1dl4695wfl79k7gtzt87gsf8gsqeq97yzuvaq0d4zxhz6c0nlf4g,45,58914111.00,271.12,1309202.47,31515878.77
pool1dlzpcfmnn727lfsav0x8jmdwjz70sy429xfxjwnzk7r9wm6stws,6,7212.60,60.40,1202.10,4466.74
pool1dmnyhw9uthknzcq4q6pwdc4vtfxz5zzrvd9eg432u60lzl959tw,208,6300740.11,25.93,30292.02,3484289.71
pool1dmqzwuql5mylffvn7ln3pr9j7kh4gdsssrmma5wgx56f6rtyf42,496,7386936.09,56.08,14893.02,1233495.67
pool1dmuaa0wmqrwwx467p48fu83y5w7wdkxf8xlgymmfc73kjy3vxg7,3,2.49,1.06,0.83,1.43
pool1dmugaarr3nq0679fa02kqunlfmcyxdxfy3quc9x9s69zquty478,7,3147.38,68.64,449.63,1899.02
pool1dpu6kslgxlg3ccrwxldl8e6r7ylnq0yalafmucp0yc7k6qegtt0,416,8486792.68,12.28,20400.94,7030873.28
pool1dqhaw0h2f4ehpdhh57quszcj22qhkglhg6yvaf39w3clxdl2kpy,544,1349103.87,31.51,2479.97,469049.90
pool1dqlgn7smehsnj5ztz8almy2036lfhrdjv79nmg9tmje0zzt620h,396,1926898.14,33.49,4865.90,724740.60
pool1dqq4ugkrkpwhray2z8jvk8nvnpnq3gm3g2stz4wmusap6tkuclw,2,0.00,0.00,0.00,0.00
pool1dqzprrl8305mlysnh85znqpe22lg0q2d9zest7jjhugajuf46kv,73,223967.15,82.76,3068.04,62651.80
pool1druxd2syfrvqvepxh60fz0qhralcesruphh5atujuh0jktjy0ma,1054,3295258.61,12.16,3126.43,614130.89
pool1drv9qkh2tgqqucc0jp8cwswpmmkfzdd898ja7ac0uwm9j5d44tq,117,4127091.85,820.77,35274.29,1281162.01
pool1ds25hy480zcnzjwzr4eef28j85lvpm4mq9qm55vr4mqr5h3l68y,2,13806659.39,6903329.70,6903329.70,13806614.66
pool1dsqxx4ehzudlaygj5p75eptkdz3kzwcck9qrft4aq02a5vf8agf,2,115591.78,57795.89,57795.89,115590.78
pool1dsvkdd2t3wnn3mrm27q0572zl2z36lkw3cl2cf4z0c24vad28v2,3,450.68,49.85,150.23,373.76
pool1dswpls43u0s6cpt0dh2d6npm0rnxh5qcjm9xax9y6fp3uq880xm,275,2618018.28,1237.44,9520.07,282460.72
pool1dts0h87pntgmsffp6mjtnahfht2dz5zjjeeujhzmtn6wgctcuzd,30,406798.15,59.96,13559.94,290603.37
pool1du3r4a7xq60hg2x0wcz7lw5ya3qs74rk258c8kanp93rsqdqu45,3121,42850471.62,54.19,13729.72,20362810.34
pool1dv4yvcrl2kefasd4qxf8pzu695npqqfdzvlyauh2xqfhgf6ng8d,3,16.61,0.00,5.54,16.61
pool1dv7s5fn4m9dee8ncvx5hktfmsnx6agydhn798rfdqjazuwr84gc,127,756055.62,28.38,5953.19,566452.98
pool1dvp46zdtmzwkt6x74g6dzq7cyygp5armhrzh2t5hm8scwtxvsnt,3,197.30,0.00,65.77,197.30
pool1dwlkpwakps05gelgwdml2d44al2xfsv8k9jgrkwsevlxxpcelqa,5,37124.56,2821.27,7424.91,26781.39
pool1dwthjmzrkm5q42yqa3x50jaye6pg57n7t569c44an6hzsg8qake,220,50588.68,3.11,229.95,12456.82
pool1dwvtdk76v5vg99d8h2a28h5f94hy2zwcxnj576g6w90ezapqjyn,5,15212.66,157.62,3042.53,9313.88
pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft,96,2009063.13,58.37,20927.74,1316788.87
pool1dx5t3yqhzh3v5ch7add7836tg0ey255tjz87spjvws4j2gjp9yg,9,59.46,0.01,6.61,55.89
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,293,3392820.62,18.41,11579.59,1012802.00
pool1dxwgzj66pual956mnv9delkelg873yvgr2dd8s279m0hxqvr475,3191,49749570.84,91.01,15590.59,2948713.80
pool1dxyj26fptj4muj6r2xp8h6lsp3s9ycgup6ssc0e62arxw6gc2xz,94,2409.87,3.46,25.64,999.35
pool1dy7tz7eyf2qal2jcns4qwm4xqn34gc4rj9dz34kfs6zuju477k7,243,1638619.58,51.29,6743.29,211388.90
pool1dye0sw6hv4jee7wemgc6dnxhaquuz7sxkktz2tpm2ekcsqyyj9l,18,9642.33,7.83,535.69,5782.71
pool1dzdglfergm9km74055n6c9xsp8n78ec8ztsklgxg5c5gyrfz9zc,3,12243400.23,1250.66,4081133.41,12242139.75
pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7,5,50000194.06,7.00,10000038.81,49999965.61
pool1dzk2hrh2vtfcc6wk5n69ml6a08jc8d8s3lpg7jsaydcdwrerlq2,1,1000.82,1000.82,1000.82,1000.82
pool1dzkrcxlqgamf3dwgyh89nrx2xkwm7cfju9mp54eyqwulku73jxs,9,4521.99,2.85,502.44,2392.50
pool1dzq7728vsl8alh46l7vdz7wa5pxt2kx58glwnteymaz7c6jmv4t,2,607.72,303.86,303.86,597.70
pool1e0jyj79d3ady680wajgcd4vgndqjdlf65777pz5939ehseqaem3,4,63907.38,5.56,15976.85,63896.25
pool1e0shheqzrlrkzfhz9shnw562tg6ma3qqyytupk2edua56a9r2yd,4,0.00,0.00,0.00,0.00
pool1e2a7hrepdkn0anf65djlmz8jpycujcg4nmfzs8w2ftvcvlnrw0g,9,372674.27,818.69,41408.25,340124.94
pool1e2tl2w0x4puw0f7c04mznq4qz6kxjkwhvuvusgf2fgu7q4d6ghv,86,1039333.84,394.29,12085.28,164201.67
pool1e3y7u0rtq2zskc7ansvtrd4p3vtv9hglyztzcvsvlk22w9t40v0,36,73978.05,30.53,2054.95,31352.01
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,271,2393053.48,22.95,8830.46,654297.06
pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y,328,3621252.85,33.57,11040.41,538149.73
pool1e59h5m5vyggszyafel7zvcnsayt2de7wyxyezlrsmm4a679q3zr,377,840081.25,46.35,2228.33,100069.04
pool1e5dxsm5ckaq0k9fg9hkclcrdj740757w4tqf9sk35wt22swypdu,1,0.00,0.00,0.00,0.00
pool1e5efe78z67djz6juekzw2hqpu3tn9eaqmekdnqn2am6j25kmrt8,1,3502.42,3502.42,3502.42,3502.42
pool1e603j2p4q346w8knqt2a8c96n8t9l5u4qdrv4kk50qvpgvh8hax,7,3140.66,5.80,448.67,3083.42
pool1e68hwymvfqxss0v29tgu95j0q8rv79z76l54wm4s0625klfq6y6,2,0.00,0.00,0.00,0.00
pool1e6rjpsl42hsc52zc9s2awhv2df50yzw43xtc7d0vranpc9ej8uj,30,81261.53,46.10,2708.72,25422.81
pool1e6z3jnnvu9zqxlk60hkfjym2vj3mvgysy6h8l2xxyj5j220vlsd,2,1321.05,660.53,660.53,1311.80
pool1e7mwu80pmsjqdf8lu7rsfdj5sldashslll0hpj7rhx3w6xpwkq7,10,1246336.25,559.42,124633.63,1206320.95
pool1e827fy8efd7n9zacdknhtr2n5rqmry5up05mqgqsjkmmzjmzrf3,1,0.00,0.00,0.00,0.00
pool1e8vr85ank99g6fx2r7tjel2mh2jyfppnqy6nmp8vr0arys65n05,159,382355.86,13.09,2404.75,124392.41
pool1e96dkrs5msjuycwz4mf0kq6fytlz0x48mnrur5ggufqkzs2a4kp,8,108988.05,340.63,13623.51,102025.07
pool1e98xlcgj80c3rdmm27v5hnvrdtut52e65uk0ema7ctfag596vr2,157,13803359.71,189.76,87919.49,6294201.97
pool1e9tp0emvvg9sc4ds9h4nhwk8qpn6869qwnas2qywu9ep2reaaxe,59,101430.23,51.00,1719.16,37261.24
pool1e9wmzv9r2pkvhwddc3ay42axm9aggheae6u4e52tgx6326krg03,6,6383460.05,2601.87,1063910.01,6367759.80
pool1ea34czsr90yc63fmv4gj4tetp7ds7c4jhpj6vqg4yw40wvygdl3,348,5918880.67,16.79,17008.28,4545188.84
pool1ea568m9q882n0tx5d4vxff2dmz2n7rq5h62hx5ystq625m4tcfu,2710,12293352.24,41.16,4536.29,1349735.38
pool1eaeynp2hs06v4x8q65jfm2xqcd3dc80rv220gmxvwg8m5sd6e7a,417,20393610.98,1556.14,48905.54,7415147.12
pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,1,1732.95,1732.95,1732.95,1732.95
pool1ec5lvdyd9dghpezzeqfzn48yvw34ff6u6m9tlh08kjjaxx4nxmk,4,36374.76,1317.98,9093.69,33738.80
pool1ecqt8vmkmu2mteqlkcxl4v6hp0ngzmgpx6k6wp2hp8tguq88u4l,1,0.00,0.00,0.00,0.00
pool1ecvcst7k9eul4ggnljh0jw2s5nc2tyfmyzsx3xg3kmmz6ptgfwj,2717,12932076.44,57.41,4759.69,2407951.91
pool1ed2usjswfh2hfyvatwuwl959y5g4fkf63uxtadcuez0l2rjn747,1,1112.62,1112.62,1112.62,1112.62
pool1edm3pa2da0dz2sq9mgfqgf8nr2tjtnplhnvkdwuwd6j0ylmfxpp,1,0.00,0.00,0.00,0.00
pool1edqwpnln3zr9gj9sfsmyl72pen6hdwev07xgqj7uz5mkjrgfj6h,8,70198667.28,4967.50,8774833.41,35010112.97
pool1ee3fptp2m7z8a32yeg9cwq4kvehh5xeyv2547u2rqz85qqxaxnc,6,196488.53,32190.15,32748.09,72614.83
pool1eeflu4eaztffgd33enpsfh4nkta6t5qk662nddqqhjyrgdgmkc5,4,218.78,35.95,54.70,127.62
pool1eesa3kdfavq33kd3f3ajwh4mg9sal76fp348en5u37435g4h4ca,1,0.00,0.00,0.00,0.00
pool1efacpnedlfrhe9sa6s4jzq839s5q4qdrl70em0za57xg6t38d3s,100,6567087.85,516.13,65670.88,4207149.05
pool1efj8td645z33mr8h0ww5y5s0lz6jwj7e54cj4mv44s2269r7d4f,8,32.64,0.00,4.08,24.66
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,436,2351481.38,43.94,5393.31,716088.17
pool1efzvmtxl4n9z8ylegk9jhctclu44z7k0qg82mp2kp2ytqa9xgf0,6,535.46,0.00,89.24,526.28
pool1eg6k5zz4ndk6a3sa3z7ug97y84ghj0zljs26zkhthzzkw3p82ew,6,70691.99,39.38,11782.00,69504.28
pool1eggah53ghqwlsm2u4upwnm3s9et8m5yd4p56shaqtm7vql6zm4h,4,69.72,3.56,17.43,62.60
pool1egunxfppwtglyu3t864uq76y0zu05s7pjda3e9g95nwlwc5ye2h,130,2459773.49,116.34,18921.33,850927.71
pool1eh6msmm3v7fs90lapzem3lkpl4sn2dgtz4hfvnfmqqtxya3k8yh,5,2742.23,110.05,548.45,1876.92
pool1ehfmxk64lnl90rmy66zt7nfjlsvzhqkxlzsml348z4ptss529mw,2,31236.94,15618.47,15618.47,30856.53
pool1ek2m5zuydqcgqv3s5mlh55tr8gp76yuxe4hj4s7xtxajyc94rx3,9,1.22,0.00,0.14,1.22
pool1ek4yc2mvmettdmkl7wjfpcjkp60xssq2urr9hc8ffx5ss73wdm0,3,1822.68,42.26,607.56,1745.42
pool1ek9pyk0xwjelrw7uqktvjwqj8wlcqqftjxqeq3t2vffw7qm8efs,1,35640763.69,35640763.69,35640763.69,35640763.69
pool1ekcsyzwexl7p2kwxxh34hy28l6772vrmff7jwmuxsa6u6fzty9z,5374,75239095.43,59.12,14000.58,2559164.15
pool1ekhy5xsgjaq38em75vevk8df0k0rljju77tljw288ys5kumqce5,1660,1930904.20,13.31,1163.20,125210.85
pool1ekyuhd48h9nnymqpx0c00taz6ygnsge4502r7e67clp7zy9cegv,52,33464.18,18.43,643.54,21211.12
pool1el6ze57482qzf830l6h2y9uj0l9fr5g7xzur89d4d806y896vgf,22,4998.70,0.19,227.21,4011.57
pool1el9z347208wda3t5cqz65dmwal7r0e0eeq7xfzl6whdwvy80twn,2,1006.28,503.14,503.14,1000.00
pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9,686,44460605.44,116.85,64811.38,10063937.24
pool1elvz3kppg3peep0dcclju3gwf9m37vzyxetuf03we37sqlnsjxr,5,1036.68,25.41,207.34,653.71
pool1em9u4sf0lzkz4ammtcmakymunpf0l7445ayh3e7fpvryw640fc6,4,28734.63,1202.36,7183.66,26328.74
pool1en2f7un7v3rjyhqkeg87d27nvsk5arnnva5tzx38t0lpv7hercz,39,168773.37,102.51,4327.52,56413.13
pool1enc9l2nealzp9sr7n77032rc593879faj6hqeny6f6h052eaaxh,4,4731.38,185.36,1182.85,4360.66
pool1enul577he3e0s500lv8z98m6k936uecz2rpckxxmmk8c7k0n2rd,632,7310462.62,75.03,11567.19,1405599.36
pool1enve22w67h6nm4y80cl0svc4edlm26h7ce226u5xlxq7ucawt07,2,2.86,1.43,1.43,2.86
pool1epqdygzumryx7w9kk5l76gfjsvzuesmeh3u3tfjmmdsw65ja7k3,492,158817.92,20.08,322.80,55148.08
pool1eq96x3rdmq0dxdyx0wwwy064p2jzrlg6dp37r5uwhehnja29fxq,3,202.98,100.36,67.66,102.62
pool1eqa7kxx4xg35cu4rqj4exkvzhenscgh8wxez0gl7hsagygp79kr,7115,74059621.33,32.74,10408.94,21951279.76
pool1eqc4jwuez8yyerwlyjwenh99dlvmn6t6n3qjym70ulf5u8xr6lq,4,2267.54,174.29,566.89,1918.97
pool1eqj3dzpkcklc2r0v8pt8adrhrshq8m4zsev072ga7a52uj5wv5c,830,11805574.23,146.79,14223.58,1017614.35
pool1erd30yrzqx4nvevnqu3cxmgv5nh6reau5ycxdulde7vq68zcrlz,2,101.92,50.96,50.96,101.92
pool1es67mveksd22l9alfh5cht6w2krc7lcrq3zvxcpaj5hwxgmhg3m,34,1328551.93,715.66,39075.06,393927.36
pool1es7867e973f59y07uwn04sylwd7myrv49q76e3jqp4a5ktvzpeg,3,100.03,0.00,33.34,100.03
pool1esd3cqme3zzvvdnsx3p6ywudn6p86mqyz7fpvqpegxv2qzmtes0,40,326982.16,465.06,8174.55,118658.36
pool1esvefse6m77u5nwetxjz82rh77062htxmdcfa4h98cx65gjg8zg,1,0.00,0.00,0.00,0.00
pool1et8qw5ejgl5qqq8v4gdfset78gjcphh88cc2xajykggau8vps0j,125,40350.01,13.42,322.80,19807.72
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,171,22741271.47,931.65,132989.89,5003198.00
pool1etfxpqw7456eh337p7x5jsvxxa67fsduvnmucevrqweckex3nhl,8,4347398.50,2600.16,543424.81,4295382.09
pool1etgtwnwu4lmtw0dwdtmjvp9fh7wx2fk4e6jt725ysp5f7sjd5vy,5,413438.82,0.00,82687.76,413438.82
pool1eu8knr403p82ythegskwmf8w6v8l2w858d8jz7qvvqzj7ryech4,5,6760.71,23.92,1352.14,5576.39
pool1eucxv3gn8lk93fpud5d5n5e87nr0j2udvnjnm99q8eqrucmj25d,3,294211.60,122513.62,98070.53,171596.08
pool1euzg0c7npjm9dld4f7n5kj7as6n5d8ts8q6qt4rer50p5p9nr6g,2,7.41,3.71,3.71,7.41
pool1ev8fwfccn8gr0zcz3uyps0t0mcrefc6s95wjc6aed3ngc86y5rk,469,6448942.81,491.96,13750.41,582749.09
pool1evg78egp8gfqae273kvmmdee2dnt6vty60dpwdespg4hujznh3a,788,13744963.31,129.30,17442.85,880209.19
pool1evun4ps8xa0dfpj2r0cw9p94t2pctcvusccsm458enajuw2mftw,4,16.52,0.00,4.13,16.52
pool1ew5543rzgp7vs5qvmc0c42zucz9v6d3vct2zsa74erjfjen2p2d,2,4.91,2.46,2.46,4.62
pool1ewgnsmk42ljf00wytawfcl3dcash9f852u5fr92e37wqxutyksl,12,32061638.91,170.38,2671803.24,32007067.82
pool1ewrm7y47s9hv6hxku9n5gfnsuspymp0qqpwgvgm9rvm37cek2h6,2940,34872285.58,130.72,11861.32,1426364.17
pool1eww2f6gu0g65v5l6xvqhuqq32qg3jeyadzz3jxlfn0e3739337k,1,103.07,103.07,103.07,103.07
pool1ey0gxeyesszrsshc6zjlzamr7z0f2d29e3ut0ppg4j4gxduyn5r,131,221668.40,7.38,1692.13,179580.00
pool1ey97shazvk483tzqsvda6hvh8z0kld4g5ssxanrgetddgcf2mns,3,3472.84,328.84,1157.61,3141.17
pool1eyccsl45l8f7sdplfs770460l2uqe9xfne4l64xvwewd22fcl9a,3,1169.05,306.76,389.68,862.29
pool1ezh8sewqgzy7267yvy0jssz8q7amce37x3dhmfl22j8lwz6wjrd,450,1379268.45,22.13,3065.04,185694.72
pool1ezs46e9nftk46w723zg4e66n2vaytms5slrmywvd7fx5y65zkru,64,0.00,0.00,0.00,0.00
pool1f297l6rl99h5v56x48j4pgza70ya3lm37yzu0njpcnsljqdd4dl,28,200563.12,53.86,7162.97,133726.83
pool1f2pqecfn9x8kzgjeecyjk7cnqj0nyu84uaj2ptr0xdjr5w9qepc,3,24.92,0.00,8.31,24.92
pool1f2uwt68neknpyk8pw2rh68gmpc6czndekl5ym22n5zf4vy8ecct,2,738.22,369.11,369.11,716.59
pool1f2wfjqkf2wx6jq93pdck6hgmy9zgw32lmvrq9zejl7scqxjqfze,10890,90751704.87,461.18,8333.49,12767720.54
pool1f3ptnevzpgwjx32az75u7nth59gkqxe5h5qld86a8vm0j5jrms3,16,2085.43,0.06,130.34,2063.69
pool1f3qeehc4htjqpwv248kf5lfaumd0e84jtze379ev3ywa2w69aam,313,112406.91,5.76,359.13,13249.45
pool1f4n4mdsv5ydxuc3y4tzgumqvfa8xxlyr8jl70qquama0ug2pmhf,15,33243791.00,109.53,2216252.73,33180454.30
pool1f4pxpxcee0mhwd2knwqkwquaj35enlstssc6crsmt2tvv0pwymt,1,147.62,147.62,147.62,147.62
pool1f5ml07llzd2ndk5mrdl0gvtkkaq72v2hxusla795ksnms4tae66,3,9.47,2.83,3.16,3.83
pool1f5s5lqe7e3x7wxscsawaj0ddjz42y4ckcfqcxrd3nxg7wwvsysn,2,5922.70,2961.35,2961.35,4322.08
pool1f5zye57nw6nsrczkkzkpd8avayar7j48zjw5pu2e5k38ssm2yhd,11,101352.87,43.42,9213.90,100254.31
pool1f6lnuxzw90mmd399nxqjvzyyxgmf4h3cp7j6pp5s7xmps86arct,183,1746534.98,1312.73,9543.91,108011.11
pool1f6ltd3rd3e69klr32r0xw7h59lc76lhc9l705d380lj76d926du,3,965847.28,4673.00,321949.09,959971.14
pool1f776th42gqa5ammpj738evvnlga5jk4ll0gr4uupkrqnqpjsfyt,2,12246627.14,6123313.57,6123313.57,12133818.91
pool1f89cpnym44rfv52jj88f3g20axraw4g9g7aglnqsgjl220lpdd8,9,32018557.14,325.09,3557617.46,32007647.61
pool1f8erepj5w5nth5xfxgxnwpz59jzywt6zdwfr50jzjwfwksmg9ek,12,36319380.31,272.23,3026615.03,36308153.36
pool1f9934hk9awd25mmxl0dd2haqvda9nlquwnh5pv64hs42znl07zj,9,59562584.36,2189.96,6618064.93,57255793.57
pool1fa0ydxjq23eq3nucw6ek46dj8p6vxq4t32ex822jhwhx5fyvzze,8,604.29,0.99,75.54,277.72
pool1fagx52jnyh3dz0d722c2fedjvstc3mmwt4a2mlkgvszvqgkvt2g,2,50862.14,25431.07,25431.07,50768.49
pool1fc3m8hdjj76n6llxextpc60tt63w5ygwgvf2ekzr3k222kxxdkg,1,5.00,5.00,5.00,5.00
pool1fcgm2ae0j3rmvghwa2064rfxcvugwa2qt89cc4jwtj0ecgh8na8,15,387669.22,9114.28,25844.61,244606.07
pool1fcp4d2pxh0e7q5ju63sjqcdpxpr3pvxg6ykl23t6c97d7dnvjvw,70,1259504.19,398.19,17992.92,633563.83
pool1fd0q9h8974y6psejmzczlywy8fgxxy07rn2ynrwu734aqwq540p,33,59994969.75,5.75,1818029.39,58589101.37
pool1fd6geyevpsg26s7q58fvuv2eh559n5p9vv3ctxjs74v6g7lkew4,1,1002.62,1002.62,1002.62,1002.62
pool1fd8qnudvhz2hanlccdsfrwdxmmwwfryalrmy6a6y62cgqfx3ujz,14,375299.02,411.54,26807.07,182816.56
pool1fdgzsd07tq6t7zd44na0a72kz6gpedp9avny02z7qsx9ywr3le7,1,283765.91,283765.91,283765.91,283765.91
pool1ferfwtmcjm9rxc00ugtdwrm9m042jf4xjvse6a8u5smxqt0pwnx,74,418850.78,31.62,5660.15,210532.17
pool1ff2hr0sukqqd75jr2rh3wrmnesxqgpq42dgd6rm3ungnqp904ue,39,108333731.07,665.55,2777787.98,57055688.96
pool1ff9rrcn2qdvv754al6d8qx8f3mecyeez3hp2nunm9uj2k7tj4pf,3,8.76,0.00,2.92,8.76
pool1ffhg5vdmjzv9pc2syjwxkrj85qg7xsnxsmmsrnag5r7wsggv4ac,6,1004.48,98.89,167.41,500.16
pool1ffrre548h22n68ln29xph3qezrag3z8ad0kg8yzu6epds3qr58k,118,520337.94,28.80,4409.64,142405.70
pool1fftlhn68f3lejs2u39pcd5q33zgwnlumrp20dr6cqqkxwyuft2r,23,16036.47,4.58,697.24,6395.54
pool1ffuv59d0rdp0jsgxa9x5r8pvmaexvuufeu43kpxl3u2qut3ljq4,4,905.63,0.01,226.41,905.61
pool1fg42yz0qpu5jd0gd3g5xty4mm6jdxkje8szag8h798nyyxw6zd3,154,18491187.06,8899.98,120072.64,2013122.37
