pool_bech32,delegation_count,total_ada,median_ada,mean_ada,max_ada
pool1gsrcrjm6ctkquef6m8jsyvplv0j357hupn92uklqdcm7729ytv6,1490,511538.33,22.55,343.31,26502.81
pool1gtphgrdj8sluxm9e7ca2spcwcq2p0dxj9zf5v0yv3gsagzq704n,5720,55910968.56,20.39,9774.64,4038496.76
pool1gu33fszp9ek0w9fkdt2xpnp4vznvvv2vhktc0dypa8fr53lc9pc,177,1678362.89,25.45,9482.28,505281.66
pool1gu522f03e6azk25v5n6mur9zyl8ghe2ul8223zp3vfnp77fagfa,1,0.00,0.00,0.00,0.00
pool1guzmpktw0h98ezwgekzcvw2wgmf58a3egcjaecx2yv8esrtv8tw,1,0.00,0.00,0.00,0.00
pool1gvnkmpfu26vncrmhj6hr792kwu32hw553upadcphjwu4qewj7jz,10,998555.45,1658.88,99855.54,928790.32
pool1gvydgpt2nt6zchvt6fyc5h3w5g24nrrw54tskm0mkc6hqh4ye5n,1,496.83,496.83,496.83,496.83
pool1gw25vftc9nnqqgld043k2fsjsm76rkkcy2xjzqdm268cvlf698l,2,343.56,171.78,171.78,343.56
pool1gwljutrkqx7km7ec2e8u93y0tvd8w07mgz2aaeqj75h9q7tntmq,5,220.57,2.30,44.11,169.62
pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,134,23574617.59,690.94,175929.98,2883512.28
pool1gwyuzpvu9vhe2ge4qmg2qca8y0pzmzmwpu872vwzwse6shlespw,1,0.00,0.00,0.00,0.00
pool1gx6eawfvnhckevmlzhfz9j3uzj92j2wgww0mdd2fu5d4zd4wvaa,172,932620.20,55.66,5422.21,553596.46
pool1gxvkc0576e75065p5k0csvwme9y2qrefd5ga66nx0z65xxjt8jk,336,1299441.40,294.27,3867.39,326293.94
pool1gyrvar6gwyad7u2rsryeg49dgqtsp99k4903knwj5eq9qmu5jlj,12,412624.98,33194.98,34385.41,100738.51
pool1gztqypddgmycs0fjat62k5f2kt4zjck4l4f2ffrsmagj2w8zkq3,7,1938633.31,121114.54,276947.62,845658.94
pool1h04mh7qugt09hp8mhjpvfl4t0rutmz703dd003e6qeny5jf9c57,16,1077120.41,4356.62,67320.03,219516.39
pool1h0524mtazrjnzqh5e4u060jsfk8lpsqqjfpa5gygjwuhqu34wvt,156,25606676.07,8289.91,164145.36,3995067.05
pool1h08araxldht60j00vp8lzllmwyevjwqd5zwyprc62536gk4s5ge,6,18.74,0.54,3.12,9.83
pool1h0jfkyfqt729vxhq8ndxffcqn2afjhzzlwqecrvsufgu5sag0sj,7,101531.19,108.72,14504.46,64523.31
pool1h0prd5vcdv6uk7hglztdcqfp5czjqxdydxkxkdhg8rrk22mr4ym,49,549162.42,780.25,11207.40,198681.07
pool1h26acqctjzuzk04uxc35mt5eavnlr5wyaqavmdqhd3s2zr8v7nm,5,1594.73,402.26,318.95,449.23
pool1h2q3cyle9yrjv4g6qvwqyrm5vk9qj38gtqndvavpqf6lkgpqvj3,2,659.28,329.64,329.64,476.65
pool1h2vtxz36m93e2dw9mn4luh64372t794qsjcpgt3fqpnycc8qh3z,19,445263.26,334.05,23434.91,186228.24
pool1h3aejp7fln74mwaraqjn65ve3j5zwqr7wk0pasct87wpkv0aspm,146,3687949.93,23.71,25259.93,1085677.91
pool1h40kkf28nr3amhs6nsmqn75aderg6cutmygr47czu2dw2dxzvgm,53,727984.32,7.83,13735.55,289939.93
pool1h40xjqda9wmw9cff5jss3ww9npujkhlvg6xjy9l5ujsu5rqlw28,49,166016.32,50.44,3388.09,92082.46
pool1h4g295xugk46jdyxv4m55y9rp9kln0k5hy8fyk2kaef5u3gmt8y,2,495.28,247.64,247.64,482.59
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,69,2048250.49,84.62,29684.79,1102566.51
pool1h4n266z2xz0v754qf8uu09cda7q68gpymt5dlf4zxcvlg3hq3r7,1,25.10,25.10,25.10,25.10
pool1h5368szqrqvfy7txc5r2lyay0xx4fvp2w38mswplqknax8l9wl2,11,4846.00,23.63,440.55,3055.44
pool1h59405hmvnxz2kyjpll3f65lnqhm7we3u96cws9vzzxzzws9gjc,601,6535978.38,368.89,10875.17,2098025.47
pool1h5a30zxga37fphw3tjkp8anu3xm69a28kytceppz2prysfzfcjv,2,5.05,2.52,2.52,5.05
pool1h5jtxde8j86qrnqzj32ugn480u7gw5xw8wqy5d227rl3vfg58qz,94,420506.14,16.06,4473.47,153741.17
pool1h5kewwuh5jh6cuq52nwu5w7g8488qsp8ja7ahs8p2ln8ygde8xf,1,8247.43,8247.43,8247.43,8247.43
pool1h5spwddnynn6dt2z3qz9tvkju7sn6s8ptqetyfpltsppwalukyg,7,3056.71,357.83,436.67,1096.67
pool1h5tldkcwftpnnwj4ygtfd8ts6mxkcv0qyes9tum9hxx27zrjzpf,1,0.00,0.00,0.00,0.00
pool1h5uycju7n5puxn2ckfkpza550rf6jk4twr6ef0hsmxft78ajt6q,1,3.98,3.98,3.98,3.98
pool1h5xdez7j0ncewgxs4m8fykjt9jzuy86t8e0m7m7m2l79w4jzzk2,1,203.25,203.25,203.25,203.25
pool1h6l7mhtqqvkgq5hyvkrjrrwddulx7zc6mxlrsezsspymckuuext,12,9387.85,94.64,782.32,7958.43
pool1h6q8jj55dn6727yydlypu0rz4sflf2enxhs0thqydmddgu3shl5,594,4674482.51,63.41,7869.50,1033106.72
pool1h7eevnu53zdfujqfzldw4jgdjh475u0glvtruwrnmdmycn6jdzs,18,801644.21,16.53,44535.79,792933.70
pool1h7nugww5y2q74435nadg6gggsj20nj5v3dq0w2gjwp3qvrpvgzh,1,27.60,27.60,27.60,27.60
pool1h8625k6vszveym92qandxwjv3wmnekc548yzcepr5w88ys824pg,1,77.85,77.85,77.85,77.85
pool1h8fnr4vlfcv9l4jlv9epalghy3zgjpye4wv85c4rafpvvfztsk7,12,659729.92,763.21,54977.49,310436.92
pool1h92eaq3wksa7j3ecd8llyxva9kuyuz5ucm7a8hpwz8vhzj0wtsf,3,24784.45,0.00,8261.48,24784.45
pool1h9jr0f9evk3raxlljq6mt4gj7ej4v82afvnlc2wh28rwy2d8lsy,19,111191.48,8.24,5852.18,106399.67
pool1ha4z9zne9z7he43qf0tzv9pdq8cdj63xfrj8s246u89lkcwmq7w,111,177702.96,14.68,1600.93,30070.12
pool1ha70qvqwnmnwpa7e575y9tgyx47aw29rvkz73mnf42z5wet5dr3,1,1.48,1.48,1.48,1.48
pool1haus36sw7cwyg8jdeg882mentse5txac7fmeew8ketuwky6q602,26,317519.14,71.02,12212.27,310134.71
pool1hc8y5s28zah72qsnnky93zxqcqcrvav7hz2l3sdj5gk5znztcty,8,410338.59,1500.30,51292.32,154321.66
pool1hcg8sa642l0xeygkzvpgn3sfj5s2yeuzpws7a0gypyy7grrjcje,77,110580.79,10.88,1436.11,29141.04
pool1hd5r62ktu43k53tskpr8xja8pyt5k6vws2fxylqm7hp5ye954ea,2,126.00,63.00,63.00,119.03
pool1hdglvd3xn5m0glqx3l8cy73ajdlxzn7ztlvzwuythj95kwnmvwe,9,1214.22,0.00,134.91,998.00
pool1hdug72ukeepdxqxz0new8e3nhq5cykkn3prky9wgrz5tgyf4ty2,20,1567.64,6.68,78.38,686.72
pool1heks0vmxkfka2amg9c8yn8qdsxvgmzelfx6jhpfkj8ht5mn0r2m,521,9400086.86,57.34,18042.39,2819818.58
pool1helzgcd9sjm9xtyh9mw2wy06gekh6r52s6mx987q0p8lvklwura,933,1910664.16,7.92,2047.87,436841.64
pool1her5uyhxcxeyxws60jrft4kkczc2uxyz3z2sq24582z9kvwsng0,10,8443.86,0.00,844.39,8126.94
pool1hezakp5r240dy4fcsm7mfd3qqahcvyrhj8hl770yxmxxzdwvcre,11,3855470.06,1522.20,350497.28,1709632.73
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,236,2477464.70,91.79,10497.73,1225243.64
pool1hfxjswx4wnpfmdad660hvzx4knjhf32uwgg6wgsnqp98x9zz927,1,0.00,0.00,0.00,0.00
pool1hfzfx33ffjcma9xautgrg4ka0u32s062mmu8gw6fmf2zxftmp66,47,74441.82,26.59,1583.87,41203.42
pool1hg8vu74hyaj5qm66ys83c0gmr44j66g2k8s9sns4htw27whsqwf,3,2065.54,451.48,688.51,1614.06
pool1hg9yyezrm6dslw9q767n5tlu0qk2ccvd4k9946vv7ymgvsvnttf,1,97.62,97.62,97.62,97.62
pool1hgksl8y3637f88zhet6g8j8seq2kzp6v2qt4ct2maxaxzt0pmmj,5,1099.62,4.90,219.92,563.44
pool1hhlzudyzp80xch7r0vamq58hpdnspagutvgqwptsmr0tk2425vf,4,572.92,37.65,143.23,497.62
pool1hht4pctn70tqdsd0zwuxv8d8cz6l5scjzaquty7vamyzy78eqvc,1155,17045796.16,35.48,14758.27,7301140.95
pool1hjjj584gq0ynqf06g036a4a0stpm90asrdfskpasqjxf5948ygv,261,3318006.88,39.09,12712.67,1070864.55
pool1hjlkmtquuanfvvumfwsu395gdrmt36kda0x6wwwpz4kqctg5lyy,2,59.74,29.87,29.87,57.55
pool1hjpax8lf2hmct63xxrspe9zzmmywcrzw89yg3nacu0axzy0latu,4,5444970.84,55428.38,1361242.71,5334113.87
pool1hjszxsd493fmr99g2d8evnqlrlurscu00n8jv9mz8qm42f7jvln,3,16188.25,2005.91,5396.08,14182.34
pool1hjz482dskv7vvc3wpmgwy2avx784c26xq8v5pc8dm0ne6shyfzr,1,1.01,1.01,1.01,1.01
pool1hkklrx9ac7w57d79mnv76rxlgq4acg5ecwhyep7k3zn0u5cz2k9,2534,20055549.00,109.30,7914.58,1641119.59
pool1hkpgddlnya3pgktj3sxdraa8x8400vhaphcudvym9ye22esak43,157,13164705.98,3094.44,83851.63,2717736.11
pool1hkr5zcthjvcn3ffncc4jqk5ctxxfrk37h7uddqnvxd4cu872nrt,20,6174865.59,150000.74,308743.28,1243549.87
pool1hkumvckq9l79akgge54ugnxa4n86s63j6jvhmvx5g7cgz7nc6cs,13,179195.68,14158.53,13784.28,20382.53
pool1hl9tn0qpujfss69h6jr3wepc0e7tuczchpfu7nu4ma006u5scfw,4,6707.64,1036.97,1676.91,4633.69
pool1hlu9mdmcf0m9mqkq7apxsyalhd2nr07rqyhh8mgra3wzkva2d3p,6,251810.67,6178.64,41968.45,215343.74
pool1hm55kzfkyll747qqwe5wnlqlu75kt9hm36nj0eruhez7wqyd58p,1,0.00,0.00,0.00,0.00
pool1hmgufw0zuwtf5h4nudugkvu9qgk8zefrz70tv4ng4vhq5frzeuf,1,0.00,0.00,0.00,0.00
pool1hmmt5a9vyjtkz0tk6ywyyuhumt57hts5m89m9avgyyupveaejfr,26,10905977.90,2090.29,419460.69,10545091.43
pool1hmtm4mukp5gs7fgrp0k997lveh4psq9qpeqa6ldugq9nsfcdxmp,26,1269780.03,11.27,48837.69,952319.42
pool1hn7hlwrschqykupwwrtdfkvt2u4uaxvsgxyh6z63703p2knj288,7,1938.86,2.76,276.98,1631.10
pool1hnaps49hfe3uljp4cleu4amhes6wvatufyvgt2tjdtj3xjrgknk,1,35059386.04,35059386.04,35059386.04,35059386.04
pool1hnmcevsa69k88nh4d6ud5qyykwmgzrg6crju79zsv2uu65mkgr8,3,900.84,299.78,300.28,498.80
pool1hnnfvsq3xlln6vz7d2xmk6kqekd5z4ctmfpdad8g8kr0yk8kdfd,498,5225075.24,77.94,10492.12,1003702.78
pool1hnp560z9e5acwux8tjguxq36j9r255zuf02u7z2d46dvcf5zhns,1546,71129744.40,1286.18,46008.89,6087414.73
pool1hntu7agmt8u5j9c20ejen7dvq0jfkvkpnul3mrdd8tppqvwfvt2,3090,30647244.18,36.91,9918.20,1721042.63
pool1hnukelq3ap6pj3wnetj448efj4nalngy756jln9zd2mjsp73etg,2,25648385.67,12824192.84,12824192.84,25648340.95
pool1hqlvn3qndgkne52uhe5347nlysmmec73ys9vduk96rs4jzjjyxm,5,29.96,5.63,5.99,12.26
pool1hqwxta8p0j8ffkyle5mf6yg80tucqzh8q9mszws60xe5ja06nwa,115,3742909.63,27.58,32547.04,1669320.57
pool1hr4t5a052rh773vml9pra5planumw2tjn9cg6nsrzq64jdz907s,8,88849.24,54.62,11106.15,67055.99
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,109,23828879.71,2125.21,218613.58,5686471.95
pool1ht35ft8az9k9u7gnc2yut7usj96he5mqngthunyf2kmnsl2kmed,12,707468.18,15012.97,58955.68,435381.77
pool1hut596zjmx2eunuwt8vjnh953ezgtvc3cwv3nat8cepsc2jeaxe,5,55.46,0.00,11.09,37.12
pool1huxl069mddvz0n95zg95u6gyx7ycvy0f0z0rh8md9w6kyvur9h6,1,197.62,197.62,197.62,197.62
pool1huyzkfxwnttj7r4530hv7gc5v6mzk75vuzysc75aemu85mae9vd,20,336445.81,8.69,16822.29,121487.81
pool1hv3yae6keeeu2y7eusejx4swd2myfkurldt7lasn2qu4xk20j8m,110,127621.16,7.34,1160.19,33293.64
pool1hv59awqky90plv68xun2k3rd7jqfe5y2c4ry8f7p0x9pxhd7wqr,1,74033211.22,74033211.22,74033211.22,74033211.22
pool1hvevy8qu5lwg7ul66xmzvwv8zwdgdradsg9ncvrflm7dvy407e0,68,351259.69,1.47,5165.58,131413.52
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,106,2539209.58,722.51,23954.81,487055.27
pool1hwlghkwnjsjk8370qt3dvp23d7urwm36f95fmxcz3np2kghknj9,359,6418451.36,21.95,17878.69,4661225.87
pool1hwnl625swgnlp5w7e8dqz0chlz3kl05tm2lawwy8xq2l5uz5h0y,1,500.00,500.00,500.00,500.00
pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,1,19701946.23,19701946.23,19701946.23,19701946.23
pool1hx7rpmjen9gx9w3awzp34zw5wr54mdyf2ft03llqz2wdszavuk8,4,533923.47,54452.57,133480.87,423941.03
pool1hxdcr4u22lytge79hr5hds39e90jsdmhafphdgnn4hlqvl4qlt7,8,97946.01,272.62,12243.25,86884.63
pool1hxlu84r3xhce4gcc4rdqzlwdprqjptd2jqky572g35jfsjrnzww,2,13.28,6.64,6.64,10.65
pool1hy08gpvzkutxkg3ccxwmkzqaun9cd0styl4dtpqp2yxq2rjxehj,7,452.30,4.66,64.61,228.52
pool1hyqdlnuff3rnvg9lx70ccca2xqxcezzz4998tp6chhxnx2st257,5,35048409.92,1425.19,7009681.98,35010115.44
pool1hzy8quep7xkajxx8lep59y2erqll3cr440zm90ctej4hchyfedg,1,0.00,0.00,0.00,0.00
pool1j045vdrzmj3hl36p50c6mhhpwtu2q7cmecnrqjuqq0khja02sr0,6,555.28,18.37,92.55,406.70
pool1j099ctc7kcc9fa78dz5qwsy2g0n96lrgletwxvxmyzh4zd7ck0j,1969,29510025.30,78.97,14987.32,1503281.92
pool1j0j39t2dfmkflfnvresds8vlfhwg75qwufa95u55nw376ky29r8,1,0.00,0.00,0.00,0.00
pool1j0ys5378p896epefs0q2ehx3h9rrd4gupd33adkza7g3q02f6np,1,2318.78,2318.78,2318.78,2318.78
pool1j276s043qh2knv3ukmap6sra6sk7p5khuetzwx9h43wqydzsx8c,8,70335064.61,2579.73,8791883.08,35008755.54
pool1j2g7nwksj60fszcz6pxsf2hyzny9ch673en08xjlx05jwxeh2uz,1,0.00,0.00,0.00,0.00
pool1j2lzgkv7lpjd727tq5efty2aqemphw32vx02ldu3jnuxuyvwvyx,1,0.00,0.00,0.00,0.00
pool1j3azwphh66wk6efre3ezjjw8mqljqmnxe5qr9tyfmjdq6eqe5fc,1,177.94,177.94,177.94,177.94
pool1j3kzujz0m07detlksr26sx7smft8xn280695zgu60zjhge9566f,3,1839404.49,800889.85,613134.83,1015346.42
pool1j3t6mhgndeuzqkpcj6csyxfhsr2fkgwknk6e4tjeeqhnc52fjc9,3,22449.07,197.63,7483.02,22250.05
pool1j3umdcuxcewcxz98wm3sx5xqwgxx0v7z376xyjfq4jgejpvv8fz,494,2166922.25,78.10,4386.48,391680.81
pool1j4nkshfytq8tww99ttfwvrmv8n7yq2tvuw0xlphelzzw6vfghwq,7,48930.55,1032.82,6990.08,27336.94
pool1j4vmgapf520ul8tvwz95xsmne4alpymxpmcnf0zu5v4vz2pej34,2,4.84,2.42,2.42,4.84
pool1j55hm5wkgcegrpn25nnfl0rgjdje26fhw9uxmgxf8dez2uups3y,6,22.93,1.45,3.82,15.35
pool1j5kx7rp08axydqevxhmujs5vthfv5kjzq2h40edpychlxg5twqw,6,27.60,1.92,4.60,15.82
pool1j5tw5wwfvk2zllqycg0cunu8emtd5g9tgymp0uayc6nzujunrhq,2,165.63,82.81,82.81,164.63
pool1j5ukjmhn96jslmcd6k3ymj3vnjf3wpjn9sarhk7m7vtkv7ll2w3,98,13260.54,13.17,135.31,1919.82
pool1j6490a90qefvsqxdurf99z9ld50rtthaz9ms6c8xh78s52veuq2,2844,4027717.03,4.23,1416.22,829863.02
pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm,485,3046883.60,77.28,6282.23,950439.15
pool1j6jnnxsngexalq60tqnvn2muge7vevd5ukc0unacr4432t4lr28,2,14006662.90,7003331.45,7003331.45,14006614.53
pool1j6uz7hz3mzd5hncsnvdw04q7785kpxx4vfze686zekdly7jz7gl,1,516.50,516.50,516.50,516.50
pool1j6xfryctrxm4aplw3vnrtgfsvqdr35exenxqse5kzxmfue7qqmr,2,61034289.95,30517144.97,30517144.97,60984747.76
pool1j6zqawj6f58lp4p00t26eqe58gxx4pa3cudlzpkv23y92nlxjzd,703,5666643.81,30.05,8060.66,1483868.92
pool1j742gcsul7u8c05rsqmkgpkvj5qadj0pew69nctu6crqy9wjjn4,329,1387270.58,47.93,4216.63,377866.79
pool1j7cypyjzhcfuy0gsuc2vtd48cpsc0utmqkq09fjlp5dgsjrs7pg,5,1545.81,7.42,309.16,1338.92
pool1j8355yxxpfuhqyda4lrj8c9cdghaang3wvwge8jq8nlxurvfqv7,32,728258.07,146.56,22758.06,641706.52
pool1j8grqucdwwcr0cwzxrtw30vqcptg0jdlrmauq5w7ytvqx6nf5np,88,3364136.71,417.33,38228.83,1311542.11
pool1j8r3q09v0tx48f78u4kxldmakryd384uk6cg9rrlzjhtu93027r,4,4.58,1.00,1.15,2.58
pool1j9qrcwg28mgsu38p5jkrwpthff5pmm5wdpprghg2xrvfyfcm5ls,6,336.75,3.19,56.12,317.29
pool1jakl9kqhx87ywc7fcxweaxvna9khxhzyh6v8j70u6zpaxa45ghh,3,63436801.11,138802.86,21145600.37,63297995.83
pool1jas6p8hw9e2nz049g3xfn2me9yzknka4w84vzrxg0c2ej63stlm,3,2518.57,1025.08,839.52,1307.27
pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x,19,1774407.97,25716.75,93389.89,425036.84
pool1jc24u7v5xsaw9dw6s0vftjat8ssc8ru4c0uhrj8zpm3usnrp03t,12,48082.55,794.92,4006.88,28421.53
pool1jcetszf3sh39hc8nezj5pzj3ukg4fhfjwdqkmwg8ern8u3c4y7v,3,25905490.77,9979992.62,8635163.59,15923272.56
pool1jcpwtg5ce6xr42v37nk3xahmduwrs87mvd6pkm92v7tj2ux8v5j,2,1.96,0.98,0.98,1.96
pool1jdhjfcu34lq88rypdtslzwyf27uh0h3apcr9mjd68zhc69r29fy,3256,18451025.39,46.51,5666.78,1151968.06
pool1je2n5smmnyn3lh92xrp8nepjyfp596ypga6pmdecwtcrcj9uvec,279,1613677.95,55.69,5783.79,337537.01
pool1je5j68dcgm0hynv4fd2t2xsplmad40adneu68vp3h4nlcdaznwc,1,57.60,57.60,57.60,57.60
pool1je8qh9d4nawl9zstsg3vyan3r64lyw9dzruw0ulxvpumxa66l6g,2,40.81,20.40,20.40,32.48
pool1jepxzmqljthtfvcx9dhcp7rysg9n40z6jxr9cw7963h0qv8mz60,2,568.15,284.08,284.08,462.53
pool1jeu6mkn43sc8y0yf5jwtfy6g5yc7lmyt3psm2tlue7pfg8deygg,3,635.69,0.00,211.90,635.69
pool1jeu74g86ys4fekhykqcww99kdsq3nlym8a6kfw8s8ff3vskad70,2890,24218823.27,44.19,8380.22,2037858.70
pool1jezf7dcx26edfpxmpuh05yen64a9cj44xm2ggsapcxrtqewfek2,36,1357277.70,321.06,37702.16,1014045.88
pool1jf32ru0d9mcre5pp7yundjdfcz8qlhmw4f5cftgh8vkqy8scj09,35,13645.48,11.56,389.87,5991.82
pool1jg3fmnmc9n52sgzslhhvhye5e3xeqmrwkekdhh82sma47r47zg0,2488,11516908.41,29.14,4628.98,1736136.14
pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd,635,2010669.77,50.75,3166.41,201620.02
pool1jh4caf4afnjdgne8m95addh93e7zf6zlnx0pk5flcvylsps7nsp,1,999.83,999.83,999.83,999.83
pool1jh5p5627hzqxdzjutfenz83qs7p2qtha4kvst3hs0829sdc0ksm,4,29498.61,757.22,7374.65,27956.51
pool1jhca0ycgclhc3ae860llt8fwtgvkw4p44m0khs2df5xawk4kx8t,8,5828.19,0.00,728.52,5823.04
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,670,22453503.34,71.62,33512.69,5287292.31
pool1jj2hvts3ryffy5txm7w0am3zt7s7sehdf8rrwfesjmr7shv0mgl,365,5792711.96,20.77,15870.44,1554523.50
pool1jjry6f6q0swaq457ft9eclaxaskvrxnpj0v3w8edsyfryml3vj6,1253,11958710.11,85.54,9544.06,1383528.33
pool1jk25l2pejpdzq8vdjlxrr05th49v9tgd78fqrtxvuw3rumpfc6t,2833,12638530.51,32.41,4461.18,816745.57
pool1jk9na2mu29wwap6pprs0c98j3rvh4jva95f5m3hxnwq86tk9c0l,5,4071.87,49.79,814.37,2706.22
pool1jkltjlyk484wpdrhe20sjmgqgxhw0zx8lx6tml4wkprt5z28tvw,1,102.03,102.03,102.03,102.03
pool1jkxwcqkaaacvd77rf9lrj3qsgvtktqh7cglu3awsy34h5eava4d,7,92864.45,1756.80,13266.35,61452.58
pool1jldj0znj8rltkuj4sumqq5z6p8sdt3yk4qde90q42daru5kgfl6,1,35067653.23,35067653.23,35067653.23,35067653.23
pool1jldq2rf7y2ukm2t8ds8d9upzgdgv07jhkckl0mvedwhxx5nkugt,121,1176455.87,625.98,9722.78,335662.95
pool1jm8s3r3xq4kpawavy096rqle964exle3lxwnpvx62wjnwadwd5l,57,162770.70,9.10,2855.63,100664.16
pool1jmw0strgchxurvgamymrexjn2lypxslexaz0q7la3078vnple57,5,17087.14,1027.66,3417.43,11350.94
pool1jmx55w5ydjkn4xd58gmr9xgt5t46ngs48aek779t92e7zcqfw97,415,1865522.05,17.63,4495.23,302729.57
pool1jp3wtdhgpeu6qf53upw5rupaqwtl7pzvcuuyyn0f8u3xgx5755y,2,0.07,0.03,0.03,0.07
pool1jp67hct7n86tdkr7qxrfh3q0xl973rl6986aawxkrqz6wq4ymc9,85,161413.94,49.47,1898.99,37537.31
pool1jp9plcy9uqq0y832sj90r40sed03ft9pjczwy4zgy25hx9cj79e,2,0.00,0.00,0.00,0.00
pool1jpezycd8q3l6a255dv8wt7vpt4aay8llqakdn7vkum5swes4hu3,149,151545.90,12.57,1017.09,37518.78
pool1jphnr6n8v7hg4rhsmel2s6yunjalthar07vv7rwvgsky5q8k49h,3,812.17,309.74,270.72,502.43
pool1jpz5m45ff4r6tnq7n5tw63fkhpmw3cyv8sn569w24x8lj3kl68c,348,3874340.57,59.98,11133.16,505393.43
pool1jq3s8emkm332n7vd3n57amjzspvt3hygh4wqsyp33psugvw7zc0,7,502.30,0.00,71.76,502.30
pool1jq7083uth03spzhg5ag6gfgg24ux6fjuhng8vj2wdz8jkukqvcl,6,22653.97,279.91,3775.66,21687.70
pool1jq7r3evstu2c040vlry8tgvpwf0mfvft86cxecwjpwcuvvqfu2r,4475,32534202.13,49.00,7270.21,1378731.04
pool1jqdvgk0csfnwftkzn6vyz7fq8s3606uu6k7wa9xrn0jpzg4r304,11,4780.57,2.66,434.60,2606.40
pool1jqfk2y5wked4sjpx9sqxn6dmut8hq2n9qlreymqtpxuc5l38fl0,4,1327.56,75.20,331.89,1177.16
pool1jql92je87mrx5gpjhmwr6a8a766cktcf5p0p8wd0wxq87nu80yf,969,2859965.08,41.28,2951.46,200678.17
pool1jqnywskl2n92fx65thtew8zlj3vqfrqxz7zyj70tt7d3qmn0m9t,8,63503.43,2363.60,7937.93,28994.94
pool1jqssxka8hu94aj6f4w3s8l5m6juqmx0hk3ges48jfac6zngmkh8,104,753839.51,55.83,7248.46,119567.07
pool1jqw9cv37w0eewvdr36w2kacd2w9wh5uwm2y3vmc0fmdfc0ax26l,303,651679.04,9.84,2150.76,89551.37
pool1jqxp8hn0ywdrg3clzha9c2u7qh3zsh68u55wh50vdmecupc5rxs,5,1729.30,50.00,345.86,1182.44
pool1jrsmda62uar63wrndmdg3jupdtmmtsxmnqt66r3mm33wj2fd2yh,1,509.77,509.77,509.77,509.77
pool1jrst9acplgqk95469zu68xv5xj802lqxe682jjsd39z26ddj8ur,2,7.95,3.98,3.98,3.99
pool1js3l2kgut64prz0q0a8px7qtyduclfm3h2kuvrl5gfzmy0waxyt,4,1.29,0.00,0.32,1.29
pool1js570lkcs6t3pwsj3eda0zz43mc5gm922ae5rdxcfn84gu5uyrg,26,1604860.28,3233.36,61725.40,1211780.70
pool1js763t3yw63ffsxqpume8974z03hdlm4nddnezhfla6dskln37v,3,0.00,0.00,0.00,0.00
pool1jsala5rdc0hjewcvu9dujcz8jpfxp7hadqr3r3hzs63skhhtpqs,14,33196046.74,78.00,2371146.20,33136960.78
pool1jslaut45plz6ek7grjyzxz6kzgerr7p5204h9sprh3msw6d8yht,378,944452.64,18.33,2498.55,99616.16
pool1jssdknzgsg4fm3v70uvhrtfjtakwpr5q6x0dwc0fcff8wtd05f6,1,0.00,0.00,0.00,0.00
pool1jst7rrhucnp93hepezv5yqy6fx982xs2v0udwfc5ea6my3kfak7,20836,33383307.27,15.73,1602.19,2359931.09
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,47,2433992.86,737.34,51787.08,1226829.93
pool1jt7d6ak3m8gnjyxtuxfswe258xzwda80ndl0a57vv5m2zv8h6at,10640,12796996.32,9.71,1202.73,1029944.91
pool1ju00mkurj9t920staddyd3ln9r98kktx38jrer0zp82eg8x36jf,3,114.85,0.00,38.28,114.85
pool1ju8f57hyvaa32tp85r468kuedvmjmcy56f8u9968drea57p50l5,2313,66215729.80,10.04,28627.64,5863595.71
pool1jufp9k6gmyusvch65ra8yk2s7wu6cx5fsgnltl83p93ejg6h3xg,827,14100394.32,91.26,17050.05,3568707.85
pool1jv4yvr5edp7qp690hk3qfudwmw28n2wygjxyhaecqkzeqh0wlem,486,1420649.28,37.33,2923.15,616060.91
pool1jv9pf6w2fmjqpaekyt74tjkmjxhma8wsqs8ur3dte45tqdxe3t0,5,104290.79,769.26,20858.16,101164.29
pool1jvknf3dwtnqln5hcjrh5m7s979revuj5dlxr0337nwmm6p7250q,7,7261541.72,1201477.18,1037363.10,1226337.86
pool1jwgt6tydz6f4kw7la2hxxqwzq0m8spj3reyju08nm07xjnlg3d0,6,381.03,1.46,63.50,371.47
pool1jwpt6qmmkvfusvwan4f9pfhn7pljsm33lcqf7ftya3mtc0fs2nz,4,144.70,11.11,36.17,122.48
pool1jx4ss2zjage3cw0wht3450328y82yeprmq4fr3e2qtac2rhezkv,307,21112988.44,841.21,68771.95,2382853.81
