entity_id,display_name,category,pool_id_bech32,ticker,current_active_stake_ada,endpoint_kind,endpoint_value,ip,ptr,asn,as_name,country,physical_country,provider,tier,region
SPO:pool1adryduxm4,pool1adryduxm4,single_pool,pool1adryduxm4puhn67tuxys7rhvdleee6gw5pc9ufnwwzp8k2wjc2z,,9308.804645,ip,63.225.131.113,63.225.131.113,,209,"CENTURYLINK-US-LEGACY-QWEST - CenturyLink Communications, LLC, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool1adryduxm4,pool1adryduxm4,single_pool,pool1adryduxm4puhn67tuxys7rhvdleee6gw5pc9ufnwwzp8k2wjc2z,,9308.804645,ip,63.225.131.113,63.225.131.113,,209,"CENTURYLINK-US-LEGACY-QWEST - CenturyLink Communications, LLC, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool19clgr0yxj,ACUDA,single_pool,pool19clgr0yxjs8pqmlsmfzu6hg5muy5ws2rze5hlesg0v7tvyhcgxh,ACUDA,57013.365555,dns,http://r.acuda.site,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1va0dv0map,pool1va0dv0map,single_pool,pool1va0dv0map5dqhaj8pyc3rg0500drqs0m5smcxme6xghnc7ygmw8,,491.315198,dns,relay.neighborlypool.xyz,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1lgzryt60t,pool1lgzryt60t,single_pool,pool1lgzryt60tckrjspn7z0gxup6ms6srd2xmtl9y7wvt5fsxnd2qxh,,6972.879237,dns,relaynodes.ckpool.io,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1p82vmqedn,RCADA,single_pool,pool1p82vmqednsalje23mpnz9u3qt9ruj79xu83mr6p8t93fw5fcu3y,RCADA,898015.987248,dns,echo.stake-cardano-pool.com,185.182.53.112,112.53.182.185.cxn-network.net,199775,"CONNEXIN-LIMITED, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
SPO:pool1p82vmqedn,RCADA,single_pool,pool1p82vmqednsalje23mpnz9u3qt9ruj79xu83mr6p8t93fw5fcu3y,RCADA,898015.987248,dns,delta.stake-cardano-pool.com,185.182.53.112,112.53.182.185.cxn-network.net,199775,"CONNEXIN-LIMITED, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
SPO:pool16sm29hg3q,pool16sm29hg3q,single_pool,pool16sm29hg3qrk5lyp74qcljt38l86v5zvg95395h9gqrn6qe97d9z,,49200.736364,dns,relay1.zebrastaking.com,213.32.245.149,xd520f595.customers.hiper-net.dk,203953,"HIPER, DK",DK,DK,Other / on-prem,other-or-onprem,cc:DK
SPO:pool16sm29hg3q,pool16sm29hg3q,single_pool,pool16sm29hg3qrk5lyp74qcljt38l86v5zvg95395h9gqrn6qe97d9z,,49200.736364,dns,relay1.zebrastaking.com,213.32.245.149,xd520f595.customers.hiper-net.dk,203953,"HIPER, DK",DK,DK,Other / on-prem,other-or-onprem,cc:DK
SPO:pool16sm29hg3q,pool16sm29hg3q,single_pool,pool16sm29hg3qrk5lyp74qcljt38l86v5zvg95395h9gqrn6qe97d9z,,49200.736364,dns,relay1.zebrastaking.com,213.32.245.149,xd520f595.customers.hiper-net.dk,203953,"HIPER, DK",DK,DK,Other / on-prem,other-or-onprem,cc:DK
SPO:pool1qw4h9v0yq,CORN,single_pool,pool1qw4h9v0yqy53m2yx6ngcj5w8394q7wtmfk06edlpvu0zw4gn9ku,CORN,7727.136525,ip,13.52.126.157,13.52.126.157,ec2-13-52-126-157.us-west-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,US,AWS,hyperscaler,aws:us-west-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1570nv2jeglcq92gg0qmkyl5dwg92mj4374j4c7eagx47kdm0r4l,,12753.419841,ip,49.206.31.38,49.206.31.38,;; communications error to 1.1.1.1#53: timed out,24309,"CABLELITE-AS-AP Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA, IN",IN,IN,Other / on-prem,other-or-onprem,cc:IN
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1570nv2jeglcq92gg0qmkyl5dwg92mj4374j4c7eagx47kdm0r4l,,12753.419841,ip,49.206.31.38,49.206.31.38,;; communications error to 1.1.1.1#53: timed out,24309,"CABLELITE-AS-AP Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA, IN",IN,IN,Other / on-prem,other-or-onprem,cc:IN
WAVE,Wave / Wavepool,declared_brand,pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p,,28258802.544371,dns,relays.wavepool.digital,34.85.223.188,188.223.85.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,US,GCP,hyperscaler,gcp:us-east4
WAVE,Wave / Wavepool,declared_brand,pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p,,28258802.544371,dns,relays.wavepool.digital,34.89.50.50,50.50.89.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,GB,GCP,hyperscaler,gcp:europe-west2
WAVE,Wave / Wavepool,declared_brand,pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p,,28258802.544371,dns,relays.wavepool.digital,35.221.102.191,191.102.221.35.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,JP,GCP,hyperscaler,gcp:asia-northeast1
SPO:pool10retvgthe,MORAL,single_pool,pool10retvgthe4vymhaq8vr2734zladmeeuwy07rq8r5f690ydmz3vc,MORAL,971.580862,ip,76.167.177.129,76.167.177.129,syn-076-167-177-129.res.spectrum.com,20001,"TWC-20001-PACWEST - Charter Communications Inc, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool1lum6jezln,pool1lum6jezln,single_pool,pool1lum6jezln4dtxsvjgagnd06uavwps9ntks9rk93h7spzkgyzu9w,,6945.505531,ip,207.47.248.110,207.47.248.110,207-47-248-110.sktn.hsdb.sasknet.sk.ca,803,"SASKTEL - Saskatchewan Telecommunications, CA",CA,CA,Other / on-prem,other-or-onprem,cc:CA
SPO:pool1lum6jezln,pool1lum6jezln,single_pool,pool1lum6jezln4dtxsvjgagnd06uavwps9ntks9rk93h7spzkgyzu9w,,6945.505531,ip,207.47.248.110,207.47.248.110,207-47-248-110.sktn.hsdb.sasknet.sk.ca,803,"SASKTEL - Saskatchewan Telecommunications, CA",CA,CA,Other / on-prem,other-or-onprem,cc:CA
SPO:pool1g6rugsgxr,pool1g6rugsgxr,single_pool,pool1g6rugsgxrl7ylqnuw2qvma0kuk63wc4yv43a4tmw3qaawgu87c0,,12013.129965,ip,159.89.87.40,159.89.87.40,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool1g6rugsgxr,pool1g6rugsgxr,single_pool,pool1g6rugsgxrl7ylqnuw2qvma0kuk63wc4yv43a4tmw3qaawgu87c0,,12013.129965,ip,165.232.158.241,165.232.158.241,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool15zuu7g603,pool15zuu7g603,single_pool,pool15zuu7g6030wsfafu6a80pf6z2w6ceu4aumu2d6neykgtcx650u2,,4.048591,ip,137.184.58.145,137.184.58.145,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool15zuu7g603,pool15zuu7g603,single_pool,pool15zuu7g6030wsfafu6a80pf6z2w6ceu4aumu2d6neykgtcx650u2,,4.048591,ip,68.183.235.153,68.183.235.153,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool18xwr0zysf,HUM,single_pool,pool18xwr0zysfyyxsva6sta7alezd44nsa5nasewmjxweg9sgqntlxn,HUM,45.953397,ip,70.34.211.204,70.34.211.204,70.34.211.204.vultrusercontent.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
SPO:pool1gztqypddg,SGEN,single_pool,pool1gztqypddgmycs0fjat62k5f2kt4zjck4l4f2ffrsmagj2w8zkq3,SGEN,1938632.418352,ip,13.59.167.227,13.59.167.227,ec2-13-59-167-227.us-east-2.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,US,AWS,hyperscaler,aws:us-east-2
SPO:pool1llknxwa7z,pool1llknxwa7z,single_pool,pool1llknxwa7zzugc52mnv3lpxgh7az8wnqylrxxfqhzzm9e2eufug3,,229.374109,ip,192.248.145.122,192.248.145.122,trippytour.tempurl.host,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1k2qhlrrweu8fecd4hx4hn22lv00nrd3rjdxj6durax7m78q7ynu,,16806383.806167,dns,private-pools.fivebinaries.com,78.141.218.135,relay1.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1k2qhlrrweu8fecd4hx4hn22lv00nrd3rjdxj6durax7m78q7ynu,,16806383.806167,dns,private-pools.fivebinaries.com,80.240.20.103,relay1.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1k2qhlrrweu8fecd4hx4hn22lv00nrd3rjdxj6durax7m78q7ynu,,16806383.806167,dns,private-pools.fivebinaries.com,149.28.44.125,relay2.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1k2qhlrrweu8fecd4hx4hn22lv00nrd3rjdxj6durax7m78q7ynu,,16806383.806167,dns,private-pools.fivebinaries.com,78.141.210.255,78.141.210.255.vultrusercontent.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh,,24949368.70883,dns,private-pools.fivebinaries.com,78.141.218.135,relay1.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh,,24949368.70883,dns,private-pools.fivebinaries.com,80.240.20.103,relay1.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh,,24949368.70883,dns,private-pools.fivebinaries.com,149.28.44.125,relay2.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh,,24949368.70883,dns,private-pools.fivebinaries.com,78.141.210.255,78.141.210.255.vultrusercontent.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
SPO:pool1gsfu7c2ac,BZONE,single_pool,pool1gsfu7c2ac6rh45dn836myms9flp99y0erppqez80nwehk9c70eu,BZONE,500.647786,dns,r1.bzone.cardano.blockops.zone,178.63.14.62,static.62.14.63.178.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:falkenstein
SPO:pool1gsfu7c2ac,BZONE,single_pool,pool1gsfu7c2ac6rh45dn836myms9flp99y0erppqez80nwehk9c70eu,BZONE,500.647786,dns,r2.bzone.cardano.blockops.zone,178.63.14.62,static.62.14.63.178.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:falkenstein
SPO:pool1mrxg6svcu,PET♥,single_pool,pool1mrxg6svcug7mc459ce5zum4qd6p0hkfc08jzpphxfnxzz8yf7ll,PET♥,951084.842815,ip,164.68.105.244,164.68.105.244,vmi2910341.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:lauterbourg
SPO:pool1mrxg6svcu,PET♥,single_pool,pool1mrxg6svcug7mc459ce5zum4qd6p0hkfc08jzpphxfnxzz8yf7ll,PET♥,951084.842815,ip,62.146.183.130,62.146.183.130,vmi2938427.contaboserver.net,40021,"CONTABO-40021 - Contabo Inc., US",DE,DE,Contabo,commodity-vps,contabo:st_louis
SPO:pool1mrxg6svcu,PET♥,single_pool,pool1mrxg6svcug7mc459ce5zum4qd6p0hkfc08jzpphxfnxzz8yf7ll,PET♥,951084.842815,ip,109.199.101.173,109.199.101.173,vmi3183354.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:lauterbourg
SPO:pool1mrxg6svcu,PET♥,single_pool,pool1mrxg6svcug7mc459ce5zum4qd6p0hkfc08jzpphxfnxzz8yf7ll,PET♥,951084.842815,ip,144.126.157.225,144.126.157.225,vmi2983012.contaboserver.net,40021,"CONTABO-40021 - Contabo Inc., US",US,US,Contabo,commodity-vps,contabo:st_louis
SPO:pool1vd9a6q0jk,PATH,single_pool,pool1vd9a6q0jknarhwfyg7mspplrgsxf8zsna7yjr7crrtqdwftl7yw,PATH,502.624954,ip,50.17.159.196,50.17.159.196,ec2-50-17-159-196.compute-1.amazonaws.com,14618,"AMAZON-AES - Amazon.com, Inc., US",US,US,AWS,hyperscaler,cc:US
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1kcvaxe4q4npwt28qlr3h84htjf4qrqglqk3cr2484ptycr0ldut,RRC,35013972.739688,dns,53e378bf.cardano-relay.bison.run,3.255.204.43,ec2-3-255-204-43.eu-west-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,IE,AWS,hyperscaler,aws:eu-west-1
SPO:pool1v2dq9rex4,pool1v2dq9rex4,single_pool,pool1v2dq9rex477rxqh7f8wwyprtc0qvxr3vvysvep7nj2qu68zdfaf,,178.25985,ip,154.53.39.167,154.53.39.167,vmi2431890.contaboserver.net,40021,"CONTABO-40021 - Contabo Inc., US",US,US,Contabo,commodity-vps,contabo:orangeburg
SPO:pool1v2dq9rex4,pool1v2dq9rex4,single_pool,pool1v2dq9rex477rxqh7f8wwyprtc0qvxr3vvysvep7nj2qu68zdfaf,,178.25985,ip,173.212.204.41,173.212.204.41,vmi1486054.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:lauterbourg
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1xlst0jw9safmz3c8m56zvl4m65y306dcp48hdks8ursmsz2awm2,OOH,40.636532,dns,3b92579e.cardano-relay.bison.run,52.194.222.191,ec2-52-194-222-191.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool15kek228mhvnsncdjn77u8qtrn8hjh5wfzmh6g942xf0353yc77j,TIA,35019740.460556,dns,0b2a2fd4.cardano-relay.bison.run,57.183.30.66,ec2-57-183-30-66.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool19zz6frugmvm82ecgl5hh5vq3093d4kzr4h2r5vfmt6la7trk929,,35023970.543388,dns,a1666f4c.cardano-relay.herd.run,34.40.50.23,23.50.40.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,DE,GCP,hyperscaler,gcp:europe-west3
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1gk20vlqg7qq868avysckjcjtwyphtjurfwlgra45670ny6r4fww,GCN,35010698.571011,dns,e646e266.cardano-relay.bison.run,54.250.203.170,ec2-54-250-203-170.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1vcwsfldh4gkzga4mc6p86y0vytkqfm9e2dy44hs00v34yeqnfaf,,70077336.959796,dns,e4527900.cardano-relay.herd.run,34.40.67.71,71.67.40.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,DE,GCP,hyperscaler,gcp:europe-west3
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1sdare7xfd6tmak8ghek7kwgpgj6xzu0reppmw4t46rmcs0h6vr2,UTA,70048436.867599,dns,a94da6a8.cardano-relay.bison.run,54.194.202.83,ec2-54-194-202-83.eu-west-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,IE,AWS,hyperscaler,aws:eu-west-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1hyqdlnuff3rnvg9lx70ccca2xqxcezzz4998tp6chhxnx2st257,FCS,35045398.35952,dns,3ef2283d.cardano-relay.bison.run,54.92.53.88,ec2-54-92-53-88.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1njjr0zn7uvydjy8067nprgwlyxqnznp9wgllfnag24nycgkda25,FMD,70024996.270746,dns,dbe22510.cardano-relay.bison.run,13.115.230.166,ec2-13-115-230-166.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1fqas6yd8n3fdpz8e869qjvyensdmzletqjexcut8mxasu2sk72r,LAG,70049206.748701,dns,9a956262.cardano-relay.bison.run,3.255.163.59,ec2-3-255-163-59.eu-west-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,IE,AWS,hyperscaler,aws:eu-west-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1xed948ze4guhrkt9zxjmecjvgkvgf8gd8skkzgtacz6gsyk9m5c,WGM,70396355.936693,dns,b3e201f4.cardano-relay.bison.run,52.197.235.59,ec2-52-197-235-59.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool17arsgklktp9sayk5kzaakwvl3jwyczp07guux2yd0upgqh04qjl,RMH,70026905.150213,dns,778cb679.cardano-relay.bison.run,108.129.152.42,ec2-108-129-152-42.eu-west-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,IE,AWS,hyperscaler,aws:eu-west-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool18gsrasdghtjsnzlf20pht85l4epwag74w9pfx5qvdvcpxw68sl6,,35012641.182093,dns,84cbba68.cardano-relay.herd.run,35.198.102.113,113.102.198.35.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,DE,GCP,hyperscaler,gcp:europe-west3
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool16e43yxx4djcvnsunwgrm8tnph0ljrt3p9tnezu3qvtcwzh4zwwa,FBA,70018473.117174,dns,a5f2af9f.cardano-relay.bison.run,52.195.173.142,ec2-52-195-173-142.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1j276s043qh2knv3ukmap6sra6sk7p5khuetzwx9h43wqydzsx8c,,70338964.03178,dns,8d6f8de4.cardano-relay.herd.run,35.246.151.204,204.151.246.35.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,DE,GCP,hyperscaler,gcp:europe-west3
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool13s5faca3kkg6jhqcll8xd9tarur3zkhalyuu92d5g87zyj4wrrc,TZD,70022748.288692,dns,d699483e.cardano-relay.bison.run,52.195.151.143,ec2-52-195-151-143.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1xucruwwxsym3u9v0m4ex3az5d4vpz9xu877vsl9udpt0q237e9m,KLF,70026012.459462,dns,c2504518.cardano-relay.bison.run,54.74.67.249,ec2-54-74-67-249.eu-west-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,IE,AWS,hyperscaler,aws:eu-west-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1fl20ddkpvnstlx63fal6e3ku46r76nk2s4mqtk5jnyxn2vt7hg6,KOH,70536947.313648,dns,7ddb9c28.cardano-relay.bison.run,18.176.178.228,ec2-18-176-178-228.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1qc05c76autq4235sq20zu4vjwtl5m0xn4mxq9kg6e66uwz95kd4,EGH,48968260.440281,dns,fdd5329e.cardano-relay.bison.run,13.231.190.215,ec2-13-231-190-215.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1qv3velgldz529zq904jy9qfrhdh0akwkkhylu2rymd6sw9m02cc,RVH,66686.552664,dns,d704cfc3.cardano-relay.bison.run,18.180.158.25,ec2-18-180-158-25.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
SPO:pool1kz0gh586t,pool1kz0gh586t,single_pool,pool1kz0gh586tn9fh77fgc7em9tl6d82e3ly5quwsvvfevvszt64g8d,,2568.212709,dns,mainnet.cardano.creativedock.cloud,193.85.157.87,,13036,"TMOBILE-, CZ",CZ,CZ,Other / on-prem,other-or-onprem,cc:CZ
SPO:pool1gduk8s5st,pool1gduk8s5st,single_pool,pool1gduk8s5stt3uej5nl9vs7marx8jjyeadwz3505gzvuqey2lch35,,2514.018865,dns,cnode.ytivissi.me,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1w0jjajfvu,pool1w0jjajfvu,single_pool,pool1w0jjajfvur53nxrlc4nnm73087lm39qfumeq8r449jwvz3wdx05,,49094.167601,ip,115.126.167.2,115.126.167.2,mail.rich.nc,45345,"NAUTILE-NC-AS-AP Nautile, NC",NC,NC,Other / on-prem,other-or-onprem,cc:NC
SPO:pool16x6ckf653,pool16x6ckf653,single_pool,pool16x6ckf653xdu6rdhmxvu3e50gldhzk6rrd9ds86ksu97jexw7m8,,0.0,dns,cardanorelay01.aensmart.com,184.168.114.192,,26496,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool16x6ckf653,pool16x6ckf653,single_pool,pool16x6ckf653xdu6rdhmxvu3e50gldhzk6rrd9ds86ksu97jexw7m8,,0.0,dns,cardanorelay02.aensmart.com,184.168.114.192,,26496,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",US,US,Other / on-prem,other-or-onprem,cc:US
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1lev7ygxcqd4aw5em7wf7y64au4hv04yl5cew27lkjmgngj46vqk,TLK,70036613.39073,dns,f84db19f.cardano-relay.bison.run,13.192.188.241,ec2-13-192-188-241.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool14xq8v9s80ut6vmwp93tzhlydhsdqhxk3e9jerl2kl7hm2dq6pru,,70185681.02274,dns,ddbb5a06.cardano-relay.herd.run,34.92.17.219,219.17.92.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,HK,GCP,hyperscaler,gcp:asia-east2
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1qlps2dwr0qd0a7pjqr47apewf2lq42xv03zgentgwv9mspeh57g,,70021675.977784,dns,d489c136.cardano-relay.bison.run,,,,,,,Unresolved,unresolved,cc:??
COINBASE_BISON,Coinbase / bison.run,opaque_operational,pool1edqwpnln3zr9gj9sfsmyl72pen6hdwev07xgqj7uz5mkjrgfj6h,TBG,70202057.715076,dns,b3bbbcac.cardano-relay.bison.run,18.180.226.109,ec2-18-180-226-109.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
SPO:pool1sghd7rmq0,TS1TA,single_pool,pool1sghd7rmq0ktp6xd8yp84m00530hhqxx94lsnswmajt2xxrzpyjk,TS1TA,65929.347054,ip,54.244.64.55,54.244.64.55,ec2-54-244-64-55.us-west-2.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,US,AWS,hyperscaler,aws:us-west-2
SPO:pool1ases3nklh,MIN,single_pool,pool1ases3nklh6gyjf74r7dqm89exjfd520z9cefqru959wcccmrdlk,MIN,40357577.361193,dns,relay-1.minswap.org,65.21.136.121,static.121.136.21.65.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
SPO:pool1ases3nklh,MIN,single_pool,pool1ases3nklh6gyjf74r7dqm89exjfd520z9cefqru959wcccmrdlk,MIN,40357577.361193,dns,relay-2.minswap.org,95.217.201.160,static.160.201.217.95.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
SPO:pool18mgvt3k5s,AMB,single_pool,pool18mgvt3k5sm5vns4tqu74qt036tw0yterxuz2zjczlqr9saeas9f,AMB,7695.88535,dns,amb.eth7.net,104.142.48.168,,6561,"JUCE - JUCE Communications Inc, CA",CA,CA,Other / on-prem,other-or-onprem,cc:CA
SPO:pool1rtnv5vj0g,STKGR,single_pool,pool1rtnv5vj0glxu9w2mkl9ptev72enx75gjzdkc8urfhavr5reah0c,STKGR,245716.228879,dns,mainnet-relay1.stakegreen.com,5.132.85.167,167-85-132-5.ftth.glasoperator.nl,50266,"ODIDO, NL",NL,NL,Other / on-prem,other-or-onprem,cc:NL
SPO:pool1rtnv5vj0g,STKGR,single_pool,pool1rtnv5vj0glxu9w2mkl9ptev72enx75gjzdkc8urfhavr5reah0c,STKGR,245716.228879,dns,mainnet-relay2.stakegreen.com,51.195.127.97,a-02.smtp-out.forbrugerbevidst.com,16276,"OVH, FR",FR,FR,OVH,commodity-vps,cc:FR
SPO:pool1r80l6hsdf,LBRTA,single_pool,pool1r80l6hsdftyfvqftjak0r6llnszdtnh2x7rvtllawzj7x3afq2k,LBRTA,8685.979612,ip,136.144.253.180,136.144.253.180,136-144-253-180.colo.transip.net,20857,"TRANSIP-AS Amsterdam, the Netherlands, NL",NL,NL,Other / on-prem,other-or-onprem,cc:NL
