entity_id,display_name,category,provider,stake_split_ada
SPO:pool14ujg8l2x6,pool14ujg8l2x6,single_pool,Other / on-prem,65573
SPO:pool139ffqrvyq,ADATH,single_pool,Contabo,64782
SPO:pool1w2duw0lk7,PSP,single_pool,Other / on-prem,64551
SPO:pool1w2duw0lk7,PSP,single_pool,Hetzner,64551
SPO:pool1w2duw0lk7,PSP,single_pool,GCP,64551
SPO:pool1w2duw0lk7,PSP,single_pool,DigitalOcean,64551
SPO:pool1qlpjsz5j5,pool1qlpjsz5j5,single_pool,Unresolved,64422
SPO:pool16nnl8ymck,ska1,single_pool,Other / on-prem,64402
SPO:pool1e0jyj79d3,FRONT,single_pool,GCP,63907
SPO:pool1tkexntwvh,pool1tkexntwvh,single_pool,Unresolved,63045
SPO:pool1meljzszkl,MRPHM,single_pool,Other / on-prem,62810
SPO:pool1yz3fnqnsq,ADAES,single_pool,Other / on-prem,62308
SPO:pool1yz3fnqnsq,ADAES,single_pool,OVH,62308
SPO:pool1kdhhrsl8a,VIVA,single_pool,Other / on-prem,61572
SPO:pool1gvnkmpfu2,GEN,single_pool,AWS,61186
SPO:pool1mzry5s8pk,SCP,single_pool,Sunrise (CH residential ISP),60735
SPO:pool1sqpksswmx,SJG,single_pool,Other / on-prem,59887
SPO:pool1sqpksswmx,SJG,single_pool,Unresolved,59887
SPO:pool1w0s8vf9qs,LIBE,single_pool,Other / on-prem,59794
SPO:pool1w0s8vf9qs,LIBE,single_pool,Contabo,59794
SPO:pool1udr30lxsq,pool1udr30lxsq,single_pool,IONOS,59713
SPO:pool1e3y7u0rtq,CRPL,single_pool,Other / on-prem,59597
SPO:pool1yzd344e32,FAT,single_pool,OVH,59345
SPO:pool1taadtauxn,LOXE,single_pool,Unresolved,58611
SPO:pool1ll5mu4rgn,WAN,single_pool,Other / on-prem,58518
SPO:pool1p4a0vuant,LUCID,single_pool,Other / on-prem,57845
SPO:pool179mnckg6x,pool179mnckg6x,single_pool,DigitalOcean,57436
SPO:pool19clgr0yxj,ACUDA,single_pool,Unresolved,57013
SPO:pool1xdcg6kg0g,00000,single_pool,Unresolved,56978
SPO:pool18e0uhtm4p,MINES,single_pool,Hetzner,56865
SPO:pool1u2d3guvld,pool1u2d3guvld,single_pool,Unresolved,56403
SPO:pool17p8a9e5lj,AGC,single_pool,Contabo,56128
SPO:pool1vy9qerf9f,MLMA,single_pool,AWS,55855
SPO:pool1892ry20mv,1GURU,single_pool,OVH,55721
SPO:pool14f0uj8vgh,BOATS,single_pool,Other / on-prem,54740
SPO:pool17g46wmt95,VERD,single_pool,Hetzner,54563
SPO:pool1udt98825z,ZORBA,single_pool,Hetzner,53407
SPO:pool1udt98825z,ZORBA,single_pool,Other / on-prem,53407
SPO:pool1tnl3yxmj8,SPIDR,single_pool,Unresolved,53326
SPO:pool1tnl3yxmj8,SPIDR,single_pool,Other / on-prem,53326
SPO:pool14hp04q89x,CCOOP,single_pool,Unresolved,52904
SPO:pool1scnq7w9rx,ALEX,single_pool,Azure,52568
SPO:pool1p8a3jea0k,pool1p8a3jea0k,single_pool,Other / on-prem,51498
SPO:pool15lp37f7da,SCV01,single_pool,GCP,51169
SPO:pool1wlzug8x3x,TIPFS,single_pool,Hetzner,50812
SPO:pool1wlzug8x3x,TIPFS,single_pool,Other / on-prem,50812
SPO:pool1fxlf6mqxe,SLICE,single_pool,Other / on-prem,50333
SPO:pool1pzkgztz8y,pool1pzkgztz8y,single_pool,Unresolved,49997
SPO:pool1533ly347g,MONTY,single_pool,Other / on-prem,49315
SPO:pool16sm29hg3q,pool16sm29hg3q,single_pool,Other / on-prem,49201
SPO:pool1w0jjajfvu,pool1w0jjajfvu,single_pool,Other / on-prem,49094
SPO:pool1d0ze7l6t8,DEVIL,single_pool,Vultr / Choopa,48894
SPO:pool1jc24u7v5x,HALO,single_pool,Other / on-prem,48083
SPO:pool1lk0hu3njx,IMPI,single_pool,AWS,47551
SPO:pool17wph2uu64,pool17wph2uu64,single_pool,Contabo,47333
SPO:pool1u2j98kgj8,TVRN,single_pool,Unresolved,46809
SPO:pool1d4387s7ms,pool1d4387s7ms,single_pool,Unresolved,46097
SPO:pool1v3rzrj25a,XRX,single_pool,Other / on-prem,45802
SPO:pool12p0qtp89d,PANDA,single_pool,Other / on-prem,45058
SPO:pool197rexraxm,AADA,single_pool,Other / on-prem,44600
SPO:pool1zpkqlcpu5,pool1zpkqlcpu5,single_pool,HiVelocity,44525
SPO:pool1v8q93vtkf,pool1v8q93vtkf,single_pool,GCP,43937
SPO:pool1wvhd4nf6m,AD247,single_pool,AWS,43906
SPO:pool1mnhywmx87,pool1mnhywmx87,single_pool,Unresolved,43015
SPO:pool15uuf0sz5w,MEA,single_pool,AWS,42865
SPO:pool19qa8uctj5,LCT,single_pool,Unresolved,42227
SPO:pool1xzsckz6hd,ITRG,single_pool,Other / on-prem,42046
SPO:pool1gdyn4dggh,pool1gdyn4dggh,single_pool,Other / on-prem,41412
SPO:pool1cd7u9yenr,WAAC,single_pool,Other / on-prem,41227
SPO:pool10nwac5phc,pool10nwac5phc,single_pool,Unresolved,41180
SPO:pool1t9ckjy949,pool1t9ckjy949,single_pool,Other / on-prem,40460
SPO:pool1et8qw5ejg,pool1et8qw5ejg,single_pool,Other / on-prem,40366
SPO:pool1k53pf4wzn,VAULT,single_pool,GCP,39663
SPO:pool14hk8kx2c8,RDC,single_pool,OVH,39180
SPO:pool13wzpwavan,CARBO,single_pool,DigitalOcean,39136
SPO:pool1wsar9vtmy,ARAT,single_pool,Unresolved,38893
SPO:pool19dn4vmk5a,MJ23,single_pool,GCP,38761
SPO:pool1xznpgmkfk,MGATE,single_pool,Other / on-prem,38380
SPO:pool10q33p4hx4,SPKL,single_pool,Other / on-prem,38231
SPO:pool1aj697twgk,KYLEK,single_pool,Other / on-prem,37933
KTO,nan,discovered_mpo,Akamai/Linode,37857
SPO:pool1c0t0xzlpu,pool1c0t0xzlpu,single_pool,Unresolved,37852
SPO:pool1ct4ag0j73,WADE,single_pool,OVH,37759
SPO:pool1fwh9zp2hw,ISPO2,single_pool,AWS,37582
SPO:pool1fwh9zp2hw,ISPO2,single_pool,Other / on-prem,37582
SPO:pool1dwlkpwakp,pool1dwlkpwakp,single_pool,AWS,37125
SPO:pool14dz6syalx,pool14dz6syalx,single_pool,DigitalOcean,36903
SPO:pool1cj2uh0ylp,pool1cj2uh0ylp,single_pool,Hetzner,36762
SPO:pool18cx6qhjey,NINJZ,single_pool,Unresolved,35986
SPO:pool19yf67fkan,pool19yf67fkan,single_pool,Other / on-prem,35490
SPO:pool1eg6k5zz4n,pool1eg6k5zz4n,single_pool,Unresolved,35346
SPO:pool1eg6k5zz4n,pool1eg6k5zz4n,single_pool,Other / on-prem,35346
SPO:pool17ajuw0arw,pool17ajuw0arw,single_pool,Contabo,35285
SPO:pool1v6mdg9xm9,pool1v6mdg9xm9,single_pool,Other / on-prem,35048
SPO:pool15wfu7td5r,pool15wfu7td5r,single_pool,Unresolved,34697
SPO:pool1r9qyjstrc,SHEIN,single_pool,Contabo,34502
SPO:pool1t74ckqauw,ORACL,single_pool,IONOS,33676
SPO:pool1lr02c9krw,nmk,single_pool,Other / on-prem,33506
SPO:pool18te4aqp0u,pool18te4aqp0u,single_pool,Other / on-prem,33101
SPO:pool12e8xz54gj,SOCK,single_pool,Contabo,32790
SPO:pool1484zq40k4,pool1484zq40k4,single_pool,Contabo,31812
SPO:pool1mwv76cr0z,pool1mwv76cr0z,single_pool,Other / on-prem,31628
SPO:pool1ehfmxk64l,pool1ehfmxk64l,single_pool,Unresolved,31237
SPO:pool127jufnlxk,WILDR,single_pool,Other / on-prem,31114
SPO:pool1wu4f8u7ap,H4T1,single_pool,Other / on-prem,31020
SPO:pool1u84yq2lvn,BLOKY,single_pool,Hetzner,30992
SPO:pool1lakvp73yz,TRASI,single_pool,Hetzner,30819
SPO:pool1k3wpsc8q8,CPU,single_pool,Hetzner,30646
SPO:pool1qlxxw3zlg,pool1qlxxw3zlg,single_pool,Unresolved,30447
SPO:pool1qlxxw3zlg,pool1qlxxw3zlg,single_pool,AWS,30447
SPO:pool1llfrhf0ht,WMTX,single_pool,OVH,30171
SPO:pool1j3t6mhgnd,7SEAS,single_pool,Unresolved,29992
SPO:pool1pu49urd00,pool1pu49urd00,single_pool,OVH,29836
SPO:pool1jh5p5627h,PAO,single_pool,Contabo,29499
SPO:pool1qarmuvc39,pool1qarmuvc39,single_pool,Unresolved,28893
SPO:pool1frxut5ury,pool1frxut5ury,single_pool,GCP,28883
SPO:pool173qemdqfj,CHLA,single_pool,Other / on-prem,28756
SPO:pool1em9u4sf0l,NLAP,single_pool,Other / on-prem,28735
SPO:pool1g6rm3p769,pool1g6rm3p769,single_pool,HostHatch,28337
SPO:pool1673d663ml,MAUI,single_pool,Unresolved,28189
SPO:pool1c8enfyd0r,NBLWR,single_pool,Other / on-prem,28156
SPO:pool1fy5aaf5gz,pool1fy5aaf5gz,single_pool,Unresolved,28067
SPO:pool1azwa3mcez,ZMT,single_pool,Unresolved,27693
SPO:pool1azwa3mcez,ZMT,single_pool,Other / on-prem,27693
SPO:pool1azwa3mcez,ZMT,single_pool,Hetzner,27693
SPO:pool1cyha5jsy6,PLUTS,single_pool,IONOS,27420
SPO:pool17k2dpgvx8,pool17k2dpgvx8,single_pool,Other / on-prem,27221
SPO:pool1ygmlrra5q,pool1ygmlrra5q,single_pool,Other / on-prem,26895
SPO:pool1xt2nyju82,pool1xt2nyju82,single_pool,Other / on-prem,26498
SPO:pool122gklgk6g,pool122gklgk6g,single_pool,HostHatch,26416
SPO:pool1wp7vqk4mk,pool1wp7vqk4mk,single_pool,Other / on-prem,26349
SPO:pool14kd9lt3gs,FRNTR,single_pool,DigitalOcean,26046
SPO:pool1zy0mg8thm,pool1zy0mg8thm,single_pool,Unresolved,25844
SPO:pool1vjjrjt5ez,MOC,single_pool,Other / on-prem,25628
SPO:pool1kccqxg032,HUDO,single_pool,Unresolved,25598
SPO:pool15l4plz3r2,pool15l4plz3r2,single_pool,Unresolved,25539
NKR,NKR,discovered_mpo,Other / on-prem,25446
SPO:pool15zvek3jke,SENTI,single_pool,Contabo,25427
SPO:pool14mfq8s3gs,pool14mfq8s3gs,single_pool,Other / on-prem,25261
SPO:pool15krrlqfd3,pool15krrlqfd3,single_pool,Akamai/Linode,25197
SPO:pool128sj7hpet,BIZ,single_pool,AWS,25021
SPO:pool1rrzlme4g2,DDP,single_pool,Unresolved,25013
SPO:pool1g7axcymry,pool1g7axcymry,single_pool,Unresolved,24925
SPO:pool1av640ert5,NUV,single_pool,Other / on-prem,24707
SPO:pool1tdtzmmmak,CSWP2,single_pool,AWS,24639
SPO:pool1g50v6e6e0,pool1g50v6e6e0,single_pool,Contabo,24576
SPO:pool1wggqaqs4p,XST,single_pool,Other / on-prem,24423
SPO:pool1pjc7paja0,pool1pjc7paja0,single_pool,DigitalOcean,24259
SPO:pool1wn5cmtuzk,pool1wn5cmtuzk,single_pool,Contabo,24178
SPO:pool1qgsylc6kj,TURBO,single_pool,Unresolved,23852
SPO:pool1qgsylc6kj,TURBO,single_pool,Other / on-prem,23852
SPO:pool14cautfm2e,pool14cautfm2e,single_pool,Other / on-prem,23141
SPO:pool14cautfm2e,pool14cautfm2e,single_pool,GCP,23141
SPO:pool14cautfm2e,pool14cautfm2e,single_pool,Alibaba Cloud,23141
SPO:pool1fdgzsd07t,pool1fdgzsd07t,single_pool,Unresolved,23052
SPO:pool1jq7083uth,pool1jq7083uth,single_pool,Akamai/Linode,22654
SPO:pool18pnja3z8v,BEACN,single_pool,Other / on-prem,22488
SPO:pool1wwjj0tcr6,pool1wwjj0tcr6,single_pool,Other / on-prem,21928
SPO:pool13vc4ekwpk,ANTRX,single_pool,Unresolved,21199
SPO:pool1m9h0ndgxl,VVM1,single_pool,AWS,20826
SPO:pool18cr7st8wv,XSY,single_pool,AWS,20809
SPO:pool1t6stu46gt,pool1t6stu46gt,single_pool,AWS,20736
SPO:pool1whzghlghk,pool1whzghlghk,single_pool,GCP,20370
SPO:pool1zd728035u,AZSUN,single_pool,Azure,20251
SPO:pool1gplusrfxc,pool1gplusrfxc,single_pool,Other / on-prem,19916
SPO:pool17yme8t7eh,CCSP,single_pool,Hetzner,19877
SPO:pool1cjjtz6enk,pool1cjjtz6enk,single_pool,AWS,19640
SPO:pool1pwfdasxs7,Safe,single_pool,AWS,19354
SPO:pool193eeqrm9v,pool193eeqrm9v,single_pool,AWS,19335
SPO:pool1ww3v7euue,kowln,single_pool,Other / on-prem,18084
SPO:pool17j4er5hpz,PIXB,single_pool,Other / on-prem,17993
SPO:pool1ydz2znwyh,pool1ydz2znwyh,single_pool,DigitalOcean,17854
SPO:pool130hx49xrg,RAVEN,single_pool,GCP,17827
SPO:pool14lr9ef5a2,FRUIT,single_pool,AWS,17662
SPO:pool1jmw0strgc,pool1jmw0strgc,single_pool,Unresolved,17087
SPO:pool1lptznmldt,HST,single_pool,Other / on-prem,16638
SPO:pool1qd6mlgr6u,ACGW,single_pool,AWS,16318
SPO:pool14nzt6708j,BN1AU,single_pool,Other / on-prem,16222
SPO:pool1hjszxsd49,RAINF,single_pool,DigitalOcean,16188
SPO:pool1y0mz6yevq,pool1y0mz6yevq,single_pool,Unresolved,16094
SPO:pool1fpkjz7j77,pool1fpkjz7j77,single_pool,Unresolved,16047
SPO:pool1fftlhn68f,ARKA,single_pool,Other / on-prem,16036
SPO:pool16ypn6g8sm,MOM,single_pool,AWS,15812
SPO:pool12qrgswlfl,VALOR,single_pool,Other / on-prem,15586
IOG,IOG,declared_brand,Unresolved,15555
SPO:pool1d04sakv5u,pool1d04sakv5u,single_pool,DigitalOcean,15473
SPO:pool136mu955m4,ODA,single_pool,Unresolved,15325
SPO:pool1mhrvkx5vf,MCRP,single_pool,Contabo,15244
SPO:pool1dwvtdk76v,RKT0,single_pool,Other / on-prem,15213
SPO:pool15jh849vks,GUAVA,single_pool,Contabo,15213
SPO:pool1k8w7ylxa5,DAO,single_pool,Hetzner,15147
SPO:pool1q3xdrewrl,MICRO,single_pool,Other / on-prem,15139
SPO:pool1d85unpsum,TRIBE,single_pool,Other / on-prem,15138
SPO:pool1qcdw8uk5d,ARMY,single_pool,Unresolved,15090
SPO:pool15m78a3nfc,NOBI,single_pool,Tencent Cloud,14844
SPO:pool15m78a3nfc,NOBI,single_pool,DigitalOcean,14844
SPO:pool12a4mx8ztx,pool12a4mx8ztx,single_pool,Unresolved,14785
SPO:pool1zyjvzvvkp,MYR,single_pool,Contabo,14680
SPO:pool13u45a953l,QET,single_pool,Other / on-prem,14614
SPO:pool1k3mtxd2du,QUACK,single_pool,Other / on-prem,14420
SPO:pool15wwz2tj30,VETS,single_pool,Contabo,14301
SPO:pool1knwd92dnn,pool1knwd92dnn,single_pool,Unresolved,14145
SPO:pool177xu75tv2,PUP,single_pool,AWS,13933
SPO:pool1g7757qwvw,eth2s,single_pool,AWS,13839
SPO:pool1yenqraf3z,STAKE,single_pool,OVH,13658
SPO:pool1yenqraf3z,STAKE,single_pool,Contabo,13658
SPO:pool1jf32ru0d9,DXB,single_pool,Other / on-prem,13645
CRDNS,nan,discovered_mpo,Unresolved,13575
SPO:pool1dde9jvej6,PWP,single_pool,Other / on-prem,13548
SPO:pool1q8sll5g69,MATRX,single_pool,Other / on-prem,13408
SPO:pool1sktjey6td,ENOV8,single_pool,Unresolved,13245
SPO:pool1qlkr6qu4m,pool1qlkr6qu4m,single_pool,DigitalOcean,13156
SPO:pool1mc4h5pk0j,pool1mc4h5pk0j,single_pool,AWS,13052
SPO:pool189elcklfy,AIOA,single_pool,Contabo,13040
SPO:pool1ztpwatlnz,POOL1,single_pool,Unresolved,12905
SPO:pool124lm97s6f,SHARP,single_pool,AWS,12845
SPO:pool1ft4z335t0,MDRS,single_pool,Other / on-prem,12825
SPO:pool173ul998qx,MUSIC,single_pool,DigitalOcean,12760
COINBASE_BISON,Coinbase / bison.run,opaque_operational,Other / on-prem,12753
SPO:pool14gw9d5yhx,EUADA,single_pool,Contabo,12697
SPO:pool15jkpn2jew,MERCY,single_pool,Contabo,12665
SPO:pool1wvezktupl,pool1wvezktupl,single_pool,Other / on-prem,12626
SPO:pool1h92eaq3wk,SSX,single_pool,Other / on-prem,12454
SPO:pool1h92eaq3wk,SSX,single_pool,Contabo,12454
SPO:pool1g5k0fks84,pool1g5k0fks84,single_pool,AWS,12451
SPO:pool1lg4y9djpa,GRUNT,single_pool,DigitalOcean,12421
SPO:pool1vut3caulp,PNYX,single_pool,Azure,12395
SPO:pool1prerctlrt,CADEN,single_pool,DigitalOcean,12199
SPO:pool1c38rf777l,pool1c38rf777l,single_pool,Unresolved,12157
SPO:pool1c38rf777l,pool1c38rf777l,single_pool,Other / on-prem,12157
SPO:pool1ekyuhd48h,CASIA,single_pool,Unresolved,12128
SPO:pool1u3v7s93f2,pool1u3v7s93f2,single_pool,Unresolved,12097
SPO:pool190fke89hj,EMMY,single_pool,Unresolved,12031
SPO:pool1g6rugsgxr,pool1g6rugsgxr,single_pool,DigitalOcean,12013
SPO:pool1935erruag,pool1935erruag,single_pool,AWS,12003
SPO:pool1749t2act4,pool1749t2act4,single_pool,Other / on-prem,11990
SPO:pool1skykl3rnc,SAFST,single_pool,Contabo,11894
SPO:pool1skykl3rnc,SAFST,single_pool,Vultr / Choopa,11894
SPO:pool1skykl3rnc,SAFST,single_pool,Hetzner,11894
SPO:pool1p39fgnpat,pool1p39fgnpat,single_pool,Other / on-prem,11885
SPO:pool1kfu02878d,WOMEN,single_pool,AWS,11828
SPO:pool1pvsvhzqlr,pool1pvsvhzqlr,single_pool,Unresolved,11643
SPO:pool192xshj2cu,pool192xshj2cu,single_pool,Other / on-prem,11626
SPO:pool1jyn6ynmz6,pool1jyn6ynmz6,single_pool,Unresolved,11537
SPO:pool13zkcgp7se,TERO,single_pool,Contabo,11530
SPO:pool10jd7mphm0,DOS,single_pool,Other / on-prem,11520
SPO:pool10jd7mphm0,DOS,single_pool,OVH,11520
SPO:pool1fgj2ua0rz,CUJO,single_pool,AWS,11417
SPO:pool1kkwd6say8,NDE,single_pool,Hetzner,11271
SPO:pool1pnsk7v8a4,LKBH,single_pool,Hetzner,11173
SPO:pool1zsasyr8lv,ERBIL,single_pool,Other / on-prem,11142
SPO:pool1yrycp4fjy,pool1yrycp4fjy,single_pool,Unresolved,11125
SPO:pool1y0s5vwg2r,ILUKA,single_pool,Unresolved,10983
IOG,IOG,declared_brand,Hetzner,10948
SPO:pool1wngesrk9j,SKYW,single_pool,Other / on-prem,10923
SPO:pool16zx2pradv,MORNE,single_pool,Contabo,10755
SPO:pool1xpeupsjcw,BAT,single_pool,Other / on-prem,10711
SPO:pool13qppafmw3,CIEL,single_pool,Other / on-prem,10711
SPO:pool1mh5qagd86,CPATH,single_pool,Other / on-prem,10688
SPO:pool1u3p6z3r2g,pool1u3p6z3r2g,single_pool,Unresolved,10625
SPO:pool1u3p6z3r2g,pool1u3p6z3r2g,single_pool,Other / on-prem,10625
SPO:pool1lyxxsvl8t,BOX,single_pool,IONOS,10590
SPO:pool13ss25l908,pool13ss25l908,single_pool,DigitalOcean,10573
SPO:pool1lg4pepngy,CDTRN,single_pool,OVH,10551
SPO:pool1kzf7zw2y0,キティ,single_pool,GCP,10549
SPO:pool1dhugawja8,pool1dhugawja8,single_pool,Other / on-prem,10470
SPO:pool1rpdfq9gm9,PADA,single_pool,Other / on-prem,10388
SPO:pool1w728ekz4f,LAKCV,single_pool,Other / on-prem,10379
SPO:pool142cpn2gm8,QUASR,single_pool,DigitalOcean,10333
SPO:pool1ucmm6rgdt,pool1ucmm6rgdt,single_pool,Other / on-prem,10280
SPO:pool1ucmm6rgdt,pool1ucmm6rgdt,single_pool,DigitalOcean,10280
SPO:pool14prutdqln,ADAMP,single_pool,GCP,10253
SPO:pool1wc2vw2x2x,CRBN,single_pool,Other / on-prem,10235
SPO:pool19gz6ffzag,SAK01,single_pool,Other / on-prem,10138
SPO:pool1wmyr8pp6f,pool1wmyr8pp6f,single_pool,Other / on-prem,10011
SPO:pool16e0qmln8g,HENRY,single_pool,Other / on-prem,10000
SPO:pool16y2dn9e7c,pool16y2dn9e7c,single_pool,Contabo,9913
SPO:pool1v8cx78z8f,pool1v8cx78z8f,single_pool,DigitalOcean,9665
SPO:pool1dye0sw6hv,XMEGA,single_pool,DigitalOcean,9642
SPO:pool140xj040w3,LAKE,single_pool,Other / on-prem,9610
SPO:pool1ndtsklata,pool1ndtsklata,single_pool,Unresolved,9366
SPO:pool1adryduxm4,pool1adryduxm4,single_pool,Other / on-prem,9309
SPO:pool1rcdq9r6f0,GALT1,single_pool,Other / on-prem,9267
SPO:pool1h6l7mhtqq,Trump,single_pool,Other / on-prem,9253
SPO:pool1lrgpe8s7y,HUB01,single_pool,DigitalOcean,9199
SPO:pool1rx2745qj6,KUNI,single_pool,AWS,9190
SPO:pool1xmn8ag7jc,pool1xmn8ag7jc,single_pool,Other / on-prem,9075
SPO:pool1fu6ppur5u,pool1fu6ppur5u,single_pool,IONOS,8956
SPO:pool1akt37u42n,LAMP,single_pool,Other / on-prem,8945
SPO:pool1akt37u42n,LAMP,single_pool,Hetzner,8945
SPO:pool1akt37u42n,LAMP,single_pool,OVH,8945
SPO:pool1zst2k3wnm,SBR,single_pool,Unresolved,8899
SPO:pool1qlpen2kkw,FOFA,single_pool,Vultr / Choopa,8862
SPO:pool1n20x3spgc,MAMAK,single_pool,Hetzner,8860
SPO:pool12cmz6vtm4,PUWSP,single_pool,Contabo,8799
SPO:pool1ks49mpnl7,MOGA,single_pool,AWS,8726
SPO:pool18yp9wal36,AROCK,single_pool,Other / on-prem,8711
SPO:pool1r80l6hsdf,LBRTA,single_pool,Other / on-prem,8686
SPO:pool1xwy9ulsts,ZBP,single_pool,Other / on-prem,8491
SPO:pool14g73qj0qz,pool14g73qj0qz,single_pool,Other / on-prem,8271
SPO:pool1h5kewwuh5,pool1h5kewwuh5,single_pool,Unresolved,8247
SPO:pool1zgzyp6nt5,CBOSP,single_pool,Akamai/Linode,8214
SPO:pool1zgzyp6nt5,CBOSP,single_pool,Other / on-prem,8214
SPO:pool1tamft50mh,DGITX,single_pool,IONOS,8107
SPO:pool1vj08te6uc,pool1vj08te6uc,single_pool,Other / on-prem,8013
SPO:pool1zsjkw3y0k,NETSC,single_pool,AWS,7875
SPO:pool1cvekct2pw,CHPL,single_pool,Other / on-prem,7813
SPO:pool1ntyzyya7y,MMDIG,single_pool,GCP,7786
SPO:pool1qds0ldd62,PERDX,single_pool,AWS,7759
SPO:pool1qw4h9v0yq,CORN,single_pool,AWS,7727
SPO:pool18mgvt3k5s,AMB,single_pool,Other / on-prem,7696
SPO:pool19nhmxfd2t,pool19nhmxfd2t,single_pool,Unresolved,7528
SPO:pool1agk62kg0s,pool1agk62kg0s,single_pool,AWS,7524
SPO:pool1tw2vq5vux,pool1tw2vq5vux,single_pool,AWS,7493
SPO:pool1xlgmew766,pool1xlgmew766,single_pool,Unresolved,7395
SPO:pool1devkrwcez,AMAP,single_pool,Unresolved,7260
SPO:pool13rcsycq8h,pool13rcsycq8h,single_pool,Other / on-prem,7222
SPO:pool1dlzpcfmnn,pool1dlzpcfmnn,single_pool,Unresolved,7213
SPO:pool1ret0s9eqs,edu,single_pool,Unresolved,7154
SPO:pool1w2s88xpyl,FLR2,single_pool,Other / on-prem,7101
SPO:pool1ca862gvy5,CHILL,single_pool,Hetzner,7083
SPO:pool1kl7qlqtzx,pool1kl7qlqtzx,single_pool,Unresolved,7066
SPO:pool1ycksh8m4e,pool1ycksh8m4e,single_pool,Unresolved,7050
SPO:pool1j5ukjmhn9,REDH,single_pool,Other / on-prem,7029
SPO:pool1j5ukjmhn9,REDH,single_pool,Hetzner,7029
SPO:pool1lgzryt60t,pool1lgzryt60t,single_pool,Unresolved,6973
SPO:pool1trxkcm5vn,pool1trxkcm5vn,single_pool,Unresolved,6959
SPO:pool1lum6jezln,pool1lum6jezln,single_pool,Other / on-prem,6946
SPO:pool168235cjps,pool168235cjps,single_pool,GCP,6930
SPO:pool1eu8knr403,pool1eu8knr403,single_pool,DigitalOcean,6761
SPO:pool1ap5sw2p7e,ELEV8,single_pool,Contabo,6737
SPO:pool1zpsk3ql6q,pool1zpsk3ql6q,single_pool,DigitalOcean,6734
SPO:pool1s6s6eyve0,pool1s6s6eyve0,single_pool,AWS,6713
SPO:pool1hl9tn0qpu,HISTK,single_pool,Other / on-prem,6708
SPO:pool1cuzhrcpp6,MIAMI,single_pool,AWS,6706
SPO:pool15jc92k3rh,MAYA,single_pool,Unresolved,6705
SPO:pool1rthy0xp2s,MEDA🌌,single_pool,Other / on-prem,6559
SPO:pool16uf3j299n,GLOB,single_pool,IONOS,6522
SPO:pool17k4f0mdwy,TTPL,single_pool,Other / on-prem,6457
SPO:pool1ap29p59ja,SNOW,single_pool,AWS,6305
SPO:pool1vcmqgcykx,pool1vcmqgcykx,single_pool,IONOS,6269
SPO:pool1yv4s4v3rj,pool1yv4s4v3rj,single_pool,DigitalOcean,6229
SPO:pool1yv4s4v3rj,pool1yv4s4v3rj,single_pool,Contabo,6229
SPO:pool10u90lv7ay,pool10u90lv7ay,single_pool,GCP,6193
SPO:pool1ux4es4p8k,XC0DE,single_pool,Hetzner,6163
SPO:pool1ux4es4p8k,XC0DE,single_pool,Contabo,6163
SPO:pool12rv575nj9,4BIZ,single_pool,AWS,6161
SPO:pool1y44fkeps7,pool1y44fkeps7,single_pool,Unresolved,6138
SPO:pool1cshuf0jy4,TGN,single_pool,Other / on-prem,6109
SPO:pool1w3s6gk83y,ISLE,single_pool,Other / on-prem,6086
SPO:pool1qpzz7fg5q,pool1qpzz7fg5q,single_pool,Contabo,5994
SPO:pool1f5s5lqe7e,pool1f5s5lqe7e,single_pool,Unresolved,5923
SPO:pool1ugwj76z4c,JDFR,single_pool,OVH,5897
SPO:pool1jhca0ycgc,BTPUL,single_pool,DigitalOcean,5828
SPO:pool1ytfsdx0zj,CATS1,single_pool,Contabo,5806
SPO:pool1yd67ecxpt,APRIM,single_pool,Other / on-prem,5715
SPO:pool1pfl8ssfun,GOLF,single_pool,Unresolved,5643
SPO:pool1rv3f2ctg3,pool1rv3f2ctg3,single_pool,Contabo,5609
SPO:pool12rruj0mjq,INFAR,single_pool,Other / on-prem,5600
SPO:pool174s9fj307,pool174s9fj307,single_pool,Azure,5586
SPO:pool19r33az023,pool19r33az023,single_pool,AWS,5564
SPO:pool126ut5j5qz,BIOME,single_pool,AWS,5517
SPO:pool13lz5g3f0k,ADACP,single_pool,AWS,5434
SPO:pool1lv7v8r8ge,pool1lv7v8r8ge,single_pool,Other / on-prem,5342
SPO:pool1wh23dzv4m,VENOM,single_pool,Other / on-prem,5266
SPO:pool1xaxps54m3,pool1xaxps54m3,single_pool,DigitalOcean,5172
SPO:pool18en4vtxkj,EQITY,single_pool,IONOS,5115
SPO:pool1nf8990yn7,ZADA,single_pool,Other / on-prem,5098
SPO:pool10s8x49tu6,pool10s8x49tu6,single_pool,DigitalOcean,5098
SPO:pool1rzzz3sy88,pool1rzzz3sy88,single_pool,DigitalOcean,5072
SPO:pool16l00309td,pool16l00309td,single_pool,AWS,5038
SPO:pool14sy0qjv6f,AIRE,single_pool,Other / on-prem,5026
SPO:pool1ru5ltcffg,pool1ru5ltcffg,single_pool,Unresolved,5021
SPO:pool1vygvrczrl,pool1vygvrczrl,single_pool,GCP,5000
SPO:pool1vygvrczrl,pool1vygvrczrl,single_pool,Other / on-prem,5000
SPO:pool1el6ze5748,pool1el6ze5748,single_pool,Other / on-prem,4999
SPO:pool1a58fg4u3m,pool1a58fg4u3m,single_pool,AWS,4989
