pool_id,delegation_count,total_ada,saturation_pct,margin,fixed_cost,blocks_10ep,avg_ros_annualised,choice_quality
pool1tf73xqv234ye2crduemjpreuu4efrdfmpna3l9dwqy2uycvee9y,8,92074,0.1,0.0000,340,0,0.0000,non_productive
pool1cuhcw4dhj577rzz847q5swfvrnthj2vn62hry6ljzp6g6v3ag77,166,92027,0.1,1.0000,340,0,0.0000,non_productive
pool1v8gvy6tjp8x8wg5h4jw20p9up04lxgw0l0lgery9mz4h7h9x25n,52,91759,0.1,0.0000,170,1,10.5424,non_productive
pool1mltwh4elef39dkuuz058lgfuvx79c5wcnz3szau3arhsyq22ace,5,90732,0.1,0.0300,345,0,0.0000,non_productive
pool1vfayajkdc0gw876lax5va6ygpfpsd8kz73k4y977emm3clnxlm5,41,90034,0.1,0.0000,340,1,0.0000,non_productive
pool1d63tmq02tgtk7yd6g62p9h44w4xqdgz9y8jkmcrztfmmqga540m,10,89711,0.1,0.0100,340,0,0.0000,non_productive
pool16x5fslqfvgmsyra4vmpvuzq7p5fzeln240envdwfm2jps0j3rw2,51,89085,0.1,0.0000,170,2,12.3906,non_productive
pool1sqpksswmxpgk6yxllyq9ad4qhtnt5qyz2pv5xmz6kkt5ujrgqwf,19,89074,0.1,0.2000,340,1,0.0000,non_productive
pool1hr4t5a052rh773vml9pra5planumw2tjn9cg6nsrzq64jdz907s,8,88849,0.1,0.0000,340,0,0.0000,non_productive
pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,57,88261,0.1,0.0000,340,4,0.0000,suboptimal
pool1rtnk3j8jv0wl0qz2j8xq4h5yeh0uvw3xj738fgl6wc4scxenkgz,10,88126,0.1,0.0200,340,0,0.0000,non_productive
pool1yfacynd0va3rw27tjldfz05f6hfjhfv36wwdhn3dy2hfqq00w8y,26,88035,0.1,0.0100,170,1,12.4320,non_productive
pool1k2yfr7tapqzfgdn7vq2u44225rtqxctelr6dp0xjqggrwnx9hnw,51,85640,0.1,0.0000,340,2,0.0000,non_productive
pool1lm89trd8cl36k8njlhgsemavry2jymnhddpvtk7fk7r7g4e3fep,11,85193,0.1,0.0600,345,2,1.2112,non_productive
pool1t4zp4wlastva63rqk99k7578e2h3znqdk2arhzuegz6kgj0duc8,7,83285,0.1,0.0100,340,0,0.0000,non_productive
pool1azwa3mcez0mr7520jznl0kamr3wdun5ygzscwtjulhdy5s58vvu,5,82777,0.1,0.0000,340,0,0.0000,non_productive
pool1r80l6hsdftyfvqftjak0r6llnszdtnh2x7rvtllawzj7x3afq2k,4,82154,0.0,0.0200,340,0,0.0000,non_productive
pool15a04yc72q4tfkwaweu86l0764urswee8c3zxperyrdq4kx8nvua,39,82086,0.1,0.0100,340,1,0.0000,non_productive
pool15dp6dchtfwml32ls8xuzu4u3xx6kjekc3kvn0enexefxj90hw3c,12,81754,0.1,0.0500,340,0,0.0000,non_productive
pool1x0necz9ktlnah9505f3fkdncrlepz0q2gyfp4r7pjxnq53qw5kx,19,81727,0.1,0.0100,170,0,0.0000,non_productive
pool12ame5t8hdltyl30npznvhn23kxnvthk82j9p7dr4uew3y92uqes,95,81647,0.1,0.0100,340,0,0.0000,non_productive
pool15676jwlm6gancffzs2jg9vf5xwzmspyktw75dl4kaucyst4qt8q,23,81411,0.1,1.0000,335,0,0.0000,non_productive
pool1e6rjpsl42hsc52zc9s2awhv2df50yzw43xtc7d0vranpc9ej8uj,30,81262,0.1,0.0100,340,0,0.0000,non_productive
pool1vl0hlf4jecm3rk0vcc9mtpu5us2cv7hzlz396cgs8crc5df43mn,14,79720,0.1,0.0000,340,0,0.0000,non_productive
pool1v3rzrj25ak30dhuyrupkxeddttetxzh4cz9ccpjlfxuh6d85d58,44,79339,0.1,0.0000,340,1,0.0000,non_productive
pool1cn0ku4zvg266h3rznm7kzsytg3smeu9wma785g25yr89xdgw3kj,32,75628,0.0,0.0200,170,0,0.0000,non_productive
pool1fwh9zp2hw7ppkna86n7m7ycgz66dnkdhhyqqahhv362agxj2u7g,75,75165,0.1,0.0990,345,0,0.0000,non_productive
pool14pm8aq4eu6ms4r5egy6j4g0ny76cpqgy40qgyxa8c4f02kj98wg,24,75059,0.1,0.0300,340,0,0.0000,non_productive
pool1c45udwv2kdjcth5fvnhlklsz2tutw8spl9tcwnfw7m8cxl8eanm,2,74597,0.1,0.0100,345,0,0.0000,non_productive
pool1hfzfx33ffjcma9xautgrg4ka0u32s062mmu8gw6fmf2zxftmp66,47,74442,0.1,0.0100,170,0,0.0000,non_productive
pool17fge0jukcp0vqwu0chh3jh4g0emt4rat8vxucrx5n8s5qz6fegp,15,73980,0.1,0.0100,340,0,0.0000,non_productive
pool1e3y7u0rtq2zskc7ansvtrd4p3vtv9hglyztzcvsvlk22w9t40v0,36,73978,0.1,0.0100,340,0,0.0000,non_productive
pool1892ry20mvu6tvrmuua5gdmk7unw30w7tf8scpllpyq8w2sdwvc7,43,73877,0.1,0.0000,170,0,0.0000,non_productive
pool1rk28hp58ptwapha9nc944ast32gln8a7hx6eue0gzuj7sndzrhk,8,73694,0.1,0.0300,340,2,0.0000,non_productive
pool1lpw2wnj2vrc75fv7f4jnfzgkqvlrxlampz5nmduwve47xgnckns,11,72853,0.1,0.0600,345,2,1.1115,non_productive
pool12fzerww0hmk0fyvaujz5t2kg6hl4n8daz85rqy5jk8qk58r59y6,89,72298,0.1,0.0000,170,1,15.1555,non_productive
pool1qadgwr92pgx0yz3u9n63f0s9ugryaud6wxers850z6sfu06y3rg,162,72231,0.1,1.0000,340,0,0.0000,non_productive
pool1eg6k5zz4ndk6a3sa3z7ug97y84ghj0zljs26zkhthzzkw3p82ew,6,70692,0.1,0.0300,340,0,0.0000,non_productive
pool1r7tn56lj5j7te7zyj3wvqn0wyw8tr3g96chw6lwnqxjmgggrfd8,31,70539,0.1,0.0240,340,0,0.0000,non_productive
pool14cautfm2e8jxv79tv59grnryjxs8f2wewz66wup695xgu7wjnvr,54,69422,0.1,0.0050,188,0,0.0000,non_productive
pool15wk0wjrau5pv6rp6w34g3mjxqejkfj3yak0xa9m63upcxx63myh,8,68739,0.1,0.0500,345,0,0.0000,non_productive
pool1xvfzclnwf0jyc9ekqmamshha9dmw8mpzd9ykgxjjpxnuwdv6mzk,43,68428,0.1,0.0150,340,0,0.0000,non_productive
pool1sghd7rmq0ktp6xd8yp84m00530hhqxx94lsnswmajt2xxrzpyjk,11,68383,0.1,0.9900,340,0,0.0000,non_productive
pool1s7eglqwzl84xgvpr4pptylcgqhkjr4xk8d6y3k22plu3sagms25,78,68364,0.1,0.0150,340,0,0.0000,non_productive
pool1687dfgyljnhamx05h6r04zdllv68exatshhd0jny4q56skc0926,4,68356,0.0,0.0250,340,0,0.0000,non_productive
pool1ast5kjj9zer9sp02f5w44nyqsc54589l2glyp5fhsg3awqs5axk,12,67680,0.1,0.0000,340,0,0.0000,non_productive
pool1n0tqrkw62zmr20h9jz5ev2ph428ym49wt2z0mq4vlylf5u0sv7y,15,67397,0.1,0.0500,345,0,0.0000,non_productive
pool13xh3tgwzhr3hn25v5m2dnvqnfcmnzghcfah5t7kzufkywuy7w7v,175,66805,0.1,0.0100,340,0,0.0000,non_productive
pool1g79uyzvt9mm3z7jdcxnp36n4egm4z6l8c6n9l2mk8ae2yf5zman,425,66046,0.1,0.0200,340,0,0.0000,non_productive
pool14ujg8l2x6fm5jm07jd6jftktt35dzsnefl2jmx9d8vr4cxxkt5d,119,65752,0.1,0.0200,340,0,0.0000,non_productive
pool139ffqrvyqu9sgsekk3pu9t7jxx872w655vses7d4q4sxxyd257a,224,64783,0.1,0.0100,340,0,0.0000,non_productive
pool1qlpjsz5j5vqs59cnu09j90agycj2xvrp45sv0v6euujj60up6dw,17,64422,0.1,0.0000,340,0,0.0000,non_productive
pool16nnl8ymck6c20x86lfd5p9q3yp9w749cam26y985459ww6kjtz8,6,64402,0.1,0.0500,340,0,0.0000,non_productive
pool1e0jyj79d3ady680wajgcd4vgndqjdlf65777pz5939ehseqaem3,4,63907,0.1,0.0000,340,0,0.0000,non_productive
pool1jqnywskl2n92fx65thtew8zlj3vqfrqxz7zyj70tt7d3qmn0m9t,8,63503,0.1,0.0600,345,0,0.0000,non_productive
pool1tkexntwvhg0fqs2xnm7xg6ljqzjkpk0pl4nxxe3nf48ux8nucqy,117,63045,0.1,0.0000,340,0,0.0000,non_productive
pool17p8a9e5ljeucdvmsl62a667y7lwwx9xzwzjulwu7df2q7854mh4,260,62487,0.1,0.0100,340,0,0.0000,non_productive
pool1kdhhrsl8av6gzr7vrf5q06pwlrsr8646wkjkg0h550tw6vxf8mv,12,61572,0.1,0.0290,340,0,0.0000,non_productive
pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,9,61563,0.1,0.0600,345,3,0.7802,non_productive
pool1qlxxw3zlgx0kgv2cel0n6z3a6yjs0w8grwtp5xwna8fm2g5tsda,10,60895,0.1,0.0750,340,0,0.0000,non_productive
pool14f0uj8vghxzs09p3rzvhlur0dnfwylxc67whaz087srtjjrcjgd,14,60797,1.3,0.0000,170,2,3.3740,non_productive
pool12vv4c6z7yf8j4m2amzej4j8tn2d4dxklqk5nqztz7wl02gratjp,131,60580,0.1,0.0000,340,0,0.0000,non_productive
pool1mzry5s8pkfy42ul2xevaq7dk6qae8247hqd8serm3ms06glvny0,18,60425,0.1,0.0100,340,0,0.0000,non_productive
pool1udr30lxsqa799lyl9haxf0wzg8qsz3xaf2gtpqf4n2s064jrvsj,29,59713,0.1,0.0200,250,0,0.0000,non_productive
pool1yzd344e32exxzjnjet4l466zcfnte5rnzveywvztxdxug2yu7m4,5,59345,0.1,0.0200,340,0,0.0000,non_productive
pool18xmqj9h97tx245mzkz0fqlvas5zse0fzh9xmn9p6z77aj5jegsx,11,58775,0.1,0.0600,345,0,0.0000,non_productive
pool1taadtauxnhqql7s58fztlmnsxg0680mdaz25yry42q4m5s47z8n,11,58611,0.1,0.0400,340,0,0.0000,non_productive
pool12xxugucen5pql0ay70uakgqjaxpwfj6c9py8euyu4q3p23s0fyg,16,58547,0.1,0.0600,345,2,0.9126,non_productive
pool1ll5mu4rgne203spelzdgrse0v7yk9rfzkp243rtt60rgu8mh3q8,5,58518,0.1,0.0050,340,0,0.0000,non_productive
pool1p4a0vuantvzu9ysk3w430vgxjjfa95g0uz2sw8e4tltjg4jhkwz,10,57845,0.1,0.0100,340,0,0.0000,non_productive
pool179mnckg6xz4w5x6k9056yl7r2ej8fd8uu68fc2vlsmulg7lzwhy,10,57436,0.1,0.0100,341,0,0.0000,non_productive
pool19clgr0yxjs8pqmlsmfzu6hg5muy5ws2rze5hlesg0v7tvyhcgxh,18,57013,0.1,0.0100,340,0,0.0000,non_productive
pool1xdcg6kg0g4y3wqf92f8uh44urz06suglhff036k5yak2g0m8zlc,42,56978,0.1,0.0314,340,0,0.0000,non_productive
pool18e0uhtm4pspfrnktwguypytjfgwz6dw6zzn3gulpdjfx7qd0439,12,56865,0.1,0.0100,170,0,0.0000,non_productive
pool16c989ahn582z53azjfmregygfuc9k44u3q97wqgyn0zxuzp3dn4,8,56747,0.1,0.0600,345,0,0.0000,non_productive
pool1u2d3guvld9rk0586lyhk2n8kvkzmem7czwdltgem0mgczqd3ygu,13,56403,0.1,0.0250,340,0,0.0000,non_productive
pool14hp04q89xy58gh9jjvfra5x8lfzd7jes3jljwcjrh0rcjqkss7y,4,55893,0.1,0.1500,345,0,0.0000,non_productive
pool1uautzneywzapn03te7q3sd737xdfejgjlu4mdfjz7mweq92dugg,133,55873,0.1,0.0000,340,0,0.0000,non_productive
pool1vy9qerf9fenp893mqrdm58uj45w3etutv4n0vdh8669uvqenkqr,20,55858,0.1,0.0350,345,0,0.0000,non_productive
pool17g46wmt95mmn78pkcr2mgdd5n9q8glpg2j034udccrg974mtndm,12,54563,0.1,0.0000,340,2,0.0000,non_productive
pool1vjjrjt5ez7d7yh385vdxl83mxyg36as785cp5l50d6wsjqdavax,23,52806,0.1,0.0000,250,0,0.0000,non_productive
pool1796kveuwxrquwhwnne5g99er50q6alcaf7yjf3kd6xr5vemfaqc,9,52377,0.1,0.0750,340,0,0.0000,non_productive
pool1p8a3jea0k5w749jf0jtr7qeer8xth9r0zr8ktmp75heqx0ewyz7,1,51498,0.1,0.0195,345,0,0.0000,non_productive
pool15lp37f7da0guj662jcxy0eyc49s5gxudcd93j8qz4nfcvuhrsf9,99,51169,0.1,0.0000,340,0,0.0000,non_productive
pool1fagx52jnyh3dz0d722c2fedjvstc3mmwt4a2mlkgvszvqgkvt2g,2,50862,0.0,0.0100,340,0,0.0000,non_productive
pool1dwthjmzrkm5q42yqa3x50jaye6pg57n7t569c44an6hzsg8qake,220,50589,0.1,0.0200,340,0,0.0000,non_productive
pool1fxlf6mqxeuptm7ztwdpp2zdwm7tsfcy3fweu7euyf6aduuh6u42,23,50333,0.1,0.0200,340,0,0.0000,non_productive
pool1pzkgztz8y8tgd9tpfu7umep97x7m0c5ck0dpn2vqtf202fyhfv5,41,49997,0.1,0.0325,340,0,0.0000,non_productive
pool1533ly347ggl6je42ta7l7dv262hg07n8p4y8v32npgvajl6rxqz,6,49315,0.1,0.0000,340,1,0.0000,non_productive
pool16sm29hg3qrk5lyp74qcljt38l86v5zvg95395h9gqrn6qe97d9z,14,49201,0.1,0.0100,340,0,0.0000,non_productive
pool1w0jjajfvur53nxrlc4nnm73087lm39qfumeq8r449jwvz3wdx05,20,49094,0.1,0.0100,170,0,0.0000,non_productive
pool1rpfj2y4vddj8azwu9977a63s2cjl374pep98l6dhuqh5u9jctj0,12,48987,0.1,0.0600,345,2,1.4121,non_productive
pool1j4nkshfytq8tww99ttfwvrmv8n7yq2tvuw0xlphelzzw6vfghwq,7,48931,0.1,0.0000,170,0,0.0000,non_productive
pool1d0ze7l6t8gjng564zsfyd7uw7snenpsjh9dacawdpr9g27djq8f,57,48894,0.1,0.0000,340,0,0.0000,non_productive
pool1jc24u7v5xsaw9dw6s0vftjat8ssc8ru4c0uhrj8zpm3usnrp03t,12,48083,0.1,0.0000,340,0,0.0000,non_productive
pool1lk0hu3njxgra3emgfa73268el89qzytecff0fzz982avvjsw3l6,23,47551,0.1,0.0300,340,0,0.0000,non_productive
pool17wph2uu643wykezxmm3ef3a8shg3hwyq2z0sgpu6r9sc7um83d9,4,47335,0.1,0.0000,345,0,0.0000,non_productive
pool1u2j98kgj8uj7zr7g3deuezfv7hzv3ercnetxd5c9ppjh23x20qg,5,46809,0.1,0.0050,340,0,0.0000,non_productive
pool1d4387s7mszjkeg5w0xppzxdtzsj7aahfqdgeef24emyh70mccmw,1,46097,0.1,0.3000,340,0,0.0000,non_productive
pool1zpkqlcpu5gyk0s5e9263y5n7vzmkgrtpca0u4xpxan02w8ld0nr,208,45498,0.1,0.0000,340,0,0.0000,non_productive
pool197rexraxmzk5mv36h2yfy8p4lwxzlqyenjk50r0q8dchz4gp26j,30,44600,0.1,0.0230,340,0,0.0000,non_productive
pool12p0qtp89dfzr6spqq4xl6ha2s9m8lqydnvfafyd0h38fy0hfv3f,9,44530,0.1,0.0000,500,0,0.0000,non_productive
pool1v8q93vtkf4vqqqus6ts772w8dr9h5tz99lnylfj40x3p7cutxx4,7,43937,0.0,0.0000,300,1,3.3740,non_productive
pool1wvhd4nf6mar2x0zaek2te6lqkrckk9mxtjctezy878a3zprru7s,19,43906,0.1,0.0000,340,0,0.0000,non_productive
pool1xznpgmkfkf4f5wzks85z778v2s94vhmjxc60m8tphvypj6jp2w2,8,43681,0.3,0.9990,170,4,0.0062,suboptimal
pool19sydze39a8dccylczqe2m4nnslpreytxlj5fu400nqxkg8wvgx8,8,43203,0.1,0.0600,345,0,0.0000,non_productive
pool1mnhywmx87p5dlsk86szshumnn5pljdnacr0e8zsq2v32ckh5wyf,43,43015,0.1,0.0150,340,0,0.0000,non_productive
pool15uuf0sz5w0kp50wmflxml8ffnz880402nvj54e40e7l8x06y5e6,32,42865,0.1,0.0200,340,0,0.0000,non_productive
pool19qa8uctj5ql4e2uwslpruak6655h02l8fkmwjlanq8qnqyap357,2,42229,0.1,0.0000,300,0,0.0000,non_productive
pool1cd7u9yenr0vkzh9kj7nhhy28ye289muhcdgnhyvz7r3z7jwcxl9,6,41227,0.1,0.0300,340,0,0.0000,non_productive
pool10nwac5phcc4vkjvux5mw6gvdzlxurkd944e5yx9yyfa8sqs35t7,120,41180,0.1,0.0200,340,0,0.0000,non_productive
pool1u84yq2lvnay4p9kh4vx7nqfe6efzfehe5mvkw3hf4a89uhmpqgt,3,40993,0.0,0.0000,0,0,0.0000,non_productive
pool1t9ckjy949dk97prfs6any8xdjyq9du6prnplx06n4fcn5jgukhc,4,40460,0.1,0.0100,340,0,0.0000,non_productive
pool1et8qw5ejgl5qqq8v4gdfset78gjcphh88cc2xajykggau8vps0j,125,40350,0.1,0.0250,170,0,0.0000,non_productive
pool1qgsylc6kjv29zva4w783fuyf9xxhj78ktgjlxjvppest5ya9pek,4,39876,0.1,0.0000,340,0,0.0000,non_productive
pool1k53pf4wzn263c08e3wr3gttndfecm9f4uzekgctcx947vt7fh2p,33,39663,0.1,0.0000,340,0,0.0000,non_productive
pool14hk8kx2c8ukxcq7z3tqdedly9599f9sfhy5lfd3mp98txkdeevk,3,39180,0.1,0.0100,170,1,32.9974,non_productive
pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90,81,39136,0.1,0.0000,340,0,0.0000,non_productive
pool1wsar9vtmyghy3htc7gz0gwq70ap0v7wrq9hq83qwx5auvzfm6fg,2,38893,0.1,0.0222,345,0,0.0000,non_productive
pool19dn4vmk5ayatdjshpnyvxy6w4fef0zfl585sfpls6l2wvn0xxjn,4,38761,0.1,0.0150,340,0,0.0000,non_productive
pool1gdyn4dggh5c9yn5cjve3dlljjkpwzdt2g4au8aszgwd6y97wde8,9,38679,0.1,0.9900,340,0,0.0000,non_productive
pool18cx6qhjeynrsd7pvcrv7e3y65ksyzguaep2427zumc8t2qzxvsk,209,38627,0.1,0.0000,340,0,0.0000,non_productive
pool1vd3rfulk3x3k6mafusvrtnzysx9qkcgcks9an2alcpm55msk63g,2,38412,0.1,0.0100,340,0,0.0000,non_productive
pool1aj697twgk5kt7c6kjtkpwejqqhljvf3hzsmsamswzy42v24cw5h,4,37933,0.1,0.0500,340,0,0.0000,non_productive
pool1c0t0xzlpu7nhprxhnlepnapek47waww3m54ek6gaufnpjrl5j0m,3,37852,0.1,0.1500,345,0,0.0000,non_productive
pool1qz9qfxcxsc46vpgrrj868scmttjp3y9xaehyn6knknegcsphq6u,5,37835,0.0,0.0000,340,0,0.0000,non_productive
pool1dwlkpwakps05gelgwdml2d44al2xfsv8k9jgrkwsevlxxpcelqa,5,37125,0.1,0.0500,340,0,0.0000,non_productive
pool14dz6syalxmtlykaudkk50t9xtve0ne2rvtsgqmyvfeg5cxx68n4,5,36903,0.1,0.0000,340,0,0.0000,non_productive
pool1cj2uh0ylps28czcjslnz85v2zyf8mld0w5tuqp3amxk4jjwfkgd,41,36762,0.1,0.0100,340,0,0.0000,non_productive
pool1qel9h28zarup4g5dx95smeggfruq26k47lc8e6wmdzaaywyj63r,4,36732,0.1,0.0100,340,0,0.0000,non_productive
pool1ec5lvdyd9dghpezzeqfzn48yvw34ff6u6m9tlh08kjjaxx4nxmk,4,36375,0.1,0.0100,340,0,0.0000,non_productive
pool19yf67fkanhu30qqdcug4gwfy7gpzy8jhq56llg5ua3g3kufg3s5,1,35490,0.1,0.0000,340,0,0.0000,non_productive
pool1skykl3rncme7qzwy0t55wk258h4e4s9dyacrm3hnsya3u3k5vkw,18,35319,0.1,0.0000,170,0,0.0000,non_productive
pool17ajuw0arwq8klfe4xy8tcqj4yetp8kerl4amzn5dsnne20wlnsa,339,35285,0.1,0.0000,340,0,0.0000,non_productive
pool1cl3fhy6me0nf5jnxahk997r0529aumt967kw4yml5vraq94mdk4,6,35249,0.1,0.0100,340,0,0.0000,non_productive
pool1v6mdg9xm9a80js00zx53c6nagcw5m0m970nm4my4pkrlyxq707e,40,35048,0.1,0.0000,340,0,0.0000,non_productive
pool1vz9txqmdhxwegpy7uzrsap84z309veehqv3uh4s60qwxk0u7h06,9,34806,0.0,0.0100,340,0,0.0000,non_productive
pool15wfu7td5r4k27erk5q5wt06x59skxxyqj206tdnfmfmk7pd3rp3,16,34697,0.1,0.0000,340,0,0.0000,non_productive
pool1r9qyjstrc050njg8lm7wxy5874mgu322vyljntdsm5qgxvjcewv,202,34670,0.1,0.0100,340,0,0.0000,non_productive
pool1ps39v4j035ejzrga2qt56cfhjuwx38wved8rd0mujtyh6r5mt3c,4,33808,0.0,0.0100,340,0,0.0000,non_productive
pool1vhz87537anw4u0ruqsyuftyh7zxnrxptr4nnv0m6mjgeu8kp83z,1,33740,99.2,1.0000,340,10,0.0000,suboptimal
pool1lr02c9krwmtzr29e9h2w5e7crr9elss7qfflkr42j0ke6de4vh7,4,33506,0.0,0.0500,170,0,0.0000,non_productive
pool1ekyuhd48h9nnymqpx0c00taz6ygnsge4502r7e67clp7zy9cegv,52,33464,0.0,0.0314,340,0,0.0000,non_productive
pool18te4aqp0umd6xunyps0mlg9tzk4dcjh30wgntqu8kf2n7k3y88f,4,33101,0.0,0.0100,340,0,0.0000,non_productive
pool1ct4ag0j73mxzy4325zwwxhgswemlgmepdnqxj6f7edz4zmlfeve,9,32917,0.0,0.0500,340,0,0.0000,non_productive
pool12e8xz54gjtcz6dzkhua9uq9dp23cqcmf6xc4929t4ep4ketccsm,35,32790,0.0,0.0000,170,0,0.0000,non_productive
pool1xzsckz6hd64pnle2c88e3gccccyfs7w6eauxuffpcc5sx2mtekx,13,32319,0.1,0.0500,170,0,0.0000,non_productive
pool1484zq40k4xg69t55z4fqz78zz6j3t9pvlw4jd635w692xhfzkka,3,31812,0.0,0.0100,340,0,0.0000,non_productive
pool1mwv76cr0znehqxe23xk4ylhr0j6gwsjxf2cvwjxm0ewdgcjzw3e,4,31628,0.0,0.1500,345,0,0.0000,non_productive
pool1llfrhf0htc528jcmp9dr2tzsjnt93y2gkjfjn5znjh9a79avwv7,26,31243,0.1,0.5000,170,0,0.0000,non_productive
pool1ehfmxk64lnl90rmy66zt7nfjlsvzhqkxlzsml348z4ptss529mw,2,31237,0.0,0.0200,340,0,0.0000,non_productive
pool1wu4f8u7apml5nke7mjcvj2fvn0apfychx2957lf9gcuzxa07w6g,7,31020,0.0,0.0300,340,0,0.0000,non_productive
pool127jufnlxk4n6he84qjf8ppzmxs9sjnqlhulnuzsk0uc0whtl9sn,29,30803,0.0,0.0000,340,0,0.0000,non_productive
pool1k3wpsc8q8za2qeptx5kv73r76hs5gvp59gga6ad6u5hnj3scy3q,19,30646,0.0,0.0000,170,0,0.0000,non_productive
pool1lakvp73yzpuueyrhzr3sfyy0796gm53g95kapgnmsvv4k6apr5r,2,30508,0.0,0.0150,170,0,0.0000,non_productive
pool19m98gdj84d4kxem5h6ch8fvj92pvauhg0y4ktmzr3mln6c45yly,10,30421,0.0,0.0000,0,0,0.0000,non_productive
pool1t6tyc9menh5uax38j89jgdyj0maz6e4mgx90n7xkcl7mu8fzqxu,8,30150,0.0,0.0600,345,2,1.4180,non_productive
pool1pu49urd00qf9zzeghrks03tvszzvrdzecw649ag5dwd07snx69n,10,29836,0.0,0.0100,340,0,0.0000,non_productive
pool1jh5p5627hzqxdzjutfenz83qs7p2qtha4kvst3hs0829sdc0ksm,4,29499,0.0,0.0300,170,0,0.0000,non_productive
pool1qarmuvc39q7ygl2affsuly2hs39mukcag9tunsnu8xudwv8mf00,6,28893,0.0,0.0100,340,0,0.0000,non_productive
pool1frxut5ury0r2clgpvr0dewlsvc233ft7g6v7vx8msepy5068evn,3,28883,0.0,0.0100,350,0,0.0000,non_productive
pool173qemdqfjnkrjzykmc0j4nqmxuuhvvv42pawt4xka3k2vwmd4mr,8,28756,0.0,0.1500,345,0,0.0000,non_productive
pool1em9u4sf0lzkz4ammtcmakymunpf0l7445ayh3e7fpvryw640fc6,4,28735,0.0,0.0057,340,0,0.0000,non_productive
pool1g6rm3p7695z7xfhp629hcsj09njun2fnsz03pjrshw8rgs7pluc,16,28438,0.0,0.1500,340,0,0.0000,non_productive
pool15jh849vks9mctm28xe6kgz682vnlu0pzawvftl7ltjtvwpwp59s,2,28213,0.1,0.0300,170,0,0.0000,non_productive
pool1673d663ml4p0mtreukyfx5jt7ekk9pajsyyv6utzlakzj0y9v0w,10,28189,0.0,0.0100,340,0,0.0000,non_productive
pool1c8enfyd0rt39p4wr9h840y3d2xtqylxq5rsu3ku8gld45swgtne,3,28156,0.0,0.0000,340,0,0.0000,non_productive
pool1fy5aaf5gz2646dghhm8u899mj6hyznn428sqhdx3tmqmsdy6rcz,39,28067,0.0,0.0100,340,0,0.0000,non_productive
pool1cyha5jsy6g06w699tw4awy2jw7gxj0azm38yzetr7zls7rkl0t0,10,27420,0.0,0.0100,340,0,0.0000,non_productive
pool1yenqraf3znn07qmvtd8wg23fymsr0vsme7ry2475r48vk6ss0z2,23,27317,0.0,0.0000,340,0,0.0000,non_productive
pool17k2dpgvx8spkdhgf5j7x5u7pqjpvlwa76sugwen8l3xtk7kq3c4,8,27221,0.0,0.0000,170,0,0.0000,non_productive
pool1akt37u42nfegyf3atv6c3c64da7dwa9grt9kjxa8zwj9qr4y8u2,24,26835,0.0,0.0200,170,0,0.0000,non_productive
pool1xt2nyju82ea3pz33e5sqwgjx05ks623tkmuw8jvlca3kzmz9mud,7,26498,0.0,0.0100,170,0,0.0000,non_productive
pool18e545ehldchd8qr8qx7q7m5dljzaky2twxrynx2z29ru2mt6pv4,13,26457,0.0,0.0800,340,0,0.0000,non_productive
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,3,26416,0.0,0.0500,340,0,0.0000,non_productive
pool14kd9lt3gsdhv48j9w4vgcufw0txdvz932xwh9dapkpv2c0j4ytd,11,26046,0.0,0.0199,340,0,0.0000,non_productive
pool1ygmlrra5qn95zw6afntvzxpdpzz67vtqjr4dmslerua2c092a6j,7,25987,0.0,0.0200,340,0,0.0000,non_productive
pool1wp9p6rlpratng7rhrvyz6mcjqsl04laxxvvuu06umc5vghacqa4,10,25985,0.0,0.0600,345,0,0.0000,non_productive
pool1zy0mg8thm4au4cqaz5gz4ah9ms6894e2vqkl9a6l2uq4vas3yam,10,25844,0.0,0.0000,340,0,0.0000,non_productive
pool15l4plz3r2lm5x48lz78ph7qh8w89zd7ewrg62gvwv7u7kw6tmns,1,25539,0.0,0.0500,340,0,0.0000,non_productive
pool15zvek3jke3z2uml5xeztl6wt56zuye5ne9caadz8mjn9ykyuu8n,7,25427,0.0,0.0000,340,0,0.0000,non_productive
pool1v99msed3jqh4fd2qyzdn0t2qfmh3mv2cnfweatl85mdhz6l0ewc,21,25261,0.2,0.0000,340,3,0.0000,non_productive
pool14mfq8s3gspe8sdka6cgkm6jzgd644dvw2av5kqa8w4havs9e57u,3,25261,0.0,0.0000,340,0,0.0000,non_productive
pool15krrlqfd3uc8nea2tw8z3wl2v0fny4enhu3q892988zv7dhv0vk,10,25197,0.0,0.0150,340,0,0.0000,non_productive
pool1yvwry5gmqta5tug7gjmfr33c2whdjf88tfykqckaxsdcgcd482q,6,25135,0.0,0.0250,340,0,0.0000,non_productive
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,3,25021,0.0,0.0100,340,0,0.0000,non_productive
pool1rrzlme4g2r49x7tcesdkuk5wqv5ks2dkq3ptapgnclgvkcxy9sc,3,25013,0.0,0.0100,340,0,0.0000,non_productive
