Analysis based on performance in epochs 548 to 583 (36 epochs).
Current stake is measured at the end of epoch 583.

================================================================================================================================================================
                                               Comprehensive Report on All Non-Retired Pools by Viability Status                                                
================================================================================================================================================================
+------+----------+----------------------------------------------------------+-----------------------+------------------+----------------+------------------+-------------------+----------------+
|    # | Ticker   | Pool ID                                                  |   Current Stake (ADA) | Status           |   Signal Count |   Blocks (36 ep) |   Rewards** (36 ep) | Signals      |
| 1849 | FSTR     | pool1wsug8q6kjtje0hzwp68lchwll0046t6huua3f7p35fttx7fcwm8 |              4,903.57 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1850 | OSADA    | pool1h5368szqrqvfy7txc5r2lyay0xx4fvp2w38mswplqknax8l9wl2 |              4,846.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1851 | BLOXB    | pool136ahugdvaenv8ed0d3m9af4dxxtzu7u3vpfq4mxk7qq6xuvd0ca |              4,781.24 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1852 |          | pool1jqdvgk0csfnwftkzn6vyz7fq8s3606uu6k7wa9xrn0jpzg4r304 |              4,780.57 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1853 |          | pool1pqdgdhka8xegl8y3lt780n0v4p9yl5z3vdh6qqs4vdlvgaujaxu |              4,766.63 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1854 |          | pool10wugf8sxugp74y0dafvc83jmcg2z9v7u5yfs79zy67rxc5lqhd6 |              4,579.53 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1855 |          | pool1u283gl35gdj2l6c5cmg9crugf9aq7w6242pr88v6enr8u9q2vzj |              4,557.49 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1856 | LAND     | pool17ywx7vha7t8snj3xzwm9863lvnpke0ufqjtx94mh49sf28srg9m |              4,486.50 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1857 |          | pool1c8glhjlfs7lqww0zg7ghajtyf527zrahyksyawnz7l58kx0utf7 |              4,269.29 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1858 | ADAS     | pool1grnz2afeg7st9480vlzqc25gavvs4n34ndtktne8pnp8yutsmfv |              3,920.25 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1859 | WALL     | pool1l3rf0h8s6fdw8g4vy8qg7fw3wwj8jdm3hg0wwwycnvj8xcl2ps8 |              3,893.03 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1860 | QSTKE    | pool1luwt2c73ng94v20qv75dcyduml727s39w3yr8xvx6eue6ae58h2 |              3,841.06 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1861 | AMPLE    | pool12plmfgtqk4nj0wse5wnr49xth22fjacxm0gxg3wc88ewzztpwf5 |              3,807.98 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1862 |          | pool1d66wvltjn768rm2ywdzpetzx034z7vanrlz8mrpn9us8zjcyjaf |              3,790.26 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1863 |          | pool169mewaur9ma6ffw6x90xhjj0sk9j8yu3ynqz20jh03dj20syqwc |              3,572.52 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 1864 |          | pool1ze57pe06f82s3v8ugjqxrny56sj63vs26sm5q879ahkkq69zn0c |              3,520.78 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1865 |          | pool1xmftxwzqqkug8uzl2n2yvxhm6k0tx4rjtel92wjgvrlfk0uqy8c |              3,496.68 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1866 |          | pool1pgdw8zfuwjkqhkl5fycfkdplkwqkmwvx7gsr2rkvvpnf23wwg8r |              3,396.40 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1867 | RXG      | pool1u56s0gg8xn8uqyzefwd38napn8jmrjqaum446alm38sgj3248re |              3,361.29 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1868 |          | pool1m80jrruqnynpuqvmm5cyhxjqy2q8pnnpyu40sd02z0gkzehqxua |              3,240.66 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1869 |          | pool10f5k6djk7m95dls80f5n2temjlkacsqd47758z2xal8g79kg9ct |              3,072.47 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1870 | GYQX     | pool1ax7rlt56kgfpn0ystuwk5jawjh5r6qfw6xhwa8ckaqe47va4y39 |              3,065.42 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1871 | TEACH    | pool19klg32x4wrwh8yfdra6u52qa37meves4r68pxajxwllvzazd37c |              3,045.81 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1872 |          | pool1pmyave37l324x5phh0s7tdy30kx9mdzmqnj829teccun2je37xw |              3,011.56 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1873 |          | pool1fr3ws5vwm7l5y2ywau2jrlaan0xmfqv68h5g3g3sum2ywthurt2 |              2,972.84 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1874 |          | pool19042p8xye9udlgxgxn6n358hx0u0mjuegcwpxradk3vpkqgf54t |              2,920.62 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1875 |          | pool1v3avy78l7gvaemvgfmhsltydscukfew7kx3uz3sqx499wns07qz |              2,896.55 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1876 | INDYS    | pool1snvcmtdnssf6t8fhs7943uxmmujlt4f89yv58cp7m99cq5tw9hy |              2,870.03 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1877 |          | pool12yfqjghmn47qajajqduf2rd83qxtdhva8j0qdctmla4v5w3mhq4 |              2,816.79 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1878 |          | pool1vurlp3ndgge8avz3h8lu2wzdqcwc8w4l5s43rzlk8p4pz0x5vla |              2,801.70 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1879 | GCP      | pool1zqcz8zt9v07ygj06zr28lwm85s20f6w2qdcdltjyd0wuklydqnd |              2,771.96 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1880 | GLOBE    | pool13ucz6778ywff5pmcag4pcknq9gm6j04qtgh65cu9c5mt73t5ulv |              2,761.95 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1881 | FOX      | pool1u4u6jpf2verwtq2wjcrdr9ktnhgjpa7ag9qnnkfgqtxj2rh9d68 |              2,752.69 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1882 |          | pool1q23kstu6ute8x43z95ahnwh04n9rpn6k0wzakq663ke75220682 |              2,748.90 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1883 | ARGT     | pool1eh6msmm3v7fs90lapzem3lkpl4sn2dgtz4hfvnfmqqtxya3k8yh |              2,742.23 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1884 | XERSA    | pool1chxnn5gurqm83728aafjm7thv8yla9tz85yejtstqsc658mrpm7 |              2,730.45 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1885 |          | pool167n02n48l5hfgfu6e46xq8n3yefccm9dcnmefkmxuymhc8ncrjm |              2,689.50 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1886 |          | pool1sy86l3j2aumxgsvp2nmw4ukuq2tc7drnqum9z8796hxnzksde4j |              2,687.69 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1887 |          | pool1ddskftmsscw92d7vnj89pldwx5feegkgcmamgt5t0e4lkd7mdp8 |              2,671.11 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1888 | MOM      | pool16ypn6g8sm5um7mkxyhdu7j9eq9zl35wywq5n9x8g0aujc060qzp |              2,641.47 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1889 |          | pool1cvmk7ftz7v5u2pd944e0xvalgchtxgsnnhryzqmqfavgxwgxmcy |              2,586.55 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 1890 |          | pool1jeu6mkn43sc8y0yf5jwtfy6g5yc7lmyt3psm2tlue7pfg8deygg |              2,579.59 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 1891 |          | pool1szah3sjg5vhd09pa0y6fcsyja2rttsztdp0gj8jpngqxz9kj0a8 |              2,575.21 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
