Analysis based on performance in epochs 548 to 583 (36 epochs).
Current stake is measured at the end of epoch 583.

================================================================================================================================================================
                                               Comprehensive Report on All Non-Retired Pools by Viability Status                                                
================================================================================================================================================================
+------+----------+----------------------------------------------------------+-----------------------+------------------+----------------+------------------+-------------------+----------------+
|    # | Ticker   | Pool ID                                                  |   Current Stake (ADA) | Status           |   Signal Count |   Blocks (36 ep) |   Rewards** (36 ep) | Signals      |
|  635 | RPSP     | pool1tj3u8pz6732uy2ut3s90e0j880jyu9j0ve9vtu9zj5xzglhdlqy |          5,354,040.43 | Healthy          |              1 |              190 |         12,636.83 | NU             |
|  636 | ATRMN    | pool1pgmuramw9waw9ckxsvpxmcn9p6fd4xl5jmavu8jje0x5vuc00l0 |          5,257,828.49 | Healthy          |              0 |              195 |         14,219.39 |                |
|  637 | ISPF     | pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0 |          5,241,681.07 | Healthy          |              0 |              123 |          9,279.94 |                |
|  638 | 1PCT6    | pool1nyf8x2xrlmfqwy9shqrlx2csentnzyjmxr0r3w0ljuaqz5ek7qz |          5,202,257.94 | Healthy          |              1 |              198 |         13,788.67 | NU             |
|  639 | WIRA     | pool1lnk67xp7jsc2e3yyun3fpaqvkx0f3c8q0ml29ge85udeghn2gvn |          5,186,503.00 | Healthy          |              1 |              215 |         18,482.22 | NG             |
|  640 | BEADA    | pool14qpadfdjzw6jkwxy67uhey6tjpyppsmwgz5awfsxwrtpsecslpc |          5,166,605.51 | Healthy          |              1 |               77 |          5,885.14 | NU             |
|  641 | NAP2     | pool1y49e700dnx8lpvznmysgzw203mjq6l7um85ka4ys6x0zcwgs77w |          5,165,906.99 | Healthy          |              1 |              221 |         14,771.81 | NU             |
|  642 | DAN      | pool1nhls8e9swnyshldgjknku4npreax075nw0ltrkmrarh4w3skxt9 |          5,153,938.16 | Healthy          |              1 |              190 |         14,870.02 | NU             |
|  643 | LGC      | pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft |          5,148,634.77 | Healthy          |              0 |               83 |          5,607.01 |                |
|  644 | CPS      | pool1qqlf3epa7m8780p2jx5689u2ql06tw026l5377tptk2zswrc645 |          5,122,027.74 | Healthy          |              1 |              190 |         14,707.78 | NU             |
|  645 | MIMSA    | pool1pj5jnehwjtt4esfl0325hr338n98v3kcww3sggce59ugyf2f883 |          5,101,080.33 | Healthy          |              0 |              183 |         63,067.56 |                |
|  646 | TSC      | pool1mg37s4w4uzsmw27nsnz2mwfll8sdawngvy3n657t7nd0yjcd77e |          5,091,769.15 | Healthy          |              1 |              207 |         13,800.56 | NU             |
|  647 | 1PCT8    | pool1ddgcpgjcyawxw95se9x8qnc8gxgwjr4fqrk4vk6v9x47s0ggpjp |          4,960,973.26 | Healthy          |              1 |              210 |         13,851.62 | NU             |
|  648 |          | pool1ytszp582dm9u5un6mevt9czgcnuqhflwfr9ly4ukpeqcughryqh |          4,956,193.43 | Healthy          |              2 |              191 |         22,957.29 | NU, NG         |
|  649 | PIVT     | pool1l3wdq3cec23jadkt2cx384vtgd75ncau33smrptwj87n2wedc0d |          4,945,362.07 | Healthy          |              1 |              175 |         60,285.33 | NU             |
|  650 | CRDN     | pool1a5jd3x2udlvpm9mt4gpau4jlags6qtth6jdsguryh2zy27f5ttj |          4,935,833.57 | Healthy          |              1 |               69 |         10,261.92 | NU             |
|  651 | ALAB     | pool1nffpy6r7l4ueeedzvvzsta2vty9g6mtet6huuhfzyvndkwd35dl |          4,899,352.67 | Healthy          |              0 |              117 |          7,191.23 |                |
|  652 | MYB      | pool1mcwcfl96ew79rmj4zxehr33p55e4e62dt4whyr2vqesswp9mmvz |          4,891,656.85 | Healthy          |              1 |              162 |         12,268.81 | NU             |
|  653 | PLNGT    | pool16cerhwlk8nq7rpuerr4g08tpgeq7awnhgxzkyalc8n8xjwzxqm3 |          4,846,079.89 | Healthy          |              1 |              175 |         59,644.99 | NU             |
|  654 |          | pool1k8s63hvxl5un403f0lwqm87f7svwn2j7vpeflgupvkhqkjpknut |          4,843,678.70 | Healthy          |              0 |              170 |          9,301.47 |                |
|  655 | 1PCT     | pool1supp67ypelmgzuzqqvarc6czgmg3ggwpnrnfr90xpfcqqf8h05t |          4,821,817.33 | Healthy          |              1 |              197 |         13,777.86 | NU             |
|  656 | KILN9    | pool1k3nkfa5ugavrpd9nwd3s6yyx454qxnquxwmux4rzfunl7q0z38t |          4,819,737.65 | Healthy          |              0 |               48 |          1,307.05 |                |
|  657 | ONYX     | pool1g6g2d09le8hd6nv9jhyavewdnw8tu0ndst4lqysd00ru24cav0a |          4,793,265.94 | Healthy          |              1 |              187 |          9,806.35 | NU             |
|  658 | GAIN💎    | pool1nwfzutmm6et5yt6mdk6d3ls57qfmwje0hwcepr3dn68mu9wl0pd |          4,785,584.54 | Healthy          |              1 |              182 |         15,772.74 | NU             |
|  659 | AIR      | pool1sr953s548fudyhmfm082xp0mensv2gxzt4qpe466ykw0z3jjzvv |          4,753,235.28 | Healthy          |              0 |              179 |         13,115.49 |                |
|  660 |          | pool1helzgcd9sjm9xtyh9mw2wy06gekh6r52s6mx987q0p8lvklwura |          4,694,576.77 | Healthy          |              1 |              169 |         13,583.22 | NU             |
|  661 | KOR      | pool1gntlh2yq89tpsd7kgaeuremj3s60rscqahyl52qzv0x87mt22rq |          4,662,238.48 | Healthy          |              1 |              166 |         12,356.29 | NU             |
|  662 | RX78     | pool18heqrjtge2emf2hes4mdxkr76y99zztkqk4qtjr9dul0vuur0yu |          4,635,690.40 | Healthy          |              0 |               93 |          7,065.83 |                |
|  663 | RDB      | pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd |          4,635,000.31 | Healthy          |              0 |              357 |        115,331.16 |                |
|  664 | SALT     | pool1a2gt2mvuf5zvtqlvw2xgks2efze3p4r985ft62q64lua7gx7lal |          4,551,570.65 | Healthy          |              0 |              168 |          7,261.03 |                |
|  665 | GENE     | pool19ae6xhzsscypyha0sszv90xwjsh20hxecxjpcqynshfawvwxqnn |          4,545,712.62 | Healthy          |              2 |              161 |         24,954.30 | NU, NG         |
|  666 | lido     | pool1kks6sgxvx7p6fe3hhnne68xzwa9jg8qgy50yt3w3lrelvns7390 |          4,473,958.34 | Healthy          |              0 |              632 |         11,607.94 |                |
|  667 | BEAST    | pool1h3aejp7fln74mwaraqjn65ve3j5zwqr7wk0pasct87wpkv0aspm |          4,430,917.67 | Healthy          |              1 |              163 |         22,979.50 | NU             |
|  668 | APE      | pool18j287g2sccele52hhxc0csk2ghfghwndqm9yahdqnhjks840wtq |          4,410,464.53 | Healthy          |              1 |              154 |         13,818.89 | NU             |
|  669 | CCJ4     | pool168t0xlm0dtdgf7d5w2mrm7ulsw4czpw297yvrpke9pmjcc9hz7k |          4,389,671.30 | Healthy          |              1 |              155 |          8,332.90 | NU             |
|  670 | CHAOS    | pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p |          4,372,703.76 | Healthy          |              0 |              191 |         14,120.26 |                |
|  671 | GRAB     | pool1fmgus36uc0jf0wlspfvzwfn04mz34kwrensmqgfzkv7t58dejw4 |          4,365,809.87 | Healthy          |              1 |              161 |         15,695.71 | NU             |
|  672 | 0PCT     | pool17rns3wjyql9jg9xkzw9h88f0kstd693pm6urwxmvejqgsyjw7ta |          4,297,398.10 | Healthy          |              1 |              153 |         28,430.92 | NU             |
|  673 | ASKP     | pool15j6hdfel6c6zcr8gu39qgp5xkrs264yn9hm8ynhaydjtxvmznxq |          4,265,419.61 | Healthy          |              0 |              148 |          9,867.71 |                |
|  674 | COOL5    | pool1vdcu0y6ujrwmnv4u50j6upxkjug7cx7zsaynjvgkcm2ycmajelc |          4,221,151.02 | Healthy          |              1 |              248 |          9,057.45 | NU             |
|  675 | BCSH2    | pool1qzlw72zfwhhc0ptvzdpld06szu39x9mlm6782efy6sluz932fx6 |          4,202,590.20 | Healthy          |              1 |              168 |         13,551.64 | NU             |
|  676 | KIND     | pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm |          4,200,963.24 | Healthy          |              2 |              150 |         15,266.63 | NU, NG         |
|  677 | ADP      | pool1jpz5m45ff4r6tnq7n5tw63fkhpmw3cyv8sn569w24x8lj3kl68c |          4,188,850.27 | Healthy          |              1 |              165 |         11,974.98 | NU             |
|  678 | CEMA1    | pool1t9m69j5thv2ke9jt9hhsgxlag44z7erp2s2ukcpruwhwqarc9np |          4,166,708.27 | Healthy          |              1 |              164 |          8,862.21 | NU             |
|  679 | SDGs     | pool1zx909vz9qe73avvpd0y7qqcwz8fffvnup6yuq2e8hql4svk9xr7 |          4,155,808.55 | Healthy          |              1 |              130 |         12,652.40 | NU             |
|  680 | NOBI     | pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502 |          4,124,819.15 | Healthy          |              0 |              150 |         14,565.79 |                |
|  681 | AMSNL    | pool1uy2z02pn4lczk7p2plvnkzrmltxmqs2t04d9ghx5t0vw6e4t0qn |          4,074,748.44 | Healthy          |              0 |              149 |          9,243.55 |                |
|  682 | KIWI     | pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd |          4,074,333.42 | Healthy          |              0 |              152 |         15,198.98 |                |
|  683 | FEEL     | pool1g4th3pqfzh4zajzrhlh8y6wpuztrkzxwt5wd7q578894j06gwfc |          4,062,986.91 | Healthy          |              1 |              140 |         12,559.55 | NU             |
|  684 | CHEAP    | pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y |          4,014,489.78 | Healthy          |              1 |              181 |         22,243.27 | NU             |
|  685 | BCSH5    | pool1qzlw756y0z6ehg9jkerrfrydr7qlvzl5pgset33h3h2akst593a |          3,987,693.14 | Healthy          |              1 |              173 |         13,300.02 | NU             |
|  686 | DOW      | pool1kdfznpenxa9wwcz8tweump45k5h78h8hl4slv78fdypsug9ypc6 |          3,979,662.24 | Healthy          |              1 |              149 |         13,152.55 | NU             |
|  687 | CAPO     | pool1t847w2hfv33qrra7q33nzq8epvcxv6ydshcq7w7j23c87xv2c2k |          3,956,884.77 | Healthy          |              0 |              167 |         12,920.77 |                |
|  688 | RIDGE    | pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0 |          3,916,741.14 | Healthy          |              0 |              148 |          6,706.68 |                |
|  689 | HIT      | pool1hezakp5r240dy4fcsm7mfd3qqahcvyrhj8hl770yxmxxzdwvcre |          3,878,081.04 | Healthy          |              1 |              138 |         43,789.87 | NU             |
|  690 | LUKE     | pool1hqwxta8p0j8ffkyle5mf6yg80tucqzh8q9mszws60xe5ja06nwa |          3,865,717.42 | Healthy          |              0 |              183 |         34,642.73 |                |
|  691 | AID1     | pool1peayemzlkmcwn64c455mx8sxdaztq0xuv9hdxlp0kcsxz57up3z |          3,836,883.04 | Healthy          |              0 |              121 |         12,248.53 |                |
|  692 | DIVY     | pool1v4xevkf7fx08pzy7atsk59dds6p0sdyl6xmhwf4mh79x6l5p6kx |          3,810,399.98 | Healthy          |              0 |              137 |         12,417.28 |                |
|  693 | HEDGE    | pool19q034g07ka2ltwc3wwjeu79w29nlafc0w2ppne5ppu5wud60rgq |          3,782,123.39 | Healthy          |              1 |              134 |          6,734.30 | NU             |
|  694 | NVL      | pool1uu65k00dp467qsszmqwl6udwnet3zszgx8n3kmn2aq84sae8ha9 |          3,761,823.33 | Healthy          |              1 |              212 |         74,191.97 | NU             |
|  695 | THREE    | pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2 |          3,748,754.30 | Healthy          |              1 |              147 |         13,694.00 | NU             |
|  696 | LUNA9    | pool1gdgjzmp96kk0d0sj482655wqlq8jtc4t9xw8xzfwfx4tjyq73hw |          3,741,177.73 | Healthy          |              1 |              154 |         16,021.73 | NU             |
|  697 | CRFN     | pool1r2g9wv7jyt7haygrmrc2tst2m8m9ssrr3c690ffp49uhywhvmdl |          3,722,564.77 | Healthy          |              1 |              133 |         14,719.93 | NU             |
|  698 | RELAY    | pool1dswpls43u0s6cpt0dh2d6npm0rnxh5qcjm9xax9y6fp3uq880xm |          3,722,082.79 | Healthy          |              0 |              172 |         14,260.67 |                |
|  699 | JAPAN    | pool19uynx6nxcdksmaqdcshjg487fap3rs3axyhrdqa7gdqgzgxss4y |          3,688,539.05 | Healthy          |              1 |              187 |         15,886.12 | NU             |
|  700 | 000      | pool1q80jjs53w0fx836n8g38gtdwr8ck5zre3da90peuxn84sj3cu0r |          3,669,619.70 | Healthy          |              0 |              179 |          8,726.49 |                |
|  701 | ISPJ     | pool1vce30junxx06g2ha8ww02cqgy644yj69ehhg2x95qe7323zfznp |          3,635,837.10 | Healthy          |              0 |              147 |         12,593.55 |                |
|  702 | NERD2    | pool1xtrwqwu6jn896szjwsyxxjczl6hc9sq4lh5ax68f7dt3gc0y9rx |          3,604,683.47 | Healthy          |              1 |              138 |         13,350.83 | NU             |
|  703 | CSWP1    | pool165ljt7xrrpceutz5ppe96suuw0jcnrvhg0f5vu60df0r5mt0x0c |          3,581,019.94 | Healthy          |              2 |              156 |         52,122.66 | NU, NG         |
|  704 | NASEC    | pool1429egqgv60r3nxlp6cvs08qcffv7duddjvyjd0pt6wzhj7akda8 |          3,566,950.52 | Healthy          |              2 |              147 |         13,285.43 | NU, NG         |
|  705 | VENUS    | pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye |          3,558,720.29 | Healthy          |              1 |              130 |         12,850.44 | NU             |
|  706 | DAVID    | pool136wr0g23dw9daekuyqtgk366vywms6meespgpm3hdguxqczaaug |          3,549,977.09 | Healthy          |              1 |              151 |         14,255.65 | NU             |
|  707 | ONE1     | pool1n2yp66zk6m33sg8k20hsvmk9tw7xeeswzdcfxhnx9hm9jkxv5k4 |          3,537,641.76 | Healthy          |              2 |              136 |         13,161.90 | NU, NG         |
|  708 | VEGAS    | pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt |          3,508,232.83 | Healthy          |              1 |              129 |         13,940.19 | NU             |
|  709 |          | pool1plgh3y74vhkj7l0wpxtnwtp22czfq004a69y40fptfg4kntvypm |          3,501,914.28 | Healthy          |              1 |              702 |         35,407.16 | NU             |
|  710 | NIMUE    | pool1drv9qkh2tgqqucc0jp8cwswpmmkfzdd898ja7ac0uwm9j5d44tq |          3,497,702.31 | Healthy          |              1 |              118 |         17,448.12 | NU             |
|  711 | DIGI5    | pool1jql92je87mrx5gpjhmwr6a8a766cktcf5p0p8wd0wxq87nu80yf |          3,483,655.56 | Healthy          |              0 |              155 |          8,551.41 |                |
|  712 | BSSP     | pool1druxd2syfrvqvepxh60fz0qhralcesruphh5atujuh0jktjy0ma |          3,449,559.40 | Healthy          |              0 |              124 |          7,664.07 |                |
|  713 | 4GOOD    | pool19ht066hngsjfnv3mfsc8u9fgzl4w5qcrmh8l6zppwph6s2t7jn4 |          3,403,243.43 | Healthy          |              1 |              126 |         16,931.25 | NU             |
|  714 | VINCI    | pool1j8grqucdwwcr0cwzxrtw30vqcptg0jdlrmauq5w7ytvqx6nf5np |          3,397,431.62 | Healthy          |              2 |              139 |         10,435.71 | NU, NG         |
|  715 | COOL4    | pool1w7pt822hfgw30xnkwpjzz0sr5psejksqdcdw4l0ms33lsgynp2e |          3,379,155.34 | Healthy          |              1 |              134 |          7,731.08 | NU             |
|  716 | BANK     | pool1m3h5p82m6v99nda37rmed8vrkqt43e2a8d89k76gw5ets0gdyag |          3,361,503.64 | Healthy          |              0 |              139 |         13,956.50 |                |
|  717 | LEAP     | pool154xmvhp4jnz7phwcla09uvzqnn3ch54lh2yzrt2znxdgc4trp8x |          3,355,594.91 | Healthy          |              0 |               99 |          6,172.75 |                |
|  718 | BCSH6    | pool1qzlw76zztkg02rywyypyw6s0gtkg2zpkaxhl6cq7eauqg8h9659 |          3,291,603.59 | Healthy          |              1 |              126 |         18,780.11 | NU             |
|  719 | XYZ      | pool18hkq2t8ss45h4fkr92f52flhc4mpzedx5mcz4xhnpj0dzp76028 |          3,285,253.86 | Healthy          |              2 |              216 |          8,475.60 | NU, NG         |
|  720 | SECUR    | pool14n77mmxh6a2d9k05jamzdwsws2ayvkyje8uc7led958p63at3aj |          3,253,475.44 | Healthy          |              1 |              125 |          7,977.99 | NU             |
|  721 | CSN2     | pool1mfgqn8n658vjdcvg3xgtr3qyet64fht0dzsukqeznxw36z8g2k6 |          3,249,871.35 | Healthy          |              2 |               98 |         11,718.58 | NU, NG         |
|  722 | ADOPT    | pool1l5kwfudnqrhw3k4lwzcppu36nun9puvvr7xnanuz8a2zx4jaek5 |          3,247,326.00 | Healthy          |              0 |              117 |         13,246.93 |                |
|  723 | CSP      | pool1dy7tz7eyf2qal2jcns4qwm4xqn34gc4rj9dz34kfs6zuju477k7 |          3,243,472.08 | Healthy          |              0 |              135 |         11,293.76 |                |
|  724 | WAAUS    | pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg |          3,226,152.78 | Healthy          |              1 |              143 |          7,690.29 | NG             |
|  725 | CCJ      | pool189j5mz6wa0gfrakwvn2tar7qt309qxrmsgde5v6qwm892n6re3v |          3,219,283.61 | Healthy          |              1 |              127 |          9,117.89 | NU             |
|  726 | TQWS     | pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d |          3,214,051.87 | Healthy          |              2 |              124 |         23,311.31 | NU, NG         |
|  727 | EPOCH    | pool1q0jmr57udknpq8k5qtgt5vgdjq9pzrzevf68966wxn8zgz7qy3w |          3,211,879.19 | Healthy          |              0 |              113 |         20,732.43 |                |
|  728 | OKYM     | pool14hhs6ruwnuaf4fzsmx89mvmjl2qhyy5jnzyk2le03886kj6z9yp |          3,203,808.17 | Healthy          |              1 |              105 |         12,425.32 | NU             |
|  729 | SOUR     | pool1h707wwzd9a3wlsz2x2dwng0rn7vep6mggxlgww9u7szagx8elcn |          3,190,353.87 | Healthy          |              1 |              106 |         13,504.31 | NU             |
|  730 | WEED     | pool1jv4yvr5edp7qp690hk3qfudwmw28n2wygjxyhaecqkzeqh0wlem |          3,188,205.39 | Healthy          |              1 |               94 |          9,631.12 | NU             |
|  731 | SWEET    | pool165zu45p489lpuypt4fsuc5g8l9g9ha4dddlls84jlsp3k4vsw9p |          3,183,824.32 | Healthy          |              1 |              135 |         13,975.61 | NU             |
|  732 | HOPE2    | pool1x89ssjp53eczthatft9w74749558nsz3pq5jn056634pgt5m58s |          3,178,752.05 | Healthy          |              0 |              108 |         11,902.57 |                |
|  733 | DEW      | pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf |          3,166,917.65 | Healthy          |              1 |              132 |         14,539.27 | NU             |
|  734 | JORGE    | pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43 |          3,149,449.69 | Healthy          |              1 |              112 |          8,130.59 | NU             |
|  735 | ISPP     | pool15ftrqf7j80w57leflatx66x00qfhu483a290gmp7q85pjxrf480 |          3,137,053.71 | Healthy          |              1 |              111 |         11,911.14 | NU             |
|  736 | UKADA    | pool1wwzctexlp70mj00vv65mlhwhwresn58s9x7jl4tswvkg77eu7n7 |          3,122,328.39 | Healthy          |              1 |              117 |         13,134.50 | NU             |
|  737 | CDN      | pool16e2x06wk8ufyakgrzq0c9p5tmfhl6w0c80raxr0xtg5g7aakhgh |          3,104,369.81 | Healthy          |              1 |              141 |         13,626.47 | NG             |
|  738 | DEAD     | pool1t8gjk7jzvujfv9s8q992e6s7tp8na0q3j62g7s4ppzfmccus4jk |          3,039,108.16 | Healthy          |              1 |               80 |         11,255.31 | NG             |
|  739 | ZEIT     | pool1ev8fwfccn8gr0zcz3uyps0t0mcrefc6s95wjc6aed3ngc86y5rk |          3,010,374.09 | Healthy          |              1 |               62 |          9,336.38 | NU             |
|  740 | SAND     | pool1gqvrgg7zycvf65ydkjeph72t0yx0f5ykzd9f477zh4f3smwk997 |          3,003,670.59 | Healthy          |              1 |              104 |         17,854.39 | NU             |
|  741 | AMINT    | pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j |          3,001,867.76 | Healthy          |              1 |              112 |         13,658.87 | NU             |
|  742 | WRM01    | pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue |          2,976,931.12 | Viable but Small |              1 |              141 |         11,961.52 | NU             |
|  743 |          | pool1d76p7zfn2ydq577z4wsvmnl2lx4cxa3s5vplfuhvr8qfw8hd05j |          2,965,444.53 | Viable but Small |              1 |              115 |         12,154.31 | NU             |
|  744 |          | pool1hjjj584gq0ynqf06g036a4a0stpm90asrdfskpasqjxf5948ygv |          2,965,000.50 | Viable but Small |              2 |              121 |         24,992.60 | NU, NG         |
|  745 | LOOT     | pool1s6x6kltycpxq82hyqhlqllqj3q5l2m8w499gvtu4xrfv29c0q2q |          2,948,133.28 | Viable but Small |              1 |              133 |         13,023.36 | NU             |
|  746 | RIOT     | pool1pk7cjkcdsawxf25dwml0ely8vhjx7wp7nqans3jwatanceyqae0 |          2,932,352.57 | Viable but Small |              1 |              120 |         15,765.78 | NU             |
|  747 |          | pool1xzu4pva0k4y6geukd9uvvl3t3s8q8alzwahf575y5fj6cnkd5y2 |          2,901,012.43 | Viable but Small |              1 |               97 |         32,266.73 | NU             |
|  748 | HUSKY    | pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum |          2,900,501.59 | Viable but Small |              2 |              104 |         10,588.85 | NU, NG         |
|  749 | CALM     | pool1pmrgd8snhv0nnj97xcg70nqqhg0v9g3d0e93jl8vn23wxtsxz53 |          2,880,813.53 | Viable but Small |              1 |              123 |          7,824.84 | NU             |
|  750 | CAPEX    | pool1gppqnqfguctp6gu0q8l5wjhye0ny28yzfx93hkr384cfsezru0f |          2,856,699.05 | Viable but Small |              1 |               94 |         11,686.85 | NU             |
|  751 | AOAUS    | pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy |          2,851,006.58 | Viable but Small |              1 |               87 |         10,853.37 | NU             |
|  752 | JOEY     | pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h |          2,848,124.53 | Viable but Small |              1 |              111 |         12,867.45 | NU             |
|  753 | ANET     | pool1xwqye6mlftwjg706acz5fjqz7gmf4qdye99zsjl03a4ru68ghee |          2,824,927.06 | Viable but Small |              0 |              109 |         14,062.15 |                |
|  754 | FIXA     | pool1nt65pu06tlggjeaer8862fdju98ddrrxa9wnw3k4lhfvgrrgt85 |          2,815,074.18 | Viable but Small |              1 |              122 |         12,827.85 | NU             |
|  755 | ALLIN    | pool1x7j89z3n7y7g8syk06nahcrwkdphhw6dymt8r3gf8ulyksrzh5t |          2,807,165.46 | Viable but Small |              0 |              112 |         12,662.07 |                |
|  756 | LIBE     | pool1w0s8vf9qse980vulgszvusw3800d6dlc7wkusr0aqvzlz75qgqg |          2,787,246.73 | Viable but Small |              0 |              114 |         14,960.82 |                |
|  757 | XRAY4    | pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6 |          2,785,838.89 | Viable but Small |              1 |              110 |         12,172.35 | NU             |
|  758 | QCPOL    | pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4 |          2,726,720.89 | Viable but Small |              0 |              103 |          8,714.73 |                |
|  759 | MUGGY    | pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc |          2,696,734.22 | Viable but Small |              2 |               46 |          7,730.43 | NU, NG         |
|  760 | 8964     | pool1agwy5atgc4ptg3whplaxyz28g4dgvsna8auktszctkq8xmtl7dh |          2,685,096.74 | Viable but Small |              1 |              111 |          7,022.48 | NU             |
|  761 | ASTCH    | pool1q2fh3cl6rx0wv5gry4qx5l4h65qpjf7x99xmq66nqj2fj5g6u9z |          2,673,929.29 | Viable but Small |              0 |              426 |          5,924.56 |                |
|  762 | ARTZ     | pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg |          2,673,280.19 | Viable but Small |              0 |               96 |         27,454.55 |                |
|  763 | WOOF     | pool1cg559cdc25fkvs73umj6w5nxlwy3mpmj02xt7p4v69eqs5ncz9k |          2,641,367.64 | Viable but Small |              0 |               87 |          7,789.78 |                |
|  764 | ARRA     | pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6 |          2,635,068.43 | Viable but Small |              0 |              106 |         18,168.20 |                |
|  765 | AUSST    | pool1egunxfppwtglyu3t864uq76y0zu05s7pjda3e9g95nwlwc5ye2h |          2,623,753.69 | Viable but Small |              0 |              116 |         13,371.95 |                |
|  766 | 1PCT8    | pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473 |          2,599,271.62 | Viable but Small |              1 |              136 |         13,086.11 | NU             |
|  767 | RUMOR    | pool1c30lqt59t8sjn5lg04r5wk5eucxa5h9cj05xs9gzc8lngl4cmta |          2,599,035.50 | Viable but Small |              1 |              223 |          8,716.73 | NU             |
|  768 | ADACT    | pool1y24nj4qdkg35nvvnfawukauggsxrxuy74876cplmxsee29w5axc |          2,569,439.69 | Viable but Small |              2 |               92 |          6,984.16 | NU, NG         |
|  769 | EARTH    | pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz |          2,567,066.04 | Viable but Small |              1 |              118 |         14,832.43 | NU             |
|  770 | KSP      | pool1chfk2749hyrwqqpj9fapredjsgw3fdauyxw3hn82kavqva6nv3w |          2,546,684.60 | Viable but Small |              0 |               83 |         10,574.42 |                |
|  771 | AKYO     | pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n |          2,523,942.79 | Viable but Small |              0 |               78 |          6,373.48 |                |
|  772 | TRUE     | pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z |          2,523,117.85 | Viable but Small |              1 |               94 |         11,917.87 | NU             |
|  773 | CAKE     | pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh |          2,518,328.11 | Viable but Small |              0 |               97 |          7,222.88 |                |
|  774 | WHITE    | pool137j9xuzycq4jxfpsmjnc75w2wnpz68khlwvsh69kt5negg6ldhg |          2,494,723.85 | Viable but Small |              1 |               87 |          5,685.45 | NU             |
|  775 | TYGAR    | pool1lrnyqdlrj97d0ju5j6d9xa8prw0xeyumfd53rz5wk3gf7czqzjz |          2,487,842.00 | Viable but Small |              1 |               98 |         12,420.10 | NU             |
|  776 | SPACE    | pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c |          2,473,486.81 | Viable but Small |              0 |               82 |         17,107.69 |                |
|  777 | LATIN    | pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7 |          2,472,989.46 | Viable but Small |              1 |              102 |          7,099.55 | NU             |
|  778 | YKSP     | pool1n6z7rf722heq35v2dxvstfwezgdt8cv0mftpv4r9jay3wjk2kkt |          2,465,735.48 | Viable but Small |              2 |              114 |         12,557.68 | NU, NG         |
|  779 | ALDIA    | pool185ev4czpm5hc9xud25xlcz5lhpnl2jztqas6mgxujqke7j5mdzc |          2,456,971.65 | Viable but Small |              1 |               95 |         11,590.79 | NU             |
|  780 | ALLEY    | pool193rdch53x9c53rmftlqgzj22vmz6w8z8hhut2ckzd2zej45zpap |          2,452,534.47 | Viable but Small |              1 |               99 |          6,003.73 | NU             |
